type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-sectioned,16300-P200-SYM-QAC-ITP-0008 Fill Earthworks (Bridge Embankments),,,,,Yes,1630-P200-SYM-QAC-ITP-0008 Fill Earthworks (Bridge Embankments),b094fd79-7a4e-4ff1-a18e-026a46e28aa8
checkpoint-group,1.0 Pre-start activities,,,,,,,
checkpoint-status,1.1 - Define Work Lot,,,,,,,
label,Ref docs - 173.02 204.03 (h) Table 204.142 Quality Management Plan Lot Diagram 1630-P200-SYM-GEO-DPK-0001 5.2.1.4 (Table 43a),,,,,,,
label,"Acceptance criteria - Survey boundaries clearly define the Earthworks Type B Construction works. Lot diagram to be provided clearly marking up extents of lot area. Work Lot open on Teambinder. Lot size with no more than one day’s production or a maximum of 10,000m² for Type B Material. Lot size with no more than one days production or a maximum of 5000m2 for Type A1 & A2 Material. In case of Random level assessments of the surface measurements, the lot size shall be a maximum of 4000m².",,,,,,,
button,Has all of the above been completed and approved?,"Yes, No",,,,,,
label,Freq - Prior to start of works,,,,,,,
label,Key - R,,,,,,,
label,Resp - SE,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,
button,Lot map,"Yes,No,N/A",,,,,,
checkpoint-status,1.2 - Fill at Structures,,,,,,,
label,Ref docs - 1630-P200-SYM-GEO-DRG-1103 to 1105,,,,,,,
label,"Acceptance criteria - Material type is determined by reviewing the proximity of the fill layer to the future bridge abutment. As per the relevant drawings, fill may be Type B, A1 or A2 materials.",,,,,,,
button,Material type determined:,"Type B, Type A1, Type A2",,,,,,
label,Freq - Each Lot,,,,,,,
label,Key - H,,,,,,,
label,Resp - SE,,,,,,,
checkpoint-group,2.0 Set Out,,,,,,,
checkpoint-status,2.1 - Set Out Survey Completed,,,,,,,
label,Ref docs - VR Clause 204.03 (a) IFC Drawings,,,,,,,
label,Acceptance criteria - Set out pegs in place and clearly mark out limits of works as per IFC drawings.,,,,,,,
button,Has all of the above been completed and approved?,"Yes, No",,,,,,
label,Freq - Each Lot,,,,,,,
label,Key - R,,,,,,,
label,Resp - SE,,,,,,,
checkpoint-no-status,2.1.1 - Surveyor Report Reference,,,,,,,
button,Surveyor report reference,"Yes,No,N/A",,,,,,
checkpoint-group,3.0 Placement of Type B Material,,,,,,,
checkpoint-status,3.1 - Initial Testing,,,,,,,
label,Ref docs - 1630-P200-SYM-GEO-DRG-1004 VR Clause 204.04(c),,,,,,,
label,"Acceptance criteria - Type B: The material is to be meet the following requirements: CBR ≥ 3% Swell < 2.5% Friction Angle ≥ 37° If swell exceeds 2.5%, material shall be classified as expansive. Raise RFI and request approval from Superintendent to use material. Type A structural fill and Type B fill need to be tested to confirm they are able to meet the adopted shear strength parameters.",,,,,,,
label,Freq - Each Lot,,,,,,,
label,Key - R,,,,,,,
label,Resp - SE,,,,,,,
button,Remarks/record - NATA Test Report: CBR and Swell,"Yes, No",,,,,,
checkpoint-status,3.2 - Underlying Layer Conformance,,,,,,,
label,Ref docs - VR Clause 204.10(b) Construction Document,,,,,,,
label,"Acceptance criteria - No fill to be placed until the area has been reviewed by the Superintendent. Areas upon which fills are to be constructed shall be prepared for test rolling by the Contractor, Any unstable areas detected by test rolling shall be rectified. Note for 1st layer: After subgrade cut to the depths (or after in-situ stabilisation) nominated in Drawing Nos. 1630-P200-SYM-GEO-1102 to 1105 in Appendix A, or as required by DoT document Section 204, perform subgrade proof roll to assess stability. Results of proof roll to be provided to the Superintendent for review and approval in accordance with the requirements of DoT Section 204.",,,,,,,
button,Approval to proceed granted?,"Yes, No",,,,,,
label,Freq - Each Lot,,,,,,,
label,Key - H,,,,,,,
label,Resp - SE,,,,,,,
label,SI Key - H,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,3.3 - Placing Geotextiles (if applicable),,,,,,,
label,Ref docs - VR Clause 210.05 IFC Drawing,,,,,,,
label,"Acceptance criteria - The placement of geotextile is not permitted without the written approval of the Superintendent. Geotextile shall be placed to the limits as shown on drawings or specified. The geotextile shall be placed without punctures or tears and, if these occur, they shall be rectified or the entire roll of geotextile replaced prior to covering. Any rolls with imperfections shall not be used. All joints shall be overlapped or sewn in accordance with the Geotextile Record. Geotextiles shall be covered by filling within 48 hours of placement.",,,,,,,
button,Has all of the above been completed per standard and approved?,"Yes, No",,,,,,
label,Freq - Each Lot,,,,,,,
label,Key - H,,,,,,,
label,Resp - SE,,,,,,,
label,SI Key - H,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,3.4 - Placing of Fill,,,,,,,
label,Ref docs - VR Clause 204.10(d) 1630-P200-SYM-GEO-DPK-0001 5.4.2.2.4,,,,,,,
label,"Acceptance criteria - Spread and compact in layers not exceeding a compacted thickness of 200 mm. Where Type B material contains 25% or more of rock by volume, which will not break down during compaction to meet the maximum particle dimension required for a 200 mm thick layer, the loose thickness of each layer may equal 125% of the typical maximum particle dimension of the rock up to a maximum layer thickness of 500 mm. Any rock with a maximum particle dimension greater than 80% of the loose thickness of the layer shall be removed. The material shall be placed and compacted such that voids are completely filled with fine material. Type B material containing rock with a particle dimension greater than 150 mm after compaction shall not be placed within 400 mm of the top of Type B and/or Type C material zones. Placement of fill to full embankment height in lifts of no more than 2.6m per week where monitoring remains within acceptable limits. Hold filling while monitoring settlement and increase in pore pressures. Commence next lift of filling if the measured settlement and excess pore pressures are within acceptable limits.",,,,,,,
button,Has all of the above been completed per standard and approved?,"Yes, No",,,,,,
label,"Freq - Once, Each Lot",,,,,,,
label,Key - W,,,,,,,
label,Resp - SE,,,,,,,
button,Remarks/record - Verification Records: Layer Thickness at least every three layers,"Yes, No",,,,,,
checkpoint-status,3.5 - Keyed Fill Layers,,,,,,,
label,Ref docs - VR Clause 204.10(c) 204.10(d),,,,,,,
