type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Drainage Checklist,,,,,,Drainage Checklist
checkpoint,Is Pipe Sitting On Bedding ,,,,,,
checkpoint,Is Pipe Installed To Correct Falls On Plan,,,,,,
checkpoint,Has Pipe Been Photographed For Q + A,,,,,,
checkpoint,Is Pipe Free From Debree,,,,,,
checkpoint,Has Fines Been Installed On Top Of Pipe,,,,,,
,,,,,,,
checklist-flat,First Fix Checklist,,,,,,First Fix Checklist
checkpoint,Nogging For All Fixtures,,,,,,
checkpoint,Check Plan To Confirm Heights And Centres,,,,,,
checkpoint,"Check Water Hammer, Silicone Pipes ",,,,,,
checkpoint,Acoustic Lagging,,,,,,
checkpoint,Test All Pipework To 1500Kpa,,,,,,
,,,,,,,
checklist-flat,Hot Water Cylinder Checklist ,,,,,,Hot Water Cylinder Checklist 
checkpoint,Cold Feed With Isolator,,,,,,
checkpoint,Hot And Cold Installed,,,,,,
checkpoint,Tundish In ,,,,,,
checkpoint,Has Nogs Been Installed For Seismics,,,,,,
checkpoint,Correct Positioning & Heights,,,,,,
,,,,,,,
checklist-flat,Shower Checklist ,,,,,,Shower Checklist 
checkpoint,Mixer Sticking Out The Correct Length,,,,,,
checkpoint,Mixer Wingback Above 1700 To Prevent Backflow,,,,,,
,,,,,,,
checklist-flat,Toilet Checklist ,,,,,,Toilet Checklist 
checkpoint,Wingback Installed To Correct Height,,,,,,
checkpoint,Waste Installed Correct Distance From Wall,,,,,,
,,,,,,,
checklist-flat,Underslung Pvc,,,,,,Underslung Pvc
checkpoint,Pvc installed To Correct Gradient,,,,,,
checkpoint,Flood Tested (Add Photos Of Test),,,,,,
checkpoint,Take Photos Of Testing ,,,,,,
,,,,,,,
checklist-flat,Downpipes + Decks Checklist,,,,,,Downpipes + Decks Checklist
checkpoint,Flanges Installed,,,,,,
checkpoint,Domes Installed,,,,,,
checkpoint,All Through Installed,,,,,,
,,,,,,,
checklist-flat,Stacks + Vents Checklist,,,,,,Stacks + Vents Checklist
checkpoint,Inspection Junction Installed For Testing ,,,,,,
checkpoint,Pipe Labels Installed ,,,,,,
checkpoint,Mid Level Supports,,,,,,
checkpoint,Write On Test Cap Date Of Test ,,,,,,
,,,,,,,
checklist-flat,Acoustic Lagging Checklist ,,,,,,Acoustic Lagging Checklist 
checkpoint,Relevant Pipework Lagged,,,,,,
checkpoint,Lagging Tape Around Joints ,,,,,,
checkpoint,Blue Strapping And Buckles Every 1 Metre,,,,,,
checkpoint,Pipe Labels After Lagging ,,,,,,
,,,,,,,
checklist-flat,Stormwater Checklist,,,,,,Stormwater Checklist
checkpoint,Relevant Pipework Lagged,,,,,,
checkpoint,Lagging Tape Around Joints ,,,,,,
checkpoint,Blue Strapping And Buckles Every 1 Metre ,,,,,,
checkpoint,Pipe Labels After Lagging ,,,,,,
checkpoint,Pipe Tested For Leaks,,,,,,
,,,,,,,
checklist-flat,Pressure Testing Checklist ,,,,,,Pressure Testing Checklist 
checkpoint,Pump Up To 1500kpa Minimum ,,,,,,
checkpoint,Take Photos Of Testing ,,,,,,
