Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,
,checklist,ITP-171-STR-SSB-Post and Panel RW-Piling and Steel post installation Rev 1,itp,ITP-171-STR-SSB-Post and Panel RW-Piling and Steel post installation,,14f7f739-a33c-4452-8ac1-15630ee3ba65,
,section,Referenced Documentation,,,,,
,checkpoint,Referenced Documentation,,,,,
7140b100-c3b1-50ea-b735-c0492424df85,note,Document Title: ITP-171-STR-SSB-Post and Panel RW-Piling and Steel post installation,,,,,
b5a36515-3de6-5e8c-ae1e-b2892a1a5ebf,note,ITP Description: SSB-Post and Panel RW-Piling and Steel post installation,,,,,
bfe8b5c0-6076-5274-a11b-ad7af79a1567,note,Discipline (e.g. CIV/STR/RAIL): 171-STR,,,,,
9a8df709-cd89-54cc-888b-be5dd0701e25,note,Revision Number: 1,,,,,
1e009a7e-a356-519c-bf33-e8c053e4fd91,note,Revision Date: 29/05/2024,,,,,
0f5cfda5-14fd-5b2c-abf0-ea42f54a7330,note,ITP created by: Victor Mira,,,,,
8b1cf9bb-0759-5561-9116-6426a1d20906,note,ITP approved for use by: Victor Mira,,,,,
48cc6efc-4f72-5859-82c6-7b695ed73ad2,note,1.1 Non Dependent,,,,,
4b2d4d68-fab0-51bc-810f-107236c623bd,note,Reference: VicRoads Section VR 606 July 2017,,,,,
6c2c79bc-ef2f-5d5a-923b-d6b82acf0b94,note,1.2 Non Dependent,,,,,
49013930-edd6-5b87-a44e-43b0c31feb6e,note,Reference: VicRoads Section VR 610,,,,,
30599074-7c21-57cf-beb0-acde7295d50b,note,1.3 Non Dependent,,,,,
d93a748b-7a09-5f2f-ae68-c6ea4944dacb,note,Reference: VicRoads Section VR 611,,,,,
41fb889a-790c-5b44-9784-dc6274d29e67,note,1.4 Non Dependent,,,,,
9e4ae9a4-87fb-571e-afed-b3fa095a21be,note,Reference: AS2159-2009,,,,,
ec4378bf-7ffb-599d-b6ce-6b82e1d63c66,note,1.5 Non Dependent,,,,,
065a6145-00a0-52ed-9a66-5d77579908e5,note,Reference: VicRoads Section 630,,,,,
4dc4958b-dffb-58b4-b7d9-76e5399b4eb4,note,1.6 Non Dependent,,,,,
60d93e04-8a50-5224-a30f-3ff6741e5bb2,note,Reference: AS2159-2009,,,,,
,section,Preliminaries - Materials,,,,,
,checkpoint,2.1 Concrete Mix,,,,,
4d01fde1-df6c-5797-9959-97a486034266,note,REFERENCE: VR 610.07 Table VR 610.071,,,,,
ed0e169b-01b0-5258-b707-b41ac5f13377,note,– – – – – – – – – – – – – – – – –,,,,,
