Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Cable Tray Supports & Conduits,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Cable Tray Supports - Ground Floor,grouping,Cable Tray Supports - Ground Floor,,
,,Zone 6,,Zone 6,Ground Floor,Cable Tray Supports
,,Zone 10,,Zone 10,Ground Floor,Cable Tray Supports
,,Harris Farm,,Harris Farm,Ground Floor,Cable Tray Supports
,,Cable Tray Supports - Level 2,grouping,Cable Tray Supports - Level 2,,
,,Zone 10,,Zone 10,Level 2,Cable Tray Supports
,,Conduits - Ground Floor,grouping,Conduits - Ground Floor,,
,,Zone 6,,Zone 6,Ground Floor,Conduits
,,Zone 10,,Zone 10,Ground Floor,Conduits
,,Harris Farm,,Harris Farm,Ground Floor,Conduits
,,Conduits - Level 1,grouping,Conduits - Level 1,,
,,Zone 10,,Zone 10,Level 1,Conduits
,,Conduits - Level 2,grouping,Conduits - Level 2,,
,,Zone 10,,Zone 10,Level 2,Conduits
,Columns,,,,,
,,Tray Size Checked,,Tray Size Checked,,
,,Coordination Complete,,Coordination Complete,,
,,Supports Installed,,Supports Installed,,
,,Conduit Installed,,Conduit Installed,,
,,Fixed and Level,,Fixed and Level,,
,,Rod Supports Trimmed,,Rod Supports Trimmed,,
,,All Cuts Galvanised Coated,,All Cuts Galvanised Coated,,
,,Drawing Marked Up Date,,Drawing Marked Up Date,,
,,Conduit Size Checked,,Conduit Size Checked,,
,,Setout Checked and Deck Marked,,Setout Checked and Deck Marked,,
,,Conduit Glued (ü),,Conduit Glued (ü),,
,,Draw Wire Installed (ü),,Draw Wire Installed (ü),,
,,Inspected at concrete pour,,Inspected at concrete pour,,
,,Fixings and supports installed,,Fixings and supports installed,,
