type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Main Switchboards (Energised),,,,,Yes,Testing & Commissioning - Main Switchboards (Energised)
section,Phase Voltage Reading,,,,,,
checkpoint,Red - White,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Red - Blue,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,White - Blue,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Red - Neutral,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,White - Neutral,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Blue - Neutral,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Red - Earth,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,White - Earth,,,,,,
textbox,Voltage (V),,,,,,
checkpoint,Blue - Earth,,,,,,
textbox,Voltage (V),,,,,,
section,Phase Rotation,,,,,,
checkpoint-no-status,Direction,,,,,,
button,Direction:,"Clockwise,Anti-Clockwise",,,,,
holdpoint,Checked By (Heyday):,,,,,,
