type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,"ITP-289-CIV-ADL-Heavy Duty Vehicle Crossing, Shared Use Path and Footpath",itp,,,,,"ITP-289-CIV-ADL-Heavy Duty Vehicle Crossing, Shared Use Path and Footpath Rev 0",
section,1. Referenced Documentation,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,
label,Document Title: ITP-286-CIV- ADL-Unbound Flexible Pavement-Scale C,,,,,,,
label,ITP Description: ADL-Unbound Flexible Pavement-Scale C,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 286-CIV-,,,,,,,
label,Revision Number: 0,,,,,,,
label,Revision Date: 20/06/2025,,,,,,,
label,ITP created by: Abhi Patil,,,,,,,
label,ITP approved for use by: Aldrin Guinchoma,,,,,,,
label,1.1 - Non Dependent,,,,,,,
label,Reference - VicRoads Section 304 August 2013,,,,,,,
label,1.2 - Non Dependent,,,,,,,
label,Reference - VicRoads Section 703 April 2019,,,,,,,
label,1.3 - Non Dependent,,,,,,,
label,"Reference - Council IDM SD 250, IDM SD 236, IDM SD 205",,,,,,,
label,1.4 - Non Dependent,,,,,,,
label,Reference - AS 1379-2007,,,,,,,
label,1.5 - Non Dependent,,,,,,,
label,Reference - VicRoads Section 812 July 2016,,,,,,,
label,1.6 - Non Dependent,,,,,,,
label,Reference - IFC Drawings: MRP-120-C-SME-DRG-12-NPT-CPT-0012,,,,,,,
section,2. Preliminaries - Materials,,,,,,,
checkpoint,2.1 - Bedding Material Placement & Compaction,,,,,,,
label,Reference - IFC Drawings: MRP-120-C-SME-DRG-12-NPT-CPT-0012,,,,,,,
label,"○ 812.04, 703.21",,,,,,,
label,Acceptance Criteria - Footpaths: SIZE 20mm CLASS 3 CRUSHED ROCK,,,,,,,
label,○ Material is registered with VicRoads in accordance with Code of Practice RC500.02.3,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - Concrete Mix,,,,,,,
label,Reference - IFC Drawings: MRP-120-C-SME-DRG-12-NPT-CPT-0012,,,,,,,
label,"○ 703.05 (a), 703.07",,,,,,,
label,"Acceptance Criteria - Concrete mix meets strength, grade, and maximum aggregate size as detailed on the drawings:",,,,,,,
label,○ Heavy Duty Vehicle Crossing (PA1):,,,,,,,
label, — Concrete Strength: 32Mpa,,,,,,,
label,○ Shared Use Path (F1):,,,,,,,
label, — Concrete Strength: 32MPa,,,,,,,
label, — Min 30% SCM,,,,,,,
label,○ Footpath (F2),,,,,,,
label, — Concrete Strength: 32MPa,,,,,,,
label, — Min 30% SCM,,,,,,,
label, — Macro-Synthetic Fibre Reinforced Concrete can be used in lieu of steel reinforcing path given council approval,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.3 - Reinforcement,,,,,,,
label,Reference - IFC Drawings,,,,,,,
label, — MRP-120-C-SME-DRG-12-NPT-CPT-0012,,,,,,,
label, — 703.16,,,,,,,
