Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Bathroom Checklist,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Block A,grouping,Block A,,
,,Unit 1,expanded,Unit 1,Block A,Site QA
,,Unit 2,expanded,Unit 2,Block A,Site QA
,,Unit 2.1,expanded,Unit 2.1,Block A,Site QA
,,Unit 3,expanded,Unit 3,Block A,Site QA
,,Unit 4,expanded,Unit 4,Block A,Site QA
,,Unit 5,expanded,Unit 5,Block A,Site QA
,,Unit 6,expanded,Unit 6,Block A,Site QA
,,Unit 7,expanded,Unit 7,Block A,Site QA
,,Unit 8,expanded,Unit 8,Block A,Site QA
,,Unit 9,expanded,Unit 9,Block A,Site QA
,,Unit 10,expanded,Unit 10,Block A,Site QA
,,Unit 11,expanded,Unit 11,Block A,Site QA
,,Unit 12,expanded,Unit 12,Block A,Site QA
,,Block B,grouping,Block B,,
,,Unit 13,expanded,Unit 13,Block B,Site QA
,,Unit 14,expanded,Unit 14,Block B,Site QA
,,Unit 14.1,expanded,Unit 14.1,Block B,Site QA
,,Unit 15,expanded,Unit 15,Block B,Site QA
,,Unit 16,expanded,Unit 16,Block B,Site QA
,,Unit 17,expanded,Unit 17,Block B,Site QA
,,Unit 18,expanded,Unit 18,Block B,Site QA
,,Unit 19,expanded,Unit 19,Block B,Site QA
,,Block C,grouping,Block C,,
,,Unit 20,expanded,Unit 20,Block C,Site QA
,,Unit 20.1,expanded,Unit 20.1,Block C,Site QA
,,Unit 21,expanded,Unit 21,Block C,Site QA
,,Unit 21.1,expanded,Unit 21.1,Block C,Site QA
,,Unit 22,expanded,Unit 22,Block C,Site QA
,,Unit 23,expanded,Unit 23,Block C,Site QA
,,Unit 24,expanded,Unit 24,Block C,Site QA
,,Unit 25,expanded,Unit 25,Block C,Site QA
,,Unit 26,expanded,Unit 26,Block C,Site QA
,,Unit 27,expanded,Unit 27,Block C,Site QA
,,Unit 28,expanded,Unit 28,Block C,Site QA
,,Unit 29,expanded,Unit 29,Block C,Site QA
,,Unit 30,expanded,Unit 30,Block C,Site QA
,,Unit 31,expanded,Unit 31,Block C,Site QA
,,Block D,grouping,Block D,,
,,Unit 32,expanded,Unit 32,Block D,Site QA
,,Unit 33,expanded,Unit 33,Block D,Site QA
,,Unit 34,expanded,Unit 34,Block D,Site QA
,,Unit 35,expanded,Unit 35,Block D,Site QA
,,Unit 35.1,expanded,Unit 35.1,Block D,Site QA
,,Unit 36,expanded,Unit 36,Block D,Site QA
,,Unit 36.1,expanded,Unit 36.1,Block D,Site QA
,,Unit 37,expanded,Unit 37,Block D,Site QA
,,Unit 37.1,expanded,Unit 37.1,Block D,Site QA
,,Unit 38,expanded,Unit 38,Block D,Site QA
,,Unit 38.1,expanded,Unit 38.1,Block D,Site QA
,,Unit 39,expanded,Unit 39,Block D,Site QA
,,Unit 39.1,expanded,Unit 39.1,Block D,Site QA
,,Unit 40,expanded,Unit 40,Block D,Site QA
,,Block E,grouping,Block E,,
,,Unit 41,expanded,Unit 41,Block E,Site QA
,,Unit 42,expanded,Unit 42,Block E,Site QA
,,Unit 42.1,expanded,Unit 42.1,Block E,Site QA
,,Unit 43,expanded,Unit 43,Block E,Site QA
,,Unit 44,expanded,Unit 44,Block E,Site QA
,,Unit 45,expanded,Unit 45,Block E,Site QA
,,Unit 46,expanded,Unit 46,Block E,Site QA
,,Unit 47,expanded,Unit 47,Block E,Site QA
,,Unit 47.1,expanded,Unit 47.1,Block E,Site QA
,,Unit 48,expanded,Unit 48,Block E,Site QA
,,Unit 48.1,expanded,Unit 48.1,Block E,Site QA
,,Unit 49,expanded,Unit 49,Block E,Site QA
,,Unit 50,expanded,Unit 50,Block E,Site QA
,,Unit 51,expanded,Unit 51,Block E,Site QA
,Columns,,,,,
,,Substrate inspection,,Substrate inspection,,
,,Showerbase screed,,Showerbase screed,,
,,Waterproofing,,Waterproofing,,
,,Tiling,,Tiling,,
,,Grout and silicone,,Grout and silicone,,
,,Completion,,Completion,,
