Id,Type,Name,Values,Prompting Name,Resource Id
,checklist-flat,Commission Hot Water Generating Plant,,Commission Hot Water Generating Plant,2dca079c-b3e2-4754-ac09-2465054c8ad6
,checkpoint,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,Hot Water Plant Details:,,,
e1ef533c-3093-5674-b94f-30e30f1af616,textbox,Type:,,,
49a47a5c-1402-5e8b-bd05-b8627cc7ee30,dropdown,,"Bulk Gas Hot Water Plant,Bulk Gas Warm Water Plant,Elec Commercial Heat Pump,Elec Domestic Heat Pump,Gas Instantaneous Domestic,Elec Domestic Storage,Gas Domestic Storage,Other",,
3b98ff17-ccf1-5272-8676-94e11e6aafba,textbox,Solar Preheat:,,,
de16c7ee-2132-5f2b-bb1b-595b5cd31bc6,dropdown,,"Yes,No",,
,checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,
,checkpoint,Check isolation valves are fully open & non-return valves flow direction,,,
,checkpoint,Check water filters are clean,,,
,checkpoint,Check gas supply,,,
,checkpoint,Check circulating pumps,,,
,checkpoint,Check flue system & operation,,,
,checkpoint,Check system auto start,,,
,checkpoint,Check flow & return temperatures,,,
,checkpoint,Check control panel display,,,
,checkpoint,Check programmed set points,,,
,checkpoint,Check BMS connection,,,
,checkpoint,Provide the suppliers commissioning report & all plant documentation to this checkpoint,,,
,,,,,
,checklist-flat,Installation Gas Service (Mains/Risers),,Installation Gas Service (Mains/Risers),4699707d-ac04-4cbf-9008-d7292e483e01
,checkpoint,"IMPORTANT USER NOTES: If you think this task should be a variation or is additional works, mark this checkpoint as 'FAIL' and add comment or photo. If not, mark as 'N/A'. You must still action all the following checkpoints as either PASS, FAIL or N/A. Only FAIL a checkpoint after reporting the defect to Site Management for approval.",,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,
,checkpoint,Check materials & joining methods,,,
,checkpoint,Check crimp fittings & joints,,,
,checkpoint,Check for cross connections,,,
,checkpoint,Check alignments & levels,,,
,checkpoint,"Check pipe clips, hangers & fixings for correct size, spacing & pipe separation",,,
,checkpoint,"Check isolation valves, pressure regulators, meter assemblies, connections,etc",,,
,checkpoint,Check pipework is clear of debris,,,
,checkpoint,Check open ends are sealed,,,
,checkpoint,Check pipe colour coding,,,
,checkpoint,Check pipe labelling,,,
,checkpoint,Check floor/wall penetration fire proofing,,,
,,,,,
,checklist-flat,Installation Hot Water Plant/Unit,,Installation Hot Water Plant/Unit,52d49ede-27f7-4b11-bca0-62eab6067977
,checkpoint,"IMPORTANT USER NOTES: If you think this task should be a variation or is additional works, mark this checkpoint as 'FAIL' and add comment or photo. If not, mark as 'N/A'. You must still action all the following checkpoints as either PASS, FAIL or N/A. Only FAIL a checkpoint after reporting the defect to Site Management for approval.",,,
,checkpoint,"Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4, &/or AS/NZS 5601.1 (2022)",,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,
,checkpoint,Check materials & joining methods,,,
,checkpoint,Check level & alignment,,,
,checkpoint,"Check all pipework, isolation valves, non-return valves, pressure reduction valves, water filters & connections, etc",,,
,checkpoint,Check bold-down & fixing points are secure,,,
,checkpoint,Check cable conduits,,,
,checkpoint,Check thermal pipe lagging,,,
,checkpoint,"Check PTR valve, safe tray & drainage",,,
,checkpoint,Check flexible connections are not twisted or kinked,,,
,checkpoint,Check solar panels & mounting brackets,,,
,checkpoint,Check solar connecting pipework & fittings,,,
,checkpoint,Check circulation pump installation,,,
,checkpoint,Check installation of flue system if applicable,,,
,checkpoint,Check control panel is installed,,,
,checkpoint,Check power & data cables are run to the control panel,,,
,checkpoint,Check electrical power is available,,,
,checkpoint,Check BMS connection is available,,,
,,,,,
,,,,,
,checklist-flat,Commission Fixture Group,,Commission Fixture Group,73854fa9-002e-4ab1-a4e3-2662d90b25ee
,checkpoint,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,"Thoroughly check all pipework, fittings, connections, etc for damage or water leaks",,,
,checkpoint,Check for any damage or missing components,,,
,checkpoint,Check level & alignment of all fixtures & tapware,,,
,checkpoint,"Check all fixtures, tapware & components are securely fixed",,,
,checkpoint,Check all mini-stops and valves are fully open,,,
,checkpoint,Check all pressure reduction & non-return valves,,,
,checkpoint,Check all flexible connections are not twisted or kinked,,,
,checkpoint,Check for water for cross connections,,,
,checkpoint,Check fixture wastes & connections,,,
,checkpoint,Check dishwasher drain hose is looped hard-up under bench-top,,,
,checkpoint,Check pipework & all traps are clear of debris,,,
,checkpoint,Check AAV is installed hard-up under bench-top,,,
,checkpoint,Check future connection water valves are securely capped (fridge/washing machine stops),,,
,checkpoint,Check all hot water units are functioning correctly,,,
,checkpoint,Check solar collectors are fitted & securely fixed,,,
,checkpoint,Check solar circulation pump is functioning correctly,,,
,checkpoint,Check TV do not exceed 50°C,,,
,checkpoint,Check TMV do not exceed 45°C,,,
,checkpoint,Check dishwasher function through short cycle,,,
,checkpoint,Check gas valves & regulators,,,
,checkpoint,Check gas flame stop device,,,
,checkpoint,Check all gas burner functions,,,
,checkpoint,Check balcony hose tap is securely fixed,,,
,checkpoint,Check balcony floor grate is clear,,,
,checkpoint,Check all downpipes & overflows are fitted correctly,,,
,checkpoint,Check all vents are finished & weather proofed,,,
,checkpoint,Check all fixtures & tapware function correctly,,,
,checkpoint,Confirm area has been left clean,,,
,,,,,
,,,,,
,checklist-flat,Fit-off Gas Appliance,,Fit-off Gas Appliance,8b56bab1-c226-4bda-b103-5b702129d3b1
,checkpoint,"IMPORTANT USER NOTES: If you think this task should be a variation or is additional works, mark this checkpoint as 'FAIL' and add comment or photo. If not, mark as 'N/A'. You must still action all the following checkpoints as either PASS, FAIL or N/A. Only FAIL a checkpoint after reporting the defect to Site Management for approval.",,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,
,checkpoint,Check fixing points are secure,,,
,checkpoint,Check level & alignment is correct,,,
,checkpoint,Check surrounding wall material is fire rated,,,
,checkpoint,Check distance from cook-top to range hood complies with manufacturer specification,,,
,checkpoint,Check surrounding walls to closest burner distance complies with manufacturer specification,,,
,checkpoint,Check flexible connections are not twisted or kinked,,,
,checkpoint,Check gas isolation valve,,,
,checkpoint,Check gas pressure regulator,,,
,checkpoint,Check flame failure device,,,
,checkpoint,Check all functions & controls for correct operation,,,
,,,,,
,,,,,
,checklist-flat,Testing Gas Pipework,,Testing Gas Pipework,975e5a06-47dd-438d-8a89-8f238a77b5d5
