Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
30/04/2025,,,,,,
,Scope,,,,,
,Rows,,,,,
,,30/04/2025,dynamic,Element,30/04/2025,
,Columns,,,,,
,,Reinf. Cage Inspection (Sec.Welding) - Cage Length (+/- 50mm),Cage Length (+/- 50mm),Cage inspection details,Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Size,Size,Pole Cap,Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - 4No. Welds,4No. Welds,Pole Cap,Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Seated Square (+/- 2mm),Seated Square (+/- 2mm),Pole Cap,Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Correct Type & Number of Studs ,,Correct Type & Number of Studs ,Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Tubes & Hole Formers (±3 mm),- Tubes & Hole Formers (±3 mm),"CORRECT NUMBER, LOCATION, DEPTH & ORIENTATION OF FITTINGS (record amount visually inspected)",Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Earths (+/-10 mm),- Earths (+/-10 mm),"CORRECT NUMBER, LOCATION, DEPTH & ORIENTATION OF FITTINGS (record amount visually inspected)",Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Steps (+/-10 mm),- Steps (+/-10 mm),"CORRECT NUMBER, LOCATION, DEPTH & ORIENTATION OF FITTINGS (record amount visually inspected)",Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Others (+/-10 mm),- Others (+/-10 mm),"CORRECT NUMBER, LOCATION, DEPTH & ORIENTATION OF FITTINGS (record amount visually inspected)",Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - Splice Wires (+/- 0mm),- Splice Wires (+/- 0mm),"CORRECT NUMBER, LOCATION, DEPTH & ORIENTATION OF FITTINGS (record amount visually inspected)",Reinforcement Cage Inspection (Secondary Welding),
,,Reinf. Cage Inspection (Sec.Welding) - FWB (+/- 0mm),FWB (+/- 0mm),"CORRECT NUMBER, LOCATION, DEPTH & ORIENTATION OF FITTINGS (record amount visually inspected)",Reinforcement Cage Inspection (Secondary Welding),
