Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Site QA,grouping,Site QA,,
,,Level 4,expanded,Level 4,Site QA,
,,Level 5,expanded,Level 5,Site QA,
,,Level 6,expanded,Level 6,Site QA,
,Columns,,,,,
,,North Elevation,,North Elevation,,
,,West Elevation,,West Elevation,,
,,South Elevation,,South Elevation,,
,,East Elevation,,East Elevation,,
,,,,,,
Structural Opening Handover Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Site QA,grouping,Site QA,,
,,Level 4,grouping,Level 4,,
,,North Elevation,expanded,North Elevation,Level 4,Site QA
,,West Elevation,expanded,West Elevation,Level 4,Site QA
,,South Elevation,expanded,South Elevation,Level 4,Site QA
,,East Elevation,expanded,East Elevation,Level 4,Site QA
,,Level 5,grouping,Level 5,,
,,North Elevation,expanded,North Elevation,Level 4,Site QA
,,West Elevation,expanded,West Elevation,Level 4,Site QA
,,South Elevation,expanded,South Elevation,Level 4,Site QA
,,East Elevation,expanded,East Elevation,Level 4,Site QA
,,Level 6,grouping,Level 6,,
,,North Elevation,expanded,North Elevation,Level 4,Site QA
,,West Elevation,expanded,West Elevation,Level 4,Site QA
,,South Elevation,expanded,South Elevation,Level 4,Site QA
,,East Elevation,expanded,East Elevation,Level 4,Site QA
,Columns,,,,,
,,Access to the floor/s?,,Access to the floor/s?,,
,,Handrails / Edge Protection/s?,,Handrails / Edge Protection/s?,,
,,Safety Line?,,Safety Line?,,
,,Are concrete/opening surfaces clear for work?,,Are concrete/opening surfaces clear for work?,,
,,Surface Preparation (Inc. Vapor Shield & Waterproofing)?,,Surface Preparation (Inc. Vapor Shield and Waterproofing)?,,
,,Electricity/Power Supply / Lights (1-Phase and/or 3-Phase)?,,Electricity/Power Supply / Lights (1-Phase and/or 3-Phase)?,,
,,Access provided?,,Access provided?,,
,,Gridlines visible & accessible (datum marked & confirmed)?,,Are gridlines visible and accessible (datum marked and confirmed)?,,
,,Structure complete & built as per approved Shop Drawing?,,Structure complete and built as per approved Shop Drawing?,,
,,Structural fagade opening within tolerance?,,Structural fagade opening within tolerance (+/- 10mm total in each direction)?,,
,,Floor slabs pan tolerance max. +/- 20mm over building height?,,Floor slabs pan tolerance max. +/- 20mm over the height of the building?,,
,,Any opening not handover at this level/elevation?,,Has there been any opening not handover at this level/elevation?,,
,,Handover,,Handover,,
,,,,,,
Sill Flashing/Sill Tray/Seismic Head Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Site QA,grouping,Site QA,,
,,Level 4,grouping,Level 4,,
,,North Elevation,expanded,North Elevation,Level 4,Site QA
,,West Elevation,expanded,West Elevation,Level 4,Site QA
,,South Elevation,expanded,South Elevation,Level 4,Site QA
,,East Elevation,expanded,East Elevation,Level 4,Site QA
,,Level 5,grouping,Level 5,,
,,North Elevation,expanded,North Elevation,Level 4,Site QA
,,West Elevation,expanded,West Elevation,Level 4,Site QA
,,South Elevation,expanded,South Elevation,Level 4,Site QA
,,East Elevation,expanded,East Elevation,Level 4,Site QA
,,Level 6,grouping,Level 6,,
,,North Elevation,expanded,North Elevation,Level 4,Site QA
,,West Elevation,expanded,West Elevation,Level 4,Site QA
,,South Elevation,expanded,South Elevation,Level 4,Site QA
,,East Elevation,expanded,East Elevation,Level 4,Site QA
,Columns,,,,,
,,Sill flashing install,,Sill flashing install.,,
,,Sill tray install in the correct RL & GL,,Sill tray install in the correct RL & GL,,
,,"Drainage slots / Weep holes do not block, clear &correct",,"Drainage slots / Weep holes do not block, clear, and correct.",,
,,Aluminum surface cleaned & applied with primer prior to sealant works,,Aluminum surface cleaned and applied with primer prior to sealant works.,,
,,Rear splices installed/seal complete/bed sealed to gutter/fillet sealed,,"The number of rear splices installed correctly, seal complete, bed sealed to the gutter, and fillet sealed at the end",,
,,Front splice installed/seal complete/bed sealed to gutter/fillet sealed,,"Front splice installed, seal complete, bed sealed to the gutter, and fillet sealed at the end.",,
