"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"47bbc3c2-c416-47c0-a677-264c4e3f3ed2/2","checklist-flat","Add Fire Penetration Checklist","","Fire Penetration:",,,0,"940b6508-511e-48e5-811a-21acb8780d51"
"3ceb5017-f665-4a7b-ad4d-bfc7b19b195f","checkpoint","Treatment Type",,,,,,
"79b1a475-a9f3-576f-8479-28beda087851","dropdown","Treatment Type:","A1,A2,B,C,D,E,F,G,H1,H2,H3,J,K,M,N1,N2,O,P,Q,R,S,T,V",,,,,
"22d3ae07-2155-4a62-9d46-44bbe6bcc986","checkpoint","Photo of penetration and sticker must be taken",,,,,,
"1053f95e-28eb-5176-9568-0b74aeec1e72","textbox","Installed by:",,,,,,
"4d560f5c-5d42-5ad1-8354-e5d79725cae9","textbox","Comments / Reasons why cannot complete:",,,,,,

"255cc89c-95d3-4852-a80c-e86bd590611e/2","checklist-flat","Add Project Photos","","Project Photos",,,176,"a0a1917c-763d-4956-b389-2f4ab6421970"
"a3a0ad49-43f8-4aaf-9c05-ceb526906524","checkpoint","Attach Photos and Comments",,,,,,

"dc780dec-221d-42ab-9a60-ca83b88eba54/1","checklist","Backflow Test Report","","Backflow Test Report",,,21,"75435609-6f4a-4aad-86b8-db6dec38af18"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"72ce784b-a72e-4c5e-9bb3-e43f30a09502","checkpoint","Description of property or vehicle",,,,,,
"f5c6a856-f844-59f6-97a0-720e09fd1a2c","note","The description must identify all land or vehicles covered in the application",,,,,,
"917b91fb-efe7-59cf-84ca-c158a0d85d42","textbox","Street address (number, street, suburb and postcode)",,,,,,
"59f0b3f5-d4d9-5105-a188-d9e3efff7c4b","textbox","Water authority property service / installation number",,,,,,
"52c3379f-4af8-5b41-957c-d11299e28715","textbox","Water meter number",,,,,,
"60e8f9e0-d586-41ac-8e93-db7c9a5bd4a0","checkpoint","Type of test",,,,,,
"8c52b20b-90ef-579a-af12-b447e50a1977","tickbox","Commissioning of new device",,,,,,
"2a886bef-76f1-5638-8fff-5a35ea760759","tickbox","Replacement",,,,,,
"71143247-bf7d-560b-9456-ecb495fa5d44","tickbox","Annual",,,,,,
"e9760a4b-a377-5f16-845c-0bda0ceb2cc7","tickbox","Repairs",,,,,,
"b8d0cd52-4146-5502-be10-7d720d251cce","tickbox","Decommission",,,,,,
"c3d75610-ad20-42a1-8fc0-ce7cc736731a","checkpoint","Backflow prevention device location",,,,,,
"37eb3f4d-a2e2-51a9-bbe2-7c39ed1d9923","textbox","Location of device (eg: Northwest side of building @ FHR external)",,,,,,
"becca536-b89b-5315-9206-023d84a59e64","textbox","Mains pressure (kPa)",,,,,,
"3d9d44e2-f5df-56ed-b20f-c62d7fd7ceba","textbox","Time and date of test",,,,,,
"50270579-661c-475a-af67-d7fabbfaa486","checkpoint","Main device",,,,,,
"d7258235-40d2-5ae8-85c8-a047189645ab","tickbox","RPZD (E)",,,,,,
"44c228a9-2e53-5ac5-982d-3baf21d286c3","tickbox","DCV (F)",,,,,,
"f9d8ecca-2b8f-54ea-86c5-1d9073aef899","tickbox","SCVT (I)",,,,,,
"4b4c6023-8271-5cba-b5bb-f126febb8ac4","tickbox","Containment",,,,,,
"9b10c19f-fdc6-5dbc-b7fc-2f058e30c185","tickbox","Zone",,,,,,
"ef2ed69d-f7e4-58da-a795-5fc9f2571106","tickbox","Individual",,,,,,
"33607420-d6b5-5fae-846f-efdd7209c502","textbox","Make",,,,,,
"8ddd54ca-cebe-5bbb-bd1d-1e6b2465afa2","textbox","Size mm",,,,,,
"e6cdb67e-0a16-5c01-b5cf-4bfbbfa8f787","textbox","Model",,,,,,
"f3c15890-4084-55e3-af31-8f383b186ec7","textbox","Serial number",,,,,,
"9deba725-df68-5006-9c75-d25aeccd6bc9","button","Cleaned strainer","Yes,No,N/A",,,,,
"962b53d0-4f42-5950-9c28-a23cbbf39052","button","Upstream IV","Leaked,Tight",,,,,
"b6d2a666-b70b-5c14-8c56-5b5451333a26","button","Downstream IV","Leaked,Tight",,,,,
"f911a729-426a-5e2b-a2dd-576696a3ddb8","textbox","Check valve #1 (kPa)",,,,,,
"3af2721f-667d-5538-9597-cfb861fb5740","textbox","Check valve #2 (kPa)",,,,,,
"0f96f684-c525-5ef1-ad18-40ee9b2d687b","textbox","Relief valve opened",,,,,,
"b3e4f25e-9445-4e9b-9a94-1299c279fe31","checkpoint","Device installation notes",,,,,,
"02288da3-4c8c-5e46-89f8-ad7cbdcc3669","button","Isolating padlocks installed","Yes,No",,,,,
"4f74ba74-9876-5e11-bd6a-83add62d1462","button","Installation complies with AS/NZS 3500.1","Yes,No",,,,,
"f1941052-a7e9-4906-88cc-1f25f0ac5a4e","checkpoint","Test kit",,,,,,
"d1395bee-67de-55de-b65c-5e8a15c05a4b","textbox","Test kit serial number",,,,,,
"c33b3606-c315-5845-97e0-adf92e4fa687","date","Date last calibrated",,,,,,
"d23d159f-499c-456e-b85d-5bd846e2e7d9","checkpoint","Authorised testers details",,,,,,
"a72531a7-091b-5bd7-b74c-f646638bc4df","textbox","Testers name",,,,,,
"48c711fd-c5c8-5cf8-9042-5113fb8db062","textbox","Registration licence number",,,,,,
"494ef4af-5316-5259-a8de-26e54dab12c9","textbox","Phone number",,,,,,
"57466cc8-1d2f-43cb-94a3-4d1857c2a940","checkpoint-no-value","Licence person",,,,,,
"97ddc5e4-63b4-5e97-a6d4-1c91d346314d","note","Full company name - Geschke plumbing",,,,,,
"08315b01-c63d-58bc-a8de-fe868eb0be86","note","Licensed tester name – David Geschke",,,,,,
"a833e5dd-1674-53f5-89c3-a6a7de983a54","note","Licence number -50043",,,,,,
"8142ce24-cacf-4225-8c39-75be077df6d7","checkpoint","I hereby state that the information provided in this form is a true and accurate record. I have tested the above device/s in accordance with AS/NZS 2845.3:2020",,,,,,
"3ce47e01-5c70-548a-9cf7-8b2da13d3bbd","note","Note: Failed devices must be repaired and retested within 20 business days as per the Water (Estimation, Supply and Sewerage) Regulation 2014.",,,,,,
"b6ba8f6b-da91-5e66-80ce-587f599c12be","textbox","Signature licenced plumber",,,,,,
"18c84e08-44c0-59e4-bbb0-4c57d2fab358","date","Date",,,,,,
"49bb3de3-760c-5471-beec-5de0521f239b","textbox","Signature tester",,,,,,
"91e41a9c-7806-5ec3-b63b-e0b874c27c9a","date","Date",,,,,,

"72644a6c-34e1-530c-a7e8-5351e29f25a3/2","checklist","Backflow Test Report Water Authority Approved","","Backflow Test Report",,,0,"a70d30b6-d859-4b46-a45f-343af06bb8c8"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"585974c6-02cb-514b-9e87-5b7ac108700e","checkpoint","Description of property or vehicle",,,,,,
"91e79822-8dde-5aaa-81f9-ad08e78269e1","note","The description must identify all land or vehicles covered in the application",,,,,,
"d284e6b4-f929-58b8-94d5-0b328a9cf63d","textbox","Street address (number, street, suburb and postcode)",,,,,,
"4a848919-0a0e-541f-a59c-c2625acc7dab","textbox","Water authority property service / installation number",,,,,,
"9dc5fb52-17c2-530c-a000-50835cf81245","textbox","Water meter number",,,,,,
"eb7d2055-3881-5790-b5ce-e9490cc3e55d","checkpoint","Type of test",,,,,,
"38a9d5f6-b05a-5498-98c5-4bce9616c23c","tickbox","Commissioning of new device",,,,,,
"8815a749-aa74-5e87-ab81-c49f5d75a947","tickbox","Replacement",,,,,,
"1abf7be1-a725-53fe-86df-cd47f8d1769d","tickbox","Annual",,,,,,
"8d5f7a6e-e223-5aec-9068-1f6429463172","tickbox","Repairs",,,,,,
"eabc2bab-5633-5361-806d-02a5912b0381","tickbox","Decommission",,,,,,
"b0097003-182e-5bee-9086-d9aecfce067d","checkpoint","Backflow prevention device location",,,,,,
"dabf55fa-a50b-5e34-aa0f-f1178dd403b7","textbox","Location of device (eg: Northwest side of building @ FHR external)",,,,,,
"0f7e2599-45b6-5ae7-aeff-a9e32a79ea55","textbox","Mains pressure (kPa)",,,,,,
"167cc3d1-a150-5625-91b7-98a2ff866f98","textbox","Time and date of test",,,,,,
"195a525d-2640-51ef-86c4-48fc1bd7b51f","checkpoint","Main device",,,,,,
"3f607054-57b2-56fd-b5a3-bdd681f9125b","tickbox","RPZD (E)",,,,,,
"4451b81e-49c5-5893-a754-f1aabfbea05a","tickbox","DCV (F)",,,,,,
"62c14501-fdb5-5157-8ba8-a68b3c58c61c","tickbox","SCVT (I)",,,,,,
"4184f236-50c4-5177-9856-70f36e54b629","tickbox","Containment",,,,,,
"279b225c-e44e-5aa9-a574-3ca1b344a48e","tickbox","Zone",,,,,,
"8eed17e7-55b9-5e08-bab3-9e3a37d050e4","tickbox","Individual",,,,,,
"c9db3a6a-76e1-5823-bf3f-a52d6a8e51d2","textbox","Make",,,,,,
"9457a020-8737-57ff-858b-75daf7e11cfe","textbox","Size mm",,,,,,
"7b3015ab-e9e0-5035-9c59-7fb0cbf10929","textbox","Model",,,,,,
"09e8e5b3-85e2-53c5-885b-451cc7ba6d26","textbox","Serial number",,,,,,
"a2a6c3c8-2301-5317-91a1-aae5b5896c45","button","Cleaned strainer","Yes,No,N/A",,,,,
"58b40ab6-c938-530b-bc7b-d08afedd0d60","button","Upstream IV","Leaked,Tight",,,,,
"e1b28486-56bd-59ee-aa85-4ce4c68719a8","button","Downstream IV","Leaked,Tight",,,,,
"037c66ea-b7d8-5f7f-9602-7acb9d67cae9","textbox","Check valve #1 (kPa)",,,,,,
"5ebdaeaf-8ef3-52ef-ba56-5233fb655e6f","textbox","Check valve #2 (kPa)",,,,,,
"afc60cf1-7e69-554c-a659-1b74fa1489e5","textbox","Relief valve opened",,,,,,
"0cba4129-b150-5f77-a2f5-6454677b69d6","checkpoint","Device installation notes",,,,,,
"fdd1c243-3089-52b3-af5c-90b48c74adfa","button","Isolating padlocks installed","Yes,No",,,,,
"0344672a-becd-5883-9173-5ac4205d9314","button","Installation complies with AS/NZS 3500.1","Yes,No",,,,,
"4c6f0025-e719-525b-81ac-ef265d68a9e7","checkpoint","Test kit",,,,,,
"ae15db3e-6952-5cef-95d1-8ada9b262ca1","textbox","Test kit serial number",,,,,,
"aadc8d9f-7ee3-56a0-9656-caa41158d9ca","date","Date last calibrated",,,,,,
"b65a095e-ac93-52c6-b0db-1e184e5966f0","checkpoint","Authorised testers details",,,,,,
"10c31868-8c42-5421-8cd4-4a74de251d0d","textbox","Testers name",,,,,,
"d5dcd8c6-8dcd-5d91-996f-dfc18faf8517","textbox","Registration licence number",,,,,,
"a93227d5-1a19-5a17-88a6-a5daeab6485d","textbox","Phone number",,,,,,
"3d9483e0-efb8-5e50-ad56-69f06fa15b7b","checkpoint-no-value","Licence person",,,,,,
"bdc0c5c3-19f3-57aa-8610-ec2e6d576a0a","note","Full company name - Geschke plumbing",,,,,,
"10d62ae7-66af-5714-bd04-14174f6d98d4","note","Licensed tester name – David Geschke",,,,,,
"01ba6182-b263-5b04-ba70-d2c8917ea205","note","Licence number -50043",,,,,,
"53a86f34-72bb-5c37-a036-58be8b5e2241","checkpoint","I hereby state that the information provided in this form is a true and accurate record. I have tested the above device/s in accordance with AS/NZS 2845.3:2020",,,,,,
"fffa76eb-8043-5d23-b241-64d19d311e66","note","Note: Failed devices must be repaired and retested within 20 business days as per the Water (Estimation, Supply and Sewerage) Regulation 2014.",,,,,,
"293ff535-4f83-5dac-b044-caeb4ce197e8","textbox","Signature licenced plumber",,,,,,
"7419f545-15ef-5d6c-b003-dab505d3db76","date","Date",,,,,,
"e73241f0-0943-57bb-8c1c-35dd4ee1589d","textbox","Signature tester",,,,,,
"b8763db2-dd2a-5dee-bc73-25179502e2df","date","Date",,,,,,

"667a600d-b4fc-434b-b083-657fdf8df72f/1","checklist","Calorifier Periodic Test Record","","Calorifier Periodic Test Record",,,0,"b4067275-c004-4a42-9b7e-b5f42a41bebb"
"417251b7-0cb3-4e8e-af26-5f3bdf3f30fd","section","Details",,,,,,
"3b4f2be4-6d2c-4159-a9e6-12093ce196fc","checkpoint","Details:",,,,,,
"4d261301-279f-5a1b-a15e-d0537ddfff4c","textbox","Date:",,,,,,
"dba1c1fc-6d93-5043-a9d9-9a12062e21a9","textbox","Inspector:",,,,,,
"cde7680e-612a-54c8-bc92-c714902e5cda","textbox","Location:",,,,,,
"3e3966d0-ceab-58d6-af96-ca4e44beaab2","textbox","Serial Number:",,,,,,
"fa42814e-2a58-5250-bd7b-f83c714de0e0","textbox","Barcode:",,,,,,
"13950ba2-779b-5de9-afec-b96c073dff89","textbox","Year of Manufacturer:",,,,,,
"c9018761-d028-4dca-b972-385dfdbc6e1d","checkpoint","Inspect Tank Connections for signs of wear, rust, corrosion - Inlet, Outlet, PTR, Drain, test/gauge point",,,,,,
"506eb8f1-d709-57f6-89ba-7b0be67601f0","textbox","Observations:",,,,,,
"d1b949ca-e98e-5951-8a2e-70fa0f1dc1b6","button","Are cassette/coil supplies fitted with test/drain points?","Yes,No",,,,,
"fdf27224-2f97-5fe5-a1f6-f61daf3880bf","button","Are inlet/outlet valves in good order, can the unit be isolated?","Yes,No",,,,,
"1ae4f71c-32f8-51de-9eb9-3da43543239d","textbox","Confirm operating pressure through cassette (if possible)",,,,"kPa",,
"dcaec7d2-6049-5955-9043-d1404b59bff2","radio","Confirm presence of back pressure through cassette (if possible)","Yes,No,Unable to check",,,,,
"f3b78c01-342b-59d5-a6cb-b64f2cb31fcd","button","Is the lagging in good condition?","Yes,No",,,,,
"570aa150-011a-45ec-860f-730892bc467a","checkpoint-no-value","Observations",,,,,,
"fbc91134-60ee-56b8-b7a9-dfd10b03580e","textbox","Observations:",,,,,,
"038ce57b-101f-5869-b805-0d1438c56502","textbox","Other Comments:",,,,,,

"5e4547f1-12a8-4850-9f90-92fb18a0b85b/1","checklist-flat","Day Labour Docket","","Day Labour Docket",,,0,"2b1f0d22-03be-4eb3-a962-7818e35c9248"
"abb0d95a-feed-412a-8607-180a16a32fa6","checkpoint","Day Docket Details",,,,,,
"585164c1-9d78-560e-bb0a-2ce7c50aff2d","textbox","Project Name",,,,,,
"2609e487-bfe6-5d82-a401-823a534892e3","textbox","Job Number",,,,,,
"6fb4a55e-e331-56ec-8c4c-9ab3dd38f0f1","textbox","Site Instruction",,,,,,
"b8fb231e-0772-5b7d-ba16-db5ee6ee8ad8","textbox","Geschke Reference / Subject",,,,,,
"d22d6944-777e-54f4-95f5-1353b75c3477","textbox","Requested by name",,,,,,
"2f83be0b-17ac-5735-a3f2-1f6c240e3e2e","textbox","Requested by company",,,,,,
"2957b183-d2ca-5da1-8b3d-671059a61f87","textbox","Brief description - scope, location, other contractor involvement",,,,,,
"4b63188f-c786-4304-8ec2-8b811ffbcbc1","checkpoint","Attached - requester signature",,,,,,
"51a7c664-7ba6-4588-a686-503235f3daf0","checkpoint","Attached - photos before",,,,,,
"2258cbe3-caa8-47f4-9988-d9fb9d52dac0","checkpoint","Attached - photos after",,,,,,

"e5d4a5bd-1e33-4e87-982b-b19fe67644f2/2","checklist-flat","ITP - Fire Sample Excl. Backfill ACOR Review","","ITP - Fire Sample Excl. Backfill ACOR Review",,,0,"5b2bbe2a-6e56-42b8-bd67-5960d747e7cf"
"4fc9eff0-55a1-4bb0-9e6a-120640c6a73f","checkpoint","1. Approve specialist subcontractor",,,,,,
"7de1495f-ce74-58e2-81e4-db0191283c84","note","STAGE / FREQUENCY: Prior to awarding subcontract",,,,,,
"160b3946-d6fb-534f-9c91-0a890af7ba4f","note","RECORDS: Refer to Overall Project ITP – for Written approval Geschke Quality Management Plans",,,,,,
"39eab42b-ad6d-5029-ba19-3e09d55e61bd","note","ACCEPTANCE CRITERIA: Subcontract is executed and witnessed by authorised representative from associated parties to contract",,,,,,
"27cef69f-15d8-5485-ae82-6ce751d7624d","note","INSPECTION / TEST PROC: Document",,,,,,
"b1a5cf61-eaea-5033-8eb2-c90e201b5086","note","INSPECTOR / APPROVER: Subcontractors Authorised Representative. Geschke",,,,,,
"81d891e8-3ad9-5ea3-92b4-852a5c7897f5","note","HOLD OR WITNESS POINT: Hold Point",,,,,,
"c8dff88e-4ee4-4305-a87f-d51fc942d355","signoff","hold point",,,,,,
"b3e5ccb5-81c0-4dbd-9eb8-33ea96b5244d","checkpoint","2. Approve Samples",,,,,,
"0836f6b7-0c8a-5b45-8d24-c958108af8aa","note","STAGE / FREQUENCY: Prior to ordering materials",,,,,,
"14dcc98f-431f-552c-afe6-b272b9f8baa8","note","RECORDS: Refer to Overall Project ITP for Written approvals QA.1 Geschke Quality Submission Register",,,,,,
"d1bd734a-3dc6-547c-b9a6-aa899229cca9","note","ACCEPTANCE CRITERIA: Samples is marked with ‘Approved For Construction’",,,,,,
"98a536d0-963a-5c65-9648-abca34a9da42","note","INSPECTION / TEST PROC: Document and Review",,,,,,
"2af43ac8-d246-5da4-af3e-166a00806322","note","INSPECTOR / APPROVER: Engineer. Geschke",,,,,,
"42607788-a5fe-5410-aa52-d7deb3264a9c","note","HOLD OR WITNESS POINT: Witness Point",,,,,,
"71aa3b7d-7ffb-4581-8001-d5c71ef05583","checkpoint","3. Approve technical details",,,,,,
"d885e702-f45b-5e7b-9325-c4be16b12b62","note","STAGE / FREQUENCY: Prior to ordering equipment",,,,,,
"b65a00d8-5178-541a-bc4c-7fb5a33d6306","note","RECORDS: Refer to Overall Project ITP for Written approvals QA.1 Geschke Quality Submission Register",,,,,,
"877f00f8-6fa5-5ae2-b594-e85a84b95d2d","note","ACCEPTANCE CRITERIA: Technical Data is marked with ‘Approved For Construction’",,,,,,
"bfd58530-e96f-53d2-b79f-19fc7edc0473","note","INSPECTION / TEST PROC: Document and Review",,,,,,
"5784d9fe-c9f1-52f1-96ed-3184e26d5c5e","note","INSPECTOR / APPROVER: Engineer. Geschke",,,,,,
