resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Building B05,,,,,,,,
,,,step,,,,Ground Floor,,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,Car Park wall Grid 2-3,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,Lobby/Nibs,,,,,,
,,,step,,,,Apartments,,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,A54,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,A55,,,,,,
,,,step,,,,Level 1,,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,Corridor Grid 2-3,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,B54,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,B55,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,B56,,,,,,
FC - S - STO Poren Products,FC - S - Soffits ,FC - S - External Plaster - Nibs & Beams,folder-with-checklists,,,,,B57,,,,,,
CST - S - Completion Documents,,,checklist,,,,B05 - Completion documents-BCO10332878,,,,,,,
