Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
SAFproc008 - LOTO Register,,,,,
,Scope,,,SAFproc008 - LOTO Register,
,Rows,,,,
,,Level 1,dynamic,Level 1,SAFproc008 - LOTO Register
,,Level 2,dynamic,Level 2,SAFproc008 - LOTO Register
,,Level 3,dynamic,Level 3,SAFproc008 - LOTO Register
,,Level 4,dynamic,Level 4,SAFproc008 - LOTO Register
,,Level 5,dynamic,Level 5,SAFproc008 - LOTO Register
,,Level 6,dynamic,Level 6,SAFproc008 - LOTO Register
,,Level 7,dynamic,Level 7,SAFproc008 - LOTO Register
,,Level 8,dynamic,Level 8,SAFproc008 - LOTO Register
,Columns,,,,
,,Tag Number,Tag Number:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Lock Number,Lock Number:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Location,Location:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Switchboard,Switchboard:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Circuit,Circuit:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Date Tagged,Date Tagged:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Tagger's Name,Tagger's Name (Licensed Electrician),Tag Attached:,Tag Out/Lock Out - Attachment
,,Electrical License No.,Electrical License Number:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Reason For Isolation,Reason For Isolation:,Tag Attached:,Tag Out/Lock Out - Attachment
,,Photo Attached,,PASS SELECTED/ALL FIELDS FILLED OUT/PHOTO OF TAG ATTACHED,Tag Out/Lock Out - Attachment
,,Tag Attachment Complete,,Tag Attached:,Tag Out/Lock Out - Attachment
,,Tag Removed By,Tag Removed by:,Tag Removed:,Tag Out/Lock Out - Removal
,,Date Removed,Date Removed:,Tag Removed:,Tag Out/Lock Out - Removal
,,Photo Attached,,PASS SELECTED/ALL FIELDS FILLED OUT/PHOTO OF TAG REMOVAL ATTACHED,Tag Out/Lock Out - Removal
,,Tag Removal Complete,,Tag Removed:,Tag Out/Lock Out - Removal
