type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP006 - Fine Aggregates for Asphalt Production,,,,,,ITP006 - Fine Aggregates for Asphalt Production,,,,,,
section,1 Quality Assurance - Prior to Commencement of Works,,,,,,,,,,,,
checkpoint,1.01 - Bulk (particle) density,,,,,,,,,,,,
label,Frequency: Within 1 month prior to commencement of works,,,,,,,,,,,,
label,"Acceptance Criteria: Not less than 2,300 kg/m3",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5104(c) ,,,,,,,,,,,,
label,"• Table 5104-2, 5130(a) ",,,,,,,,,,,,
label,• HP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.5,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,1.02 - Water absorption,,,,,,,,,,,,
label,Frequency: Within 1 month prior to commencement of works,,,,,,,,,,,,
label,Acceptance Criteria: Not more than 2.5% for crushed aggregate; not more than 2.0% for uncrushed aggregate,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5104(c) ,,,,,,,,,,,,
label,"• Table 5104-2, 5130(a) ",,,,,,,,,,,,
label,• HP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.5,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,1.03 - Linear shrinkage,,,,,,,,,,,,
label,Frequency: Within 1 month prior to commencement of works,,,,,,,,,,,,
label,Acceptance Criteria: Not more than 1%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5104(c) ,,,,,,,,,,,,
label,"• Table 5104-2, 5130(a)",,,,,,,,,,,,
label,• HP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1289.3.4.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,1.04 - Methylene blue adsorption value (MBV mg/g),,,,,,,,,,,,
label,Frequency: Within 1 month prior to commencement of works,,,,,,,,,,,,
label,Acceptance Criteria: Not more than 10,,,,,,,,,,,,
