type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP012 - Asphalt Placement,,,,,,ITP012 - Asphalt Placement,,,,,,
section,1 Preliminary,,,,,,,,,,,,
checkpoint,1.01 - Supply of proprietary tack coat for use in asphalt placement works.,,,,,,,,,,,,
label,Frequency: Prior to the commencement of asphalt placement works.,,,,,,,,,,,,
label,"Acceptance Criteria: Submission of the properties, specifications and test requirements for proprietary tack coats.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5107(g),,,,,,,,,,,,
label,• HP5107-1,,,,,,,,,,,,
label,Inspection/ Test Method: Document,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,1.02 - Supply of asphalt to a nominated mix design.,,,,,,,,,,,,
label,Frequency: Not less than twenty (20) working days prior to the scheduled commencement of asphalt production. ,,,,,,,,,,,,
label,Acceptance Criteria: Submission of the proposed mix design for each nominal size asphalt mix including results of the mix design tests.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5109(d),,,,,,,,,,,,
label,• HP5109-1,,,,,,,,,,,,
label,Inspection/ Test Method: Document,,,,,,,,,,,,
label,"Record of conformity: NATA accredited test certificates, mix design report",,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,1.03 - Calibration of straight edge.,,,,,,,,,,,,
label,Frequency: Prior to the commencement of asphalt placement works.,,,,,,,,,,,,
label,Acceptance Criteria: Mobile straight edge equipment to be used in the asphalt laying works has been calibrated.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5113(o),,,,,,,,,,,,
label,• HP5113-2,,,,,,,,,,,,
label,Inspection/ Test Method: Calibration,,,,,,,,,,,,
label,Record of conformity: Calibration report,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
section,2 Trials,,,,,,,,,,,,
checkpoint,2.01 - Commencement of construction trial.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Not less than five (5) days prior to the scheduled commencement of asphalt paving works.,,,,,,,,,,,,
label,• Prior notice (minimum 48 hours) of commencement of trial to be given to Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All resources required for a trial of minimum tonnage 40 t of each nominal mix size, placed in a minimum of two paving runs, with a joint suitable for testing, are available and all arrangements for the trial have been made.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5111(a),,,,,,,,,,,,
label,• HP5111-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,2.02 - Extraction of cores from construction trial sections.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,"• At the completion of each construction trial, after the asphalt has cooled to ambient temperature and not more than 24 hours after construction.",,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• A minimum of six (6) cores are cut from within lanes, and six (6) cores are cut over a joint.",,,,,,,,,,,,
label,• Cores are not less than 100 mm diameter and are cut from the finished asphalt construction trial section.,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-002 5111(c), 5132(b)",,,,,,,,,,,,
label,"Inspection/ Test Method: AS 2891.1.2, AS 1289.1.4.2",,,,,,,,,,,,
