type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Precast Components ITP,,,,,,,
section,Manufacturing Documents,,,,,,,
checkpoint,"Shop drawings reviewed and updated. Issued ""As For Construction""",,,,,,,
section,Pre-Pour Checks,,,,,,,
checkpoint,Final Inspection - all placed in accordance with approved shop drawings,,,,,,,
tickbox,Edge Lifter 2.5T,,,,,,,
tickbox,Reinforcement,,,,,,,
tickbox,ID Plate,,,,,,,
tickbox,40 Panel Mix - B80,,,,,,,
checkpoint,Upload sufficient number of photos pre pour,,,,,,,
section,Concrete Pour Checks,,,,,,,
checkpoint,Concrete Strength correct as per Construction Sciences Concrete Compressive Strength Report,,,,,,,
tickbox,All Concrete Dockets Attached,,,,,,,
,,,,,,,,
checklist,Checkers Checklist,,,,,,,
checkpoint,Overall Measurements,,,,,,,
checkpoint,"Lifters Correct - Position, Size, Orientation",,,,,,,
checkpoint,Fillet is Installed,,,,,,,
checkpoint,Check Concrete cover around Reo 35mm,,,,,,,
checkpoint,Panel Thickness confirmed,,,,,,,
dropdown,Panel Thickness:,200mm,,,,,,
checkpoint,Magnets are 100% Secure,,,,,,,
checkpoint,Panel is Clean,,,,,,,
checkpoint,Photo Taken,,,,,,,
,,,,,,,,
checklist,Installers Checklist,,,,,,,
checkpoint,"Complete Material ""Bucket List""",,,,,,,
textbox,Panel Thickness,,,,,,,
textbox,Nexus 2.5T Edge Lifter (T845),,,,,,,
textbox,ID Plate,,,,,,,
checkpoint,Flick-out Panel Dimensions & DOUBLE CHECK,,,,,,,
checkpoint,Apply bond breaker or wax 1 2 3,,,,,,,
checkpoint,Temporary Fix ID Plate to Formwork,,,,,,,
checkpoint,Use Aluminimum Formwork ,,,,,,,
checkpoint,Install Reo as-per Shop Drawing Plan,,,,,,,
checkpoint,Lifters to be Firm & Square against Formwork,,,,,,,
checkpoint,Check Concrete cover around reo 35mm,,,,,,,
checkpoint,DOUBLE CHECK EVERYTHING,,,,,,,
checkpoint,Finish Required - GOOD as near face is outside face of building,,,,,,,
checkpoint,QA - Final Check of ALL measurerments & Photos,,,,,,,
checkpoint,QA - Concrete Mix B80 - N40 Panel Mix,,,,,,,
checkpoint,QA - Check Concrete mix % before accepting. Allow enough mix time.,,,,,,,
checkpoint,CONCRETE TEST TAKEN,,,,,,,
date,Pour Date,,,,,,,
checkpoint,NOT TO BE POURED WITHOUT APPROVAL FROM ENGINEER,,,,,,,
holdpoint,Request Signoff,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
