"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eaae1fa8-23e5-4368-be9c-3b9a0ebec18d","","folder-normal","not-started","","step","TRUE","FALSE","Daily Site Diary"
"4a468671-2497-4ff7-84b7-12fd3b9b142f","","checklist-flat","not-started","Add Daily Site Diary Checklist","checklist-flat","FALSE","FALSE","Daily Site Diary","9th August"
"ca7902ff-19ae-5007-8b48-8abfede97e0c","","checkpoint-status","not-started","","","TRUE","TRUE","Daily Site Diary","9th August","Attach relevant photos and documents"
"7203c4f7-5d3c-51be-8ad6-feb0489458f6","","checkpoint-status","not-started","","","TRUE","TRUE","Daily Site Diary","9th August","Traffic Control"
"160871ae-d045-5f84-93c8-a130ff09a6ab","","checkpoint-status","not-started","","","TRUE","TRUE","Daily Site Diary","9th August","Works Completed"
"e6ac7746-c857-5c36-9c78-49ab0fade1f7","","checkpoint-status","not-started","","","TRUE","TRUE","Daily Site Diary","9th August","Incomplete Works (add details in comments)"
"dadf7484-6894-59fd-9d02-482cd8fe85f2","","holdpoint","not-started","","","TRUE","TRUE","Daily Site Diary","9th August","Signed off by Ryder Plumbing"
"7447068d-427c-46a9-9c74-5d72e44be867","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox Meetings"
"f605426f-5aa8-47f5-8f19-edf179bb440e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"d116d427-d835-49b3-bb01-f80192ebeeea","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Big Ticket Items"
"9978ac87-7902-454b-8f8f-4c939444fdde","","checklist-flat","work-in-progress","Big Ticket Items (In Ground)","checklist-flat","FALSE","FALSE","Site QA","Big Ticket Items","In Ground"
"8608ce43-85d9-594a-b7f4-0e144ff7c9e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Sewer pump well"
"8d398eed-a9f4-5922-98c5-5be813d67ad2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Storwater pump well"
"24314764-5b81-58d4-bbdc-a63145a83b0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Stormwater pits"
"3989464f-71e0-51fd-ac96-69029f822a83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Grease interceptor trap"
"fe2e8b50-1c27-57df-bb39-6d79c0f67998","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Conduits rain to IFC location"
"e41ff94b-678f-56b1-8d3b-d1cc60cf578b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Torpedo tanks"
"830a35af-6869-57ee-91b6-2da5fed066c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Stormwater detention system"
"2959d0af-9f68-53e9-ba0a-8bd267c782f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","LPOD"
"3a33a2e7-e209-57a7-bd49-428dbbdcb213","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Big Ticket Items","In Ground","Water tap in"
"a9da85cf-9176-4d1f-be0f-506f63e040b2","","checklist-flat","work-in-progress","Above Ground Pits/Pumps/Tanks Checklist","checklist-flat","FALSE","FALSE","Site QA","Big Ticket Items","Above Ground"
"71e3cb8d-f21c-5b7a-b7c6-6a9c8130c1d9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Diversion valve"
"a042b785-4afc-57b9-ab3a-f2be09dff4a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Rainwater pump set"
"1ae0942d-2c81-5553-a4af-579e5e803021","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Rainwater tanks"
"bac305f9-ed0d-5875-85d3-7015ea8be432","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Sewer pump installed"
"30b8d848-e253-569f-a86c-ce4a3ac50811","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Sewer control panel"
"aaa17a20-8fea-5c80-8568-bf8e3330c156","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Stormwater pump installed"
"fe7347d9-0dad-53c4-b6cc-f43db5e7702b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Stormwater control panel"
"3011d625-3265-5d0f-b0a2-34df8f62e86d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Grease interceptor trap"
"34557a76-457c-5afb-8513-529b1150e413","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Hot water unit installation"
"305a475e-bc33-5627-92ea-b3236a60c4bc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Main Meter assembly"
"45bec228-92c2-56b5-84ee-02f9450d79df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Big Ticket Items","Above Ground","Main Gas Meter cupboard"
"c2af2630-dec6-4669-9c62-ea89bce0fb44","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In-Ground"
"de38a5fc-1290-4241-b89d-6adb96dd2df9","","checklist-flat","pass","In-Ground Sewer Drainage Checklist","checklist-flat","FALSE","FALSE","Site QA","In-Ground","Sewer"
"76b1e2d8-909f-5af6-b4c0-7cb2d0dabd51","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Sewer","Pipework, material and fittings installed as per approved IFC Drawing"
"9d02eb87-09c7-5b7f-baa7-eec73ee17714","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Sewer","Pipework installation"
"d5ad2c86-5f6e-5e4c-b6ff-d7e430275661","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Sewer","Pipework checked for correct invert levels & gradients"
"c6f03fa5-a67a-5850-b24d-9935c6bcf955","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Sewer","Book inspection with VBA for in-ground drainage."
"47190024-fba4-599d-8892-c3a00e87924d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Sewer","Ensure all backfill is in accordance to specifications & compaction requirements."
"8dcc62c8-2509-5462-94cf-7e4ec5990434","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Sewer","Test sewer"
"4ebc3d75-a23d-4297-817f-4f32b43cb283","","checklist-flat","pass","In-Ground Stormwater Drainage Checklist","checklist-flat","FALSE","FALSE","Site QA","In-Ground","Stormwater"
"a1a7c594-4fb1-50c6-b080-5d82f4ed3af4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Stormwater","Pipework, material and fittings installed as per approved IFC Drawing"
"c10c1657-a844-5136-96c1-193db26a95ce","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Stormwater","Pipework installation"
"1e5dc7ca-6035-5a89-8c2a-611117096233","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Stormwater","Pipework checked for correct invert levels & gradients"
"d57159fc-bbc8-5b73-968d-72798424022f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Stormwater","Pits checked for correct invert levels & finished floor levels"
"32dee72f-99d8-50a7-a6b1-23853ddd818d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Stormwater","Ensure correct locations of pits."
"25376101-2fa2-587a-bd5c-800a941dfa19","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In-Ground","Stormwater","Ensure all backfill is in accordance to specifications & compaction requirements."
"49e8f909-a80e-49b2-b070-25b41826b41c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Penetrations"
"8ff6ab00-35a2-4c36-aaba-27c5151e0f74","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Penetrations","B2"
"1bb94031-73ab-4f25-9e5d-7a4cef39381f","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","B2","Pour1"
"8674b76e-f49b-5692-98cd-39907c8d2e71","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour1","All works to be set our as per approved IFC drawings."
"f023c073-3497-508c-b8dd-8f86969b7feb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour1","Fire collar installation"
"2c3143f1-0891-5c84-918f-44e215c5f347","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour1","Cast in drains"
"765e7a9f-0a1b-5500-a162-1a0ca0155488","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour1","Photos of collar end labelling referencing fire matrix if required"
"54e38769-63ea-481c-8bfb-32d51440110f","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","B2","Pour 2"
"b1b13e63-d7fa-5f82-84ea-9321b9ff027c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour 2","All works to be set our as per approved IFC drawings."
"3502d21a-c540-511b-ac6c-8af309d741f9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour 2","Fire collar installation"
"fdbd946e-ead3-5ee6-aa7c-8a4300f5afcb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour 2","Cast in drains"
"030f9a2f-2380-5095-ae0d-6cd009d2b7fb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B2","Pour 2","Photos of collar end labelling referencing fire matrix if required"
"e4e8ac2e-6b40-4c07-933a-b18757a4c931","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Penetrations","B1"
"d28a4793-dc79-47ac-bb01-26e2e9ae4380","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","B1","Pour1"
"f388bf07-2413-588d-a9bb-6772a7e9c26f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour1","All works to be set our as per approved IFC drawings."
"22427954-e21b-587a-a6b8-6788931be348","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour1","Fire collar installation"
"13454be8-2d2c-5f53-b459-776cbfbec60d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour1","Cast in drains"
"c3f52fb5-234d-5eb9-baad-f983e4cf78c5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour1","Photos of collar end labelling referencing fire matrix if required"
"9274c93a-1c48-4d02-b21b-926d030c1ead","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","B1","Pour 2"
"5444bcf9-c16f-5da0-851b-7d91a1bcf5ed","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour 2","All works to be set our as per approved IFC drawings."
"874c2652-eba5-5238-9c53-190981fe08dc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour 2","Fire collar installation"
"059e401c-10ec-5b0a-87ba-d1a0b0af5ef5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour 2","Cast in drains"
"02022ea3-9356-5211-8819-00ea12e3c88a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","B1","Pour 2","Photos of collar end labelling referencing fire matrix if required"
"496febb0-e076-4040-972c-cd5dc433a761","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Penetrations","Ground"
"2d9ca49c-8e0c-4372-a7e1-b7027cec8c28","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Ground","Pour1"
"6879c8b2-dfdb-5051-ba7e-299b7a92aa89","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour1","All works to be set our as per approved IFC drawings."
"361c03b3-5fc9-5cf8-bb60-9c40fc9ea15d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour1","Fire collar installation"
"59109b46-82e8-5beb-999f-6cfd510f0fea","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour1","Cast in drains"
"84f704c7-7ccb-5ac1-ac54-3e4c0bc116e7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour1","Photos of collar end labelling referencing fire matrix if required"
"39b1cc6b-d509-4bb8-a11e-4bf7d21812fb","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Ground","Pour 2"
"e1a8bdfa-0f65-549a-9e42-3097b815ff75","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour 2","All works to be set our as per approved IFC drawings."
"16e5a716-e54e-5524-b177-e4a114ac9d80","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour 2","Fire collar installation"
"c6af3c43-feb7-55b2-9e67-4a1cedb89892","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour 2","Cast in drains"
"a204bb5b-0c54-5b18-8b75-fdf64e16d3ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Ground","Pour 2","Photos of collar end labelling referencing fire matrix if required"
"5371dede-8509-4a63-a486-8c181b7bd875","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Penetrations","Level 1"
"4da25636-6ff2-45b3-b2e6-9b94953a3074","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Level 1","Pour1"
"f57add9b-46f0-5b78-be5c-98cbcde24609","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour1","All works to be set our as per approved IFC drawings."
"921f4dca-6ce7-5603-a26d-750f2e816e11","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour1","Fire collar installation"
"78c956a5-176c-552f-9ea4-544aaac80838","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour1","Cast in drains"
"8ef24d30-bbb4-5611-88e5-58b12cd31d61","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour1","Photos of collar end labelling referencing fire matrix if required"
"8f5a7f5a-d323-43f9-9da5-21765dd9ef48","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Level 1","Pour 2"
"07bdbdae-5ec3-5821-ac1e-63b9ec9faff4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour 2","All works to be set our as per approved IFC drawings."
"da76a564-73da-5d98-848f-27521629974a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour 2","Fire collar installation"
"c4871e31-a3c1-59c2-bdd8-4647376f531b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour 2","Cast in drains"
"fd61b830-a0c7-533d-b577-01fe5f931787","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Level 1","Pour 2","Photos of collar end labelling referencing fire matrix if required"
"68b85320-386b-4bbf-bc58-7b7fa43af551","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Penetrations","Level 2"
"fe699e8a-9b50-4e1c-9845-ba218a9ba060","","checklist-flat","pass","Penetrations Checklist","checklist-flat","FALSE","FALSE","Site QA","Penetrations","Level 2","Pour1"
"42d839e5-9d44-53e3-b843-494bdb0b898b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Level 2","Pour1","All works to be set our as per approved IFC drawings."
"9b84820f-68e7-5fcf-92e6-9138ad444f22","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Penetrations","Level 2","Pour1","Fire collar installation"
"a9c4b9f0-e8d3-5fd5-b79b-f625c70a2af8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Level 2","Pour1","Cast in drains"
"6c9e9a6c-9eef-5a62-b295-1a74e1119026","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Penetrations","Level 2","Pour1","Photos of collar end labelling referencing fire matrix if required"
