"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7add4593-332e-41ec-a1e3-bc2da5a1b853","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"6a2b92f2-80c4-4bd0-947e-7b23a6a1ed77","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Basement 2"
"565486ed-b1c7-4d23-a05a-b99fe34e40e6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Basement 2","Zone A"
"ae752dff-0249-5da8-8ea0-b3a95083ec05","","checklist-sectioned","work-in-progress","6275bf9132a75db82af7cf227db58fc66a0a6c663ad82c28c936f4b1641a21d6","checklist","FALSE","FALSE","Site QA","Inground Lower Basement 2","Zone A","Drainage In Ground"
"8cb236ec-361f-4d68-8498-917d1aa478a6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Basement 1"
"c8764a53-e362-4c85-acdd-5f9d04316141","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Basement 1","Zone A"
"eaf50f4f-5a18-5890-9199-449c225a8cc8","","checklist-sectioned","work-in-progress","6275bf9132a75db82af7cf227db58fc66a0a6c663ad82c28c936f4b1641a21d6","checklist","FALSE","FALSE","Site QA","Inground Lower Basement 1","Zone A","Drainage In Ground"
"e19d9438-2cb7-4be6-bdee-00d8449a961d","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Inground Lower Basement 1","Zone B"
"8f9de140-a463-5bf5-983e-0f4f26128b6e","","checklist-sectioned","pass","3d2d3587696bab75a9fea17e12b0e7743215517629b507b4069ae7693a1728bd","checklist","FALSE","FALSE","Site QA","Inground Lower Basement 1","Zone B","Drainage In Ground"
"4afa3382-fbae-4b40-98c4-3b70272c5d59","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Basement 1","Inground Drainage Alterations"
"6a32f2cf-b9fd-4437-b001-688c9bf42cd4","","checklist-sectioned","work-in-progress","ITP 001 - Drainage In Ground","checklist","FALSE","FALSE","Site QA","Inground Lower Basement 1","Inground Drainage Alterations","Zone 2 - ITP 001 - Drainage In Ground"
"3c1cbd68-39b1-412a-9cdc-a0427cceee58","","checklist-sectioned","work-in-progress","ITP 001 - Drainage In Ground","checklist","FALSE","FALSE","Site QA","Inground Lower Basement 1","Inground Drainage Alterations","Zone 3 - ITP 001 - Drainage In Ground"
"15053e95-7905-4bcd-bc65-8839238d3e45","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Ground"
"fcbf2d56-f521-4561-a6f7-2a4f5bfa737e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Ground","Zone C - Area: 3.1"
"c494d677-50fb-536a-9525-62cc0caefc52","","checklist-sectioned","work-in-progress","40983b08b41abf81fe7bc3a8c34a4bbd2fd25fd1ddf1177ef16ddeb9c775c33d","checklist","FALSE","FALSE","Site QA","Inground Lower Ground","Zone C - Area: 3.1","Drainage In Ground"
"5361065b-a7df-4e7a-8b65-98a35d53de0c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Ground","Zone C - Area: 3.2"
"a2b8c033-695f-4ef4-8a29-11e68bde1ca4","","checklist-sectioned","work-in-progress","40983b08b41abf81fe7bc3a8c34a4bbd2fd25fd1ddf1177ef16ddeb9c775c33d","checklist","FALSE","FALSE","Site QA","Inground Lower Ground","Zone C - Area: 3.2","Drainage In Ground"
"5795fc75-95cb-488d-be32-3d2bf9a69ff0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Ground","Zone C - Areas: 3.3 ,3.4, 3.5, 3.6"
"4b1701c2-22f3-476a-ad48-a94c870b4424","","checklist-sectioned","work-in-progress","6275bf9132a75db82af7cf227db58fc66a0a6c663ad82c28c936f4b1641a21d6","checklist","FALSE","FALSE","Site QA","Inground Lower Ground","Zone C - Areas: 3.3 ,3.4, 3.5, 3.6","Drainage In Ground"
"c859daf6-0784-413e-b831-166bda83f5dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Inground Lower Ground","Zone C - Areas: 3.7, 3.8, 3.9, 3.10"
"e0ee227a-df04-48b5-8e5d-130e3501219e","","checklist-sectioned","work-in-progress","6275bf9132a75db82af7cf227db58fc66a0a6c663ad82c28c936f4b1641a21d6","checklist","FALSE","FALSE","Site QA","Inground Lower Ground","Zone C - Areas: 3.7, 3.8, 3.9, 3.10","Drainage In Ground"
"bc4c3e1c-48ab-48e8-90e7-c652d7e6135f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)"
"f98091f9-759c-4c44-bedb-5b54fa863e22","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground"
"3d96e3b6-077f-43e7-861c-4768af42f4a7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","Cast Ins"
"b047d80f-c9b3-4aa1-ab7f-a38958b7b85b","","checklist-sectioned","work-in-progress","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","Cast Ins","Zone 10 - ITP 003 - Drainage Above Ground"
"f3a8ad6a-5d18-484a-9f77-8cae89784cbe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 003 - Drainage Above Ground"
"cafdde95-2409-4736-a7e9-44915bede489","","checklist-sectioned","not-started","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 003 - Drainage Above Ground","Zone 9 - Drainage Above Ground"
"e6d3cf93-bf8a-4b1b-96f9-d571601903fe","","checklist-sectioned","work-in-progress","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 003 - Drainage Above Ground","Zone 10 - Drainage Above Ground"
"f2987afc-80eb-4f36-90b1-a1d90e499af2","","checklist-sectioned","work-in-progress","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 003 - Drainage Above Ground","Zone 11 - Drainage Above Ground "
"499c5fbc-84e8-455c-b303-35bc528ce120","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 004 - Reticulated Above Ground"
"a6c30ef6-727b-45c4-8c8b-11ae42b5e1c0","","checklist-sectioned","work-in-progress","ITP 004 - Reticulated Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 004 - Reticulated Above Ground","Zone 9 - Reticulated Above Ground"
"eb5e1ab7-eb80-43e3-a328-f8ec8bf32ead","","checklist-sectioned","work-in-progress","ITP 004 - Reticulated Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 004 - Reticulated Above Ground","Zone 10 - Reticulated Above Ground"
"e2f48bc2-9a12-4cc0-8795-220b8dc5a5a9","","checklist-sectioned","work-in-progress","ITP 004 - Reticulated Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 004 - Reticulated Above Ground","Zone 11 - Reticulated Above Ground"
"cd41831b-466f-443e-b8e1-e89872c3836f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 005 - Fixtures & Fittings"
"8aa654b3-ac2b-423d-ada6-b0236cb3b7ae","","checklist-sectioned","not-started","ITP 005 - Fixtures & Fittings (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 005 - Fixtures & Fittings","Zone 9 - Fixtures & Fittings "
"cd8115b1-0fe5-41d8-a941-b84c138a72a1","","checklist-sectioned","not-started","ITP 005 - Fixtures & Fittings (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 005 - Fixtures & Fittings","Zone 10 - Fixtures & Fittings"
"f88e4d1c-c5f9-4ee7-87e6-87902efa4b39","","checklist-sectioned","not-started","ITP 005 - Fixtures & Fittings (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Lower Ground","ITP 005 - Fixtures & Fittings","Zone 11 - Fixtures & Fittings "
"eb1dc602-d6b9-46d3-b78d-d86101fa7016","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Ground Floor"
"5dbc6631-2d29-437c-bbfd-a1b719982296","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Ground Floor","Cast Ins"
"7da39322-d454-4b7e-8480-62d7cd37d718","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A (SUB-ACUTE)","Ground Floor","ITP 003 - Drainage Above Ground"
"5dfce0be-001d-454a-a4e8-1727c96d3d57","","checklist-sectioned","not-started","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Ground Floor","ITP 003 - Drainage Above Ground","Zone 9 - Drainage Above Ground "
"4c4674aa-c55b-4430-8f06-e3ebc3055a1e","","checklist-sectioned","work-in-progress","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Ground Floor","ITP 003 - Drainage Above Ground","Zone 10 - Drainage Above Ground "
"f9aecf4d-cbc8-4a85-912a-245b332abd94","","checklist-sectioned","work-in-progress","ITP 003 - Drainage Above Ground (NFH)","checklist","FALSE","FALSE","Site QA","Building A (SUB-ACUTE)","Ground Floor","ITP 003 - Drainage Above Ground","Zone 11 - Drainage Above Ground"
