resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Building B,,,,,,,,
,,,,step,,,,Ground Floor,,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Kitchenette,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Male Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Female Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,DDA Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level 1a - Office,,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Kitchenette,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Male Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Female Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,DDA Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level 2a - Office,,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Kitchenette,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Male Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Female Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,DDA Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level 2b - Office,,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Kitchenette,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Male Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Female Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,DDA Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level 3 - Office,,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Kitchenette,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Male Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Female Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,DDA Bathroom,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Roof Level - Office,,,,,,,
Commissioning,Drains,Fit Off,Rough In,folder-with-checklists,,,,,Common Area,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
