"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Material Inspections"
,"Scope",,,"material inspection"
,"Rows"
,,"Material Inspection","dynamic","material inspection"
,"Columns"
,,"Order Acceptance Certificate - Details:",,"order acceptance certificate -- details:","details"
,,"Subcontractor (full name of Subcontractor, ABN, Subcontractor's ACN and ABN)","Subcontractor (full name of Subcontractor, ABN, Subcontractor's ACN and ABN)","order acceptance certificate -- details:","details"
,,"Order No.:","Order No.:","order acceptance certificate -- details:","details"
,,"Delivery Site/Location:","Delivery Site/Location:","order acceptance certificate -- details:","details"
,,"Date on which materials delivered:","Date on which materials delivered:","order acceptance certificate -- details:","details"
,,"Inspecting Engineer:","Inspecting Engineer:","order acceptance certificate -- details:","details"
,,"Inspecting Engineer (if not included above)","Inspecting Engineer (if not included above)","order acceptance certificate -- details:","details"
,,"Subcontractor's delivery personnel (full name)","Subcontractor's delivery personnel (full name)","order acceptance certificate -- details:","details"
,,"Delivery vehicle registration number","Delivery vehicle registration number","order acceptance certificate -- details:","details"
,,"Subcontractor checked all Materials included in delivery & satisfied all Materials comply with Subcontract",,"the subcontractor has checked all materials included in this delivery and is satisfied that all of the materials comply with the subcontract.","details"
,,"Inspection Result ID:",,"packaging inspection","inspection result id:"
,,"Special Storage/ Handling Requirements?","Special Storage/ Handling Requirements?","packaging inspection","inspection result id:"
,,"If yes, provide details","If yes, provide details","packaging inspection","inspection result id:"
,,"Confirmation of receipt of Units delivered. [Subcontractor does not complete. Contractor will initial on receipt.]","Confirmation of receipt of Units delivered. [Subcontractor does not complete. Contractor will initial on receipt.]","packaging inspection","inspection result id:"
,,"QA/Compliance Docs Delivered?","QA/Compliance Docs Delivered?","packaging inspection","inspection result id:"
,,"Defective?","Defective?","packaging inspection","inspection result id:"
,,"1)",,"1)","packaging inspection"
,,"1) Item ID:","Item ID:","1)","packaging inspection"
,,"1) Item description:","Item description:","1)","packaging inspection"
,,"1) Units ordered:","Units ordered:","1)","packaging inspection"
,,"1) Units delivered:","Units delivered:","1)","packaging inspection"
,,"1) Number Accepted","Number Accepted","1)","packaging inspection"
,,"1) Number Rejected","Number Rejected","1)","packaging inspection"
,,"1) OK = Meets all criteria","OK = Meets all criteria","1)","packaging inspection"
,,"1) QI = Quantity incorrect","QI = Quantity incorrect","1)","packaging inspection"
,,"1) IN = Item incomplete","IN = Item incomplete","1)","packaging inspection"
,,"1) MI = Make or type incorrect","MI = Make or type incorrect","1)","packaging inspection"
,,"1) TD = Damaged in transit","TD = Damaged in transit","1)","packaging inspection"
,,"1) NI = Not properly Identified","NI = Not properly Identified","1)","packaging inspection"
,,"1) CD = Compliance docs not provided","CD = Compliance docs not provided","1)","packaging inspection"
,,"2)",,"packaging inspection","2)"
,,"2) Item ID:","Item ID:","packaging inspection","2)"
,,"2) Item description:","Item description:","packaging inspection","2)"
,,"2) Units ordered:","Units ordered:","packaging inspection","2)"
,,"2) Units delivered:","Units delivered:","packaging inspection","2)"
,,"2) Number Accepted","Number Accepted","packaging inspection","2)"
,,"2) Number Rejected","Number Rejected","packaging inspection","2)"
,,"2) OK = Meets all criteria","OK = Meets all criteria","packaging inspection","2)"
,,"2) QI = Quantity incorrect","QI = Quantity incorrect","packaging inspection","2)"
,,"2) IN = Item incomplete","IN = Item incomplete","packaging inspection","2)"
,,"2) MI = Make or type incorrect","MI = Make or type incorrect","packaging inspection","2)"
,,"2) TD = Damaged in transit","TD = Damaged in transit","packaging inspection","2)"
,,"2) NI = Not properly Identified","NI = Not properly Identified","packaging inspection","2)"
,,"2) CD = Compliance docs not provided","CD = Compliance docs not provided","packaging inspection","2)"
,,"3)",,"packaging inspection","3)"
,,"3) Item ID:","Item ID:","packaging inspection","3)"
,,"3) Item description:","Item description:","packaging inspection","3)"
,,"3) Units ordered:","Units ordered:","packaging inspection","3)"
,,"3) Units delivered:","Units delivered:","packaging inspection","3)"
,,"3) Number Accepted","Number Accepted","packaging inspection","3)"
,,"3) Number Rejected","Number Rejected","packaging inspection","3)"
,,"3) OK = Meets all criteria","OK = Meets all criteria","packaging inspection","3)"
,,"3) QI = Quantity incorrect","QI = Quantity incorrect","packaging inspection","3)"
