Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,
ff23aff9-4efc-4f19-b59a-84a0ab5f3397,,folder-normal,work-in-progress,,step,TRUE,FALSE,Pre-construction,,,,
57ec0cfd-3e19-4ce1-8242-55e50107dad5,,checklist-flat,work-in-progress,Pre-construction Works checklist,checklist-flat,FALSE,FALSE,Pre-construction,Pre-construction Works checklist,,,
5d0d997b-598d-42b7-bc8c-76abc6ffeab6,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,,,,
6cc46ea2-dabc-4407-b234-e828e122dae4,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Demo,,,
f390b261-7b7d-41f8-8ffb-55ad747e3ab4,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Demo,Section 1 - Green,,
285d7adb-db13-4cab-ae93-1aa242f85dcd,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP055 - ProfessioNAIL,
05ff832e-fb30-4cc3-9a38-da8b16fa5e58,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP056 - Specsavers,
9aac5792-03c6-4671-84af-4a1bfa391158,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP057 - Surf Dive n Ski,
3fec594a-23a0-4031-a3cf-c9308a0a6026,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP058 - Toombul Skin & Beauty,
e9280589-ca72-4c4b-bcc1-9f590654e528,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP059 - Black Pepper,
420b239b-608e-4087-9574-8e680c780446,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP060 - Home & Her,
ba6695a8-c11b-4680-8560-e22033568136,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP061 - Keep in Touch,
a0165024-f99b-4a40-8bf5-125d0cfae08e,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP062 - Spend Less Shoes,
172ffbbb-92b7-4269-9279-e729c183aa09,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP063,
1fb4c25e-47cc-4339-aba7-c59bcce9c52d,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP070 - Smokemart,
d077d8cd-afde-42f7-b849-1da09dc46c8a,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP071 - Clear Skincare,
0ce73587-7d88-4787-8fb0-51d9648de4dc,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP072 - Daiso,
0385006d-806b-489f-8cc9-c4b59f1978f2,,checklist-flat,work-in-progress,6f04bb27f71867a3ed292ec854af96408a90fb1c3b09096442df36bbc5fb2a41,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP073 - QBD,
88d53f72-60cf-43bf-a3b7-66056631bcaf,,checklist-flat,work-in-progress,Strip Out Works checklist,checklist-flat,FALSE,FALSE,Site QA,Demo,Section 1 - Green,SP074 - Barber,
