Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
99cbe66a-0182-4a2b-a060-afb184c258ba,checklist,SNSW Maintenance - Site information - Final check,,SNSW Maintenance - Site information - Final check,,
45e8814a-82cf-423b-a9fd-c3a56e777229,section,Details,,,,
de82fd9a-a22e-4ba2-8e54-4b176204cb9b,checkpoint,Have you gathered information on front access,,,,
0173ad43-9aef-4df3-809f-81d969b7cf41,checkpoint,Have you gathered information on rear access,,,,
1fff86a8-ca42-4087-8cf3-523968d2edcc,checkpoint,Have you taken note of the ceiling height in each room ,,,,
1604fae0-225b-4b9b-a55c-6fa0283dd7d1,checkpoint,Have you gathered information car park access,,,,
,,,,,,
0d454626-0318-4802-b4d7-b5a72fc9b195,checklist,SNSW Maintenance - Emergency Lighting,,SNSW Maintenance - Emergency Lighting,,
45e8814a-82cf-423b-a9fd-c3a56e777229,section,Details,,,,
b011b396-ce7e-4b41-b6ca-9da680a282fd,checkpoint-no-value,What type/model/brand of emergency lights are installed? (e.g. monitored),,,,
29363325-396c-4453-a1c5-9152af657052,checkpoint-no-value,Is there an emergency test switch? Yes/No,,,,
698b4a29-415c-4a74-be58-c14a5e141914,checkpoint-no-value,How many emergency spitfires does the centre have in total? Detail model number,,,,
4187156c-08bf-4a75-b028-b42c7f154eee,checkpoint-no-value,Take a photo of the spitfire model number,,,,
7ade4140-eb03-4bb2-a928-c29d7ee8b48b,checkpoint-no-value,How many emergency exits does the centre have in total? Detail model number,,,,
596c28e6-7da2-4eff-820d-2f1bb7f48c91,checkpoint-no-value,Take a photo of the emergency lights,,,,
15e002f6-748d-4336-86b9-4a626ce54320,checkpoint,Is there an emergency log book on site? Yes/No,,,,
7eb2e767-d3e4-409e-8bbc-7bc05ddb5913,checkpoint,"If no, have you left one behind",,,,
eef4cc3a-b906-4ead-bd0d-bf68a7659de0,checkpoint,Have you completed the emergency test - Yes/No,,,,
4fd8de14-e10f-5ded-830a-2c74c2b4763f,button,Did the emergency lights pass the 90min test,"Yes, No",,,
1eb819ac-dab5-5a3f-9735-ec6f24d36fb7,textbox,"If failed, how many lights failed",,,,
8bce2ef4-28cb-4a95-88f6-3084268276ff,checkpoint-no-value,Detail lights that failed with model numbers,,,,
