"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Rough In (Cavity Pockets Only)","",,,0,"Yes","Rough In (Cavity Pockets Only)","0efa85f0-7c31-4639-a869-8203a63c3f9b"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"

"checklist-flat",,"","checklist","Rough In (Cavity Pockets, PMJ, Bathroom & Window Noggins)","",,,0,"Yes","Rough In (Cavity Pockets, PMJ, Bathroom & Window Noggins)","1f0e88e6-04f9-41d2-a348-95daeadff256"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Add pressed metal jamb"
"checkpoint-status",,"","checkpoint","Add bathroom noggins"
"checkpoint-status",,"","checkpoint","Add window noggins"

"checklist-flat",,"","checklist","Apartment Rough In Checklist","",,,409,"Yes","Rough In Checklist","2716c462-a73a-468c-8eb8-c5d265722710"
"checkpoint-status",,"","checkpoint","Area clear, tidy and accessible (attach photo)"
"checkpoint-status",,"","checkpoint","Previous substrate acceptable - Walls framed and timber studs installed"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"holdpoint",,"","signoff","Raise remedial / Sign Off"

"checklist-flat",,"","checklist","Rough In (Cavity Pockets & PMJ)","",,,0,"Yes","Rough In (Cavity Pockets & PMJ)","57af96a3-cfa5-4290-b1a7-a732816f8133"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Add pressed metal jamb"

"checklist-flat",,"","checklist","Fit Off","",,,409,"Yes","Fit Off","702d2920-77c1-45fc-a4cf-c13b83d44e50"
"checkpoint-status",,"","checkpoint","Installation of door hardware and door closes sufficiently"
"checkpoint-status",,"","checkpoint","Bathroom and toilet vanity installed"
"checkpoint-status",,"","checkpoint","Handrails, toilet rolls and towel rails installed"
"checkpoint-status",,"","checkpoint","Entry door hardware installed and closes sufficiently"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Shower trays installed"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Installation","",,,409,"Yes","Installation","79d26307-96fd-48ed-8d6f-2c909bae3677"
"checkpoint-status",,"","checkpoint","Internal doors hung"
"checkpoint-status",,"","checkpoint","Skirting installed"
"checkpoint-status",,"","checkpoint","Cavity doors installed"
"checkpoint-status",,"","checkpoint","Window architraves installed"
"checkpoint-status",,"","checkpoint","Wardrobe jamb installed"
"checkpoint-status",,"","checkpoint","Entry door hung"
"checkpoint-status",,"","checkpoint","All install work 100% completed to required specifications"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"

"checklist-flat",,"","checklist","Rough In (PMJ Only)","",,,0,"Yes","Rough In (PMJ Only)","7c7f48ed-dadb-43a9-861e-2521e5d8919d"
"checkpoint-status",,"","checkpoint","Add pressed metal jamb"

"checklist-flat",,"","checklist","Handover","",,,0,"Yes","Handover","ffab8f87-f711-4276-81c2-ccb731385597"
"checkpoint-status",,"","checkpoint","All aspects of works completed and inspected by Ryman Foreman"
"checkpoint-status",,"","checkpoint","Any rectification works have been carried out if required"
"checkpoint-status",,"","checkpoint","Site left clean and tidy - All excess spoil and materials removed"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"holdpoint",,"","signoff","ENSURE ALL CHECKPOINTS ARE SATISFACTORILY COMPLETED"

