resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Basement,,,,,,,
3 Coat Checklist,checklist,,,,,Zone 1A,,,,,,
3 Coat Checklist,checklist,,,,,Zone 1B,,,,,,
3 Coat Checklist,checklist,,,,,Zone 2A,,,,,,
3 Coat Checklist,checklist,,,,,Zone 2B,,,,,,
3 Coat Checklist,checklist,,,,,Zone 3A,,,,,,
3 Coat Checklist,checklist,,,,,Zone 3B,,,,,,
3 Coat Checklist,checklist,,,,,Lift Pit 1,,,,,,
3 Coat Checklist,checklist,,,,,Lift Pit 2,,,,,,
