type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP No 07 - Hydraulics - Stormwater,,,,,,FCQA - ITP No 07 Rev. 002 - Hydraulics - Stormwater,
section,Hydraulics - Stormwater,,,,,,,
checkpoint,SCOPE OF WORK,,,,,,,
label,"REFERENCE - Subcontract documentation, specifications, design documentation and issued for construction drawings",,,,,,,
label,ACCEPTANCE CRITERIA - Check documents are current & for construction Check levels & falls,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,COMPETENCY,,,,,,,
label,REFERENCE - Recognised Australian Authorities,,,,,,,
label,ACCEPTANCE CRITERIA - Trade registration,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,SET OUT,,,,,,,
label,"REFERENCE - Subcontract documentation, specifications, design documentation and issued for construction drawings",,,,,,,
label,ACCEPTANCE CRITERIA - Mark out pipe locations and co-ordinate with other trades.,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,PIPE SUPPORTS,,,,,,,
label,REFERENCE - Subcontract documentation and AS3500.2 Table 9.1,,,,,,,
label,ACCEPTANCE CRITERIA - Pipes to be supported as per AS3500.2 Table 9.1,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,PIPE LAYING,,,,,,,
label,REFERENCE - Subcontract documentation AS3500.3 Clause 7.4.2,,,,,,,
label,ACCEPTANCE CRITERIA - Pipes to be laid in straight lines between changes of directions. Pipes are to be laid on base of crushed hard rock or coarse washed sand.,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,PIPING,,,,,,,
label,REFERENCE - Subcontract documentation,,,,,,,
label,ACCEPTANCE CRITERIA - Check that all sealants & adhesives are compatible with pipe materials.,,,,,,,
label,○ Pipework selection and sizes as per specifications and for construction drawings and AS 3500.,,,,,,,
label,○ Verification that delivered products are as per specification & approved samples.,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,MARKING & LABELING,,,,,,,
label,"REFERENCE - Subcontract documentation, specifications, design documentation and issued for construction drawings",,,,,,,
label,ACCEPTANCE CRITERIA - Underground pipework to have identification tape installed.,,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,PITS,,,,,,,
label,"REFERENCE - Specifications, design documentation and issued for construction drawings",,,,,,,
label,"ACCEPTANCE CRITERIA - Pits to have smooth, seamless finish using steel trowel or concrete cast in steel frames. Design and for construction drawings",,,,,,,
label,SUBCONTRACTOR - S,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,TESTING,,,,,,,
label,REFERENCE - Subcontract documentation and AS3500.3 section 10,,,,,,,
label,"ACCEPTANCE CRITERIA - Hold/Witness point, invitation to inspect Hydrostatic Testing.",,,,,,,
label,SUBCONTRACTOR - WS,,,,,,,
label,WITNESS (SUBCONTRACTOR) - S,,,,,,,
checkpoint,BACKFILL COMPACTION,,,,,,,
