type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,A181 - West Dapto - ITC 014 (ITP014) - Utility Adjustments (Water),,,,,,A181 - West Dapto - ITC 014 (ITP014) - Utility Adjustments (Water),
checkpoint,1 - Preparation Works,,,,,,,
label,REQUIREMENTS / REFERENCE: Project Safety Plan,,,,,,,
label,ACCEPTANCE CRITERIA: ,,,,,,,
label,• All site personnel inducted (includes environment and cultural),,,,,,,
label,• Required Safe Work Method Statements completed and signed,,,,,,,
label,• Subcontractor’s safety plan/procedure approved,,,,,,,
text,INSPECTION:,,,,,,,
checkpoint,2 - Environment,,,,,,,
label,REQUIREMENTS / REFERENCE: Project Environment Plan,,,,,,,
label,ACCEPTANCE CRITERIA: ,,,,,,,
label,• Installation of soil erosion and sedimentation controls completed in accordance with Soil and Water Specs.,,,,,,,
label,• Air quality to be visually monitored for dust etc. as a direct result of construction activities.,,,,,,,
text,INSPECTION:,,,,,,,
checkpoint,3 - Preparations,,,,,,,
label,"REQUIREMENTS / REFERENCE: 0223, 1341, 1391 Cl 2",,,,,,,
label,ACCEPTANCE CRITERIA: ,,,,,,,
label,• DBYD and service locating completed,,,,,,,
label,• Water utility design approved and accepted for use,,,,,,,
text,INSPECTION:,,,,,,,
checkpoint,4 - Change Approved Design,,,,,,,
label,REQUIREMENTS / REFERENCE: 1341 Cl 1.6,,,,,,,
label,ACCEPTANCE CRITERIA: ,,,,,,,
label,"• HOLD POINT: If a change to the approved design alignment is required, submit proposal(s) to adjust alignment or position to the Client at least 3 days prior to excavating trenches",,,,,,,
text,INSPECTION:,,,,,,,
text,HOLD POINT NUMBER:,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,5 - Materials,,,,,,,
label,REQUIREMENTS / REFERENCE: 1341 Cl 2,,,,,,,
label,ACCEPTANCE CRITERIA: ,,,,,,,
label,• Materials comply to requirements of drawings and Project Specifications,,,,,,,
text,INSPECTION:,,,,,,,
checkpoint,6 - Change Trench Excavation,,,,,,,
