type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,CHK-006-STR&CIV-Material Inspection-Precast Panel,itp,,,,,CHK-006-STR&CIV-Material Inspection-Precast Panel Rev 0,
checkpoint-no-status,CHK-006-STR-RSS Walls-Material Inspection-Precast Panel,,,,,,,
note,Document Title: CHK-006-STR/CIV-Material Inspection-Precast,,,,,,,
note,ITP Description: Material Inspection-Precast,,,,,,,
note,Discipline (e.g. CIV/STR/RAIL): STR/CIV,,,,,,,
note,Revision Number: 0,,,,,,,
note,Revision Date: 10/01/2023,,,,,,,
note,ITP created by: Ethan Caruana-Smith,,,,,,,
note,ITP approved for use by: Pradeep Talasila,,,,,,,
checkpoint,1 - Delivery Details,,,,,,,
note,Acceptance Criteria: ,,,,,,,
textbox,Enter: Delivery Docket Number: ,,,,,,,
textbox,Enter: Delivery Date: ,,,,,,,
textbox,Enter: Element ID (s): ,,,,,,,
note,Attach: Delivery Docket and packaging Slip,,,,,,,
note,"Method: Document Review, Visual",,,,,,,
note,Frequency: Each Delivery,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,2 - Packaging Inspection-Quantity,,,,,,,
note,Acceptance Criteria: Does the number of packages in the delivery match that listed on the freight list/packaging slip?,,,,,,,
note,Method: Visual,,,,,,,
note,Frequency: Each Delivery,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,3 - Packaging Inspection-Delivery Contents,,,,,,,
note,Acceptance Criteria: Do the contents of the delivery match the freight list/packaging slip?,,,,,,,
note,"Method: Document Review, Visual",,,,,,,
note,Frequency: Each Delivery ,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,4 - Packaging Inspection-Birth Certificate,,,,,,,
note,Acceptance Criteria: Is the delivery accompanied by Precast items Birth Certificates?,,,,,,,
note,○ Precast components are to be marked on the birth certificate.,,,,,,,
note,○ Cast date and lot are to be marked on the birth certificate.,,,,,,,
note,Method: Document Review,,,,,,,
note,Frequency: Each Precast item,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,5 - Packaging Inspection-Transport,,,,,,,
note,Acceptance Criteria: Is the condition of packaging acceptable. ,,,,,,,
note,○ Precast items are protected from damage during the transport,,,,,,,
note,Method: Visual,,,,,,,
note,Frequency: Each Precast item,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,6 - Fault IDs:,,,,,,,
note,"Acceptance Criteria: For each precast type delivered, check for the following:",,,,,,,
note,1 - Identification markings match the element type,,,,,,,
note,2 - Element fabricated as per drawings,,,,,,,
note,3 - Cracks,,,,,,,
note,4 - Spalling/Damage to concrete surface,,,,,,,
note,5 - Exposed Reinforcement,,,,,,,
note,6 - Damage to Anti-Graffiti coating,,,,,,,
note,7 - Incorrect Lifting mechanism size/Orientation/Quantity as per lifting design,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 1,,,,,,,
note,Reference: Item 6 on this Checklist,,,,,,,
note,Acceptance Criteria: For Each Precast type delivered:,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,
textbox,Enter: Quantity:,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,
note,"Method: Visual, Measure",,,,,,,
note,Frequency: Each precast type delivered,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 2,,,,,,,
note,Reference: Item 6 on this Checklist,,,,,,,
note,Acceptance Criteria: For Each Precast type delivered:,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,
textbox,Enter: Quantity:,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,
note,"Method: Visual, Measure",,,,,,,
note,Frequency: Each precast type delivered,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 3,,,,,,,
note,Reference: Item 6 on this Checklist,,,,,,,
note,Acceptance Criteria: For Each Precast type delivered:,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,
textbox,Enter: Quantity:,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,
note,"Method: Visual, Measure",,,,,,,
note,Frequency: Each precast type delivered,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 4,,,,,,,
note,Reference: Item 6 on this Checklist,,,,,,,
note,Acceptance Criteria: For Each Precast type delivered:,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,
textbox,Enter: Quantity:,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,
note,"Method: Visual, Measure",,,,,,,
note,Frequency: Each precast type delivered,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 5,,,,,,,
note,Reference: Item 6 on this Checklist,,,,,,,
note,Acceptance Criteria: For Each Precast type delivered:,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,
textbox,Enter: Quantity:,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,
note,"Method: Visual, Measure",,,,,,,
note,Frequency: Each precast type delivered,,,,,,,
note,Category: IP,,,,,,,
note,Responsibility: PE/SE,,,,,,,
note,Verifying Documents: This Checklist,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,Final Inspection,,,,,,,
note,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,
