type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP - Pukekohe Train Station Upgrade - Security,itp,,,,,ITP - Pukekohe Train Station Upgrade - Security,
section,PRE-INSTALLATION,,,,,,,
checkpoint,1 - Device Product Data Sheets,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,
label,CONFORMANCE CRITERIA (WHATS REQUIRED) - Recommended CCTV Data Sheets as Per Provided Drawings,,,,,,,
label,FREQUENCY - As Required,,,,,,,
label,INSPECTION / TEST METHOD - Visual Inspection,,,,,,,
label,VERIFICATION RECORDS - Manufacturers Data Sheet,,,,,,,
label,AS/NZS STANDARD - 3000,,,,,,,
checkpoint,2 - Provided Security Drawings,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,
label,CONFORMANCE CRITERIA (WHATS REQUIRED) - As Per Provided Construction Drawings By Downer Construction,,,,,,,
label,FREQUENCY - As Required,,,,,,,
label,INSPECTION / TEST METHOD - Visual Inspection,,,,,,,
label,VERIFICATION RECORDS - Design drawings,,,,,,,
label,AS/NZS STANDARD -,,,,,,,
checkpoint,3 - Device FAT Testing - Off Site,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,
label,CONFORMANCE CRITERIA (WHATS REQUIRED) - Device Testing and Pre-Setup,,,,,,,
label,FREQUENCY - As Required,,,,,,,
label,INSPECTION / TEST METHOD - Visual Inspection,,,,,,,
label,"VERIFICATION RECORDS - CSLI-CCTV-FAT, CSLI-EHP-FAT, CSLI-PID-FAT",,,,,,,
label,AS/NZS STANDARD -,,,,,,,
section,CABLE INSTALLATION,,,,,,,
checkpoint,1 - Sub-Contractor Installed Cabling,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,
label,CONFORMANCE CRITERIA (WHATS REQUIRED) - Point to Point testing completed by cabling contractor confirmimg cabling is sufficient to use.,,,,,,,
label,FREQUENCY - Always,,,,,,,
label,INSPECTION / TEST METHOD - Cable Testing,,,,,,,
label,VERIFICATION RECORDS - Design drawings,,,,,,,
label,"AS/NZS STANDARD - 3000, 3008, 3017, 1660",,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,CCTV INSTALLATION,,,,,,,
checkpoint,1 - Completed Asset data sheets,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,
label,CONFORMANCE CRITERIA (WHATS REQUIRED) - Complete asset data sheets for each camera and send through to the networks team for IP Address assignment,,,,,,,
label,FREQUENCY - Pre-Commissioning,,,,,,,
label,INSPECTION / TEST METHOD - Visual Inspection,,,,,,,
label,VERIFICATION RECORDS - AT Asset data sheet,,,,,,,
label,AS/NZS STANDARD -,,,,,,,
checkpoint,2 - Network switch port allocation,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,
label,CONFORMANCE CRITERIA (WHATS REQUIRED) - Confirm with networks team on which device has been assigned to each network port,,,,,,,
label,FREQUENCY - Pre-Commissioning,,,,,,,
label,INSPECTION / TEST METHOD - Visual Inspection,,,,,,,
label,VERIFICATION RECORDS -,,,,,,,
label,AS/NZS STANDARD -,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,3 - Installation of cameras at provided locations,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,
