Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Building A,grouping,Building A,,
,,Basement,,Basement,Building A,Site QA
,,Ground,,Ground,Building A,Site QA
,,Level 1,,Level 1,Building A,Site QA
,,Level 2,,Level 2,Building A,Site QA
,,Level 3,,Level 3,Building A,Site QA
,,Level 4,,Level 4,Building A,Site QA
,,Level 5,,Level 5,Building A,Site QA
,,Building B,grouping,Building B,,
,,Basement,,Basement,Building B,Site QA
,,Ground,,Ground,Building B,Site QA
,,Level 1,,Level 1,Building B,Site QA
,,Level 2,,Level 2,Building B,Site QA
,,Level 3,,Level 3,Building B,Site QA
,,Level 4,,Level 4,Building B,Site QA
,,Level 5,,Level 5,Building B,Site QA
,,Building C,grouping,Building C,,
,,Basement,,Basement,Building C,Site QA
,,Ground,,Ground,Building C,Site QA
,,Level 1,,Level 1,Building C,Site QA
,,Level 2,,Level 2,Building C,Site QA
,,Level 3,,Level 3,Building C,Site QA
,,Level 4,,Level 4,Building C,Site QA
,,Level 5,,Level 5,Building C,Site QA
,,Building D,grouping,Building D,,
,,Basement,,Basement,Building D,Site QA
,,Ground,,Ground,Building D,Site QA
,,Level 1,,Level 1,Building D,Site QA
,,Level 2,,Level 2,Building D,Site QA
,,Level 3,,Level 3,Building D,Site QA
,,Level 4,,Level 4,Building D,Site QA
,,Level 5,,Level 5,Building D,Site QA
,Columns,,,,,
,,Rough In,,Rough In,,
,,Fit Off,,Fit Off,,
,,Fire Penetrations,,Fire Penetrations,,
,,Hydrant/Sprinkler Mains/Risers/Hose Reels,,Hydrant/Sprinkler Mains/Risers/Hose Reels,,
,,Fire Extinguishers/Blankets,,Fire Extinguishers/Blankets,,
