resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,367A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,365A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,Common Areas,,,,,,,,,
,step,,,,,,,,Lounge,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,South - AG-CE (FacingB03/B02),,,,,,,,,,
,step,,,,,,,Apartments ,,,,,,,,,
,step,,,,,,,,378A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,376A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,374A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,372A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,370A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,368A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,366A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,364A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,Common Areas,,,,,,,,,
,step,,,,,,,,Dining,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,West - A4-A11 (Facing B04/B05),,,,,,,,,,
,step,,,,,,,Apartments ,,,,,,,,,
,step,,,,,,,,357A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,359A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,360A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,361A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,,,,,362A,,,,,,,,
,step,,,,,,,,,Balcony ,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
FC - S - Exterior Tiling,checklist,,,,,,,,,,Exterior Tiling,,,,,,
,step,,,,Fitout,,,,,,,,,,,,
,step,,,,,Basement,,,,,,,,,,,
,step,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,Lift & Stairwell,,,,,,,,,
,step,,,,,,,,Stair 1,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 2,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 3,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 1 & 2,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 3,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Residents Workshop,,,,,,,,,
,step,,,,,,,,WC Lobby,,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,Screeding,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,,
,step,,,,,,,,Toilet/WC,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,,
,step,,,,,,,Commercial Kitchen,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Laundry,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,Ground Floor,,,,,,,,,,,
,step,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,Stair,,,,,,,,,
,step,,,,,,,,Stair 1,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 2,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 3,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 4,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 5,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 6,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 7,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Lift,,,,,,,,,
,step,,,,,,,,Lift 1 & 2,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 3,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 4,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 5,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Pool/Spa,,,,,,,,,
,step,,,,,,,,Lobby Area & Corridor,,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,Screeding,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Pool,,,,,,,,
,step,,,,,,,,,Interior,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Base,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,Spa,,,,,,,,
,step,,,,,,,,,Interior,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Base,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,WC & Changing Room,,,,,,,,
,step,,,,,,,,,WC Lobby,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,,Toilet/WC,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,,Changing Room 1,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Changing Room 2,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,Café ,,,,,,,,,
,step,,,,,,,,Counter,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Public Bathroom/WC,,,,,,,,,
,step,,,,,,,,WC Lobby,,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,Screeding,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,,
,step,,,,,,,,Toilet/WC - 1,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,,
,step,,,,,,,,Toilet/WC - 2,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,,
,step,,,,,,,,Toilet/WC - Staff,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,,
,step,,,,,,,Village Center,,,,,,,,,
,step,,,,,,,,Village Center - Fireplace,,,,,,,,
,step,,,,,,,,,Fireplace Hearth,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Fireplace Front,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,Entry Foyer,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Reception,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Staff Room,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Care Center,,,,,,,,,
,step,,,,,,,,Dementia Dining 1 - Servery,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Dementia Dining 2 - Servery,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Dementia Lounge 1 - Fireplace ,,,,,,,,
,step,,,,,,,,,Fireplace Hearth,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Fireplace Front,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,Dementia Lounge 2 - Fireplace ,,,,,,,,
,step,,,,,,,,,Fireplace Hearth,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Fireplace Front,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,ACC WC - South,,,,,,,,
,step,,,,,,,,,Toilet/WC ,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,AC WC - North,,,,,,,,
,step,,,,,,,,,Toilet/WC,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,Treatment Room,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Dining Area ,,,,,,,,,
,step,,,,,,,,Servery,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,Service Areas,,,,,,,,,,
,step,,,,,,,Cleaner Rooms,,,,,,,,,
,step,,,,,,,,Cleaner Room - NE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Cleaner Room - SE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Sluice Rooms,,,,,,,,,
,step,,,,,,,,Sluice Room - NE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Sluice Room - SE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,SW - Wing,,,,,,,,,
,step,,,,,,,,G69A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G68A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G67A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G66A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G65A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G64A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,NE - Wing,,,,,,,,,
,step,,,,,,,,G19C,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Kitchen,,,,,,,
,step,,,,,,,,,,Tiling,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,Bathroom,,,,,,,
,step,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G17C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G15C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G6C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G4C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G2C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G1C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G3C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G5C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G7C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G8C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G10C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G10C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G11C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G13C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
