Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,Precast Panel QA,,,,,Yes,Precast Panel QA (V1),f1bca21c-60a7-4490-9414-07d49883e237,,,
checkpoint-group,Precast Element Details,,,,,,,,,,
checkpoint-status,Concrete Details Complete,,,,,,,,,,
text,Concrete Volume,,,,,,,,,,
text,Concrete Strength,,,,,,,,,,
text,Enter Drawing Revision Number,,,,,,,,,,
text,Cast Date,,,,,,,,,,
text,Admixture Required,,,,,,,,,,
checkpoint-group,Formwork Set Up Checks,,,,,,,,,,
checkpoint-status,Length/Width/Thickness/Cutouts/Diagonals,,,,,,,,,,
checkpoint-status,Edge Details & Rebates,,,,,,,,,,
checkpoint-status,"Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)",,,,,,,,,,
checkpoint-status,MF roughening's,,,,,,,,,,
checkpoint-status,Sides Straight & Magnets Fastened,,,,,,,,,,
checkpoint-status,Mould Face Clean,,,,,,,,,,
checkpoint-group,Prepour Checks,,,,,,,,,,
checkpoint-status,Mould Cleaned & Oiled,,,,,,,,,,
checkpoint-status,"Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)",,,,,,,,,,
checkpoint-status,"Check covers on all sides, MF and TF",,,,,,,,,,
checkpoint-status,There is sufficient cover to rebates around openings or weatherproofing details,,,,,,,,,,
checkpoint-status,"Starters (Size, Grade, Setout and Length)",,,,,,,,,,
checkpoint-status,"Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)",,,,,,,,,,
checkpoint-status,Lifters,,,,,,,,,,
checkpoint-status,Tie wire Trimmed,,,,,,,,,,
checkpoint-status,Panel fully clean,,,,,,,,,,
checkpoint-status,General Photos Attached,,,,,,,,,,
checkpoint-status,Shop Drawing Checked Off (attach photo),,,,,,,,,,
checkpoint-status,Off Site Claim Photos Taken (attach photo with principles details),,,,,,,,,,
checkpoint-group,Demould Inspection,,,,,,,,,,
checkpoint-status,Demould Inspection complete,,,,,,,,,,
checkpoint-group,Loading Out,,,,,,,,,,
checkpoint-status,Photo take of Panel on Truck,,,,,,,,,,
checkpoint-status,No remedial work required on site,,,,,,,,,,
checkpoint-group,"Test Results, Certificates and Documentation",,,,,,,,,,
checkpoint-status,Upload reinforcing detail sheets,,,,,,,,,,
checkpoint-status,Concrete Docket Attached,,,,,,,,,,
checkpoint-status,Upload Concrete test results,,,,,,,,,,
checkpoint-status,Upload Photo of Reinforcing Cast # Tracking,,,,,,,,,,
checkpoint-status,Upload Lift Designs,,,,,,,,,,
