resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Open space,,,,,,,,
,step,,,,Cable containment,,,,,,,
Catenaries,checklist,,,,,Catenaries,,,,,,
Cable tray,checklist,,,,,Cable tray,,,,,,
Conduit,checklist,,,,,conduit,,,,,,
Floor box,checklist,,,,,Floor boxes,,,,,,
Trunking,checklist,,,,,Trunking,,,,,,
,step,,,,First fix,,,,,,,
Flush box,checklist,,,,,Flush boxes,,,,,,
,step,,,,,Cabling,,,,,,
Power circuits first fix,checklist,,,,,,Power,,,,,
Lighting circuits first fix,checklist,,,,,,Lighting,,,,,
,step,,,,Second fix,,,,,,,
Switchboard,checklist,,,,,Switchboard,,,,,,
Power circuits second fix,checklist,,,,,Power,,,,,,
Lighting circuits second fix,checklist,,,,,Lighting,,,,,,
Documentation,checklist,,,,Documentation,,,,,,,
,step,,,Meeting rooms,,,,,,,,
,step,,,,Cable containment,,,,,,,
Catenaries,checklist,,,,,Catenaries,,,,,,
Cable tray,checklist,,,,,Cable tray,,,,,,
Conduit,checklist,,,,,Conduit,,,,,,
Floor box,checklist,,,,,Floor boxes,,,,,,
Trunking,checklist,,,,,Trunking,,,,,,
,step,,,,First fix,,,,,,,
Flush box,checklist,,,,,Flush boxes,,,,,,
,step,,,,,Cabling,,,,,,
Power circuits first fix,checklist,,,,,,Power,,,,,
Lighting circuits first fix,checklist,,,,,,Lighting,,,,,
,step,,,,Second fix,,,,,,,
Switchboard,checklist,,,,,Switchboard,,,,,,
Power circuits second fix,checklist,,,,,Power,,,,,,
Lighting circuits second fix,checklist,,,,,Lighting,,,,,,
Documentation,checklist,,,,Documentation,,,,,,,
,step,,,Lunch room/Kitchen,,,,,,,,
Kitchen,checklist,,,,Kitchen,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
