"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8b19d7f2-a6bb-43f9-8a0c-ffa1cbd1cb5c","","folder-normal","fail","","step","TRUE","FALSE","Asphalt Production"
"71327d3e-2e13-4e07-bf67-275ee948a75f","","checklist-sectioned","pass","3d1bcc5e53c0b8c71764e4319e18a82f3a1b688776bf5643a0ae74b20309116f","checklist","FALSE","FALSE","Asphalt Production","221116-PB-007 ITP001 - Asphalt Production of Base Mixes"
"0740b366-ffdd-49dd-adb9-50a4048ed430","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221117-PB-008 ITP001 - Asphalt Production of Base Mixes"
"0957b6b7-2591-49cf-8c12-a95e731dfca2","","checklist-sectioned","work-in-progress","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221120-PB-000 ITP001 - Asphalt Production of Base Mixes"
"3d9c3f42-222c-47a1-a47d-db348309166e","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221121-PB-009 ITP001 - Asphalt Production of Base Mixes"
"13433fa6-2f97-4fc9-a1e9-ad552e69876f","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221122-PB-010 ITP001 - Asphalt Production of Base Mixes"
"adbf135e-4b1a-47bd-91a4-fe2304e3ebd6","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221123-PB-011 ITP001 - Asphalt Production of Base Mixes"
"f2b663f6-6c42-4b23-aae3-3f977da9bfd0","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221124-PB-012 ITP001 - Asphalt Production of Base Mixes"
"49698644-ab02-44f6-a15c-90c7c39679ef","","checklist-sectioned","fail","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221127-PB-013 ITP001 - Asphalt Production of Base Mixes"
"da0f96c8-6cb5-417e-8cc7-607c21b017e4","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221128-PB-014 ITP001 - Asphalt Production of Base Mixes"
"bcf8416f-f511-4ff9-b2f9-cc6f8db022b2","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221129-PB-015 ITP001 - Asphalt Production of Base Mixes"
"ffd0a183-5d7c-435d-a6a3-691b57985e0f","","checklist-sectioned","fail","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221130-PB-016 ITP001 - Asphalt Production of Base Mixes"
"bdcff675-fd39-462b-8a53-97b64513a9e0","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221201-PB-017 ITP001 - Asphalt Production of Base Mixes"
"50c44c0b-f06d-4e6e-93aa-51eefb849444","","checklist-sectioned","work-in-progress","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221205-PB-017A ITP001 - Asphalt Production of Base Mixes"
"a87f23d6-00f1-4a62-85a9-1912187db88f","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221206-PB-018 ITP001 - Asphalt Production of Base Mixes"
"a80e3cf3-dac9-4907-9d8d-5da2fec6e47c","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221207-PB-019 ITP001 - Asphalt Production of Base Mixes"
"10717234-e933-4963-bf65-4f591d5f95b3","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221208-PB-020 ITP001 - Asphalt Production of Base Mixes"
"5fdf3293-3b3f-42f0-a11c-262531bf8be0","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221209-PB-021 ITP001 - Asphalt Production of Base Mixes"
"d46e3916-a729-481d-8d45-e11519b0cf6d","","checklist-sectioned","work-in-progress","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221212-PB-000 ITP001 - Asphalt Production of Base Mixes"
"8e8f300f-8d04-4f7c-9756-68ab04b78c50","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221213-PB-022 ITP001 - Asphalt Production of Base Mixes"
"885552ee-9fc2-4c53-85e5-41ce0711346e","","checklist-sectioned","work-in-progress","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221214-PB-000 ITP001 - Asphalt Production of Base Mixes"
"087e7c5f-48c6-4bc4-9dfc-c925f3e40c5d","","checklist-sectioned","fail","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221215-PB-023 ITP001 - Asphalt Production of Base Mixes"
"b6589988-06fc-4d0d-b5c1-cfc33418bcd3","","checklist-sectioned","pass","c1f3110f9538f9fde3ecb9093262a0d1a57650aad43a866037532965b37931e3","checklist","FALSE","FALSE","Asphalt Production","221219-PB-024 ITP001 - Asphalt Production of Base Mixes"
"3f9cd06e-35da-4941-8890-cdae25892033","","checklist-sectioned","fail","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","230116-SC-025 ITP003 - Asphalt Production of Surface Mixes"
"4c8cab4f-f6cf-4bb7-826b-6575b05468a5","","checklist-sectioned","fail","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","230117-SC-026 ITP003 - Asphalt Production of Surface Mixes"
"bc87cd31-ac2f-4434-a151-1127ed8d0e99","","checklist-sectioned","fail","1c11ccef7594880d54d52bb4def90f84bc8817e4ea08bd30442b810903ef20e1","checklist","FALSE","FALSE","Asphalt Production","230118-PB-027 ITP001 - Asphalt Production of Base Mixes"
"5a8a2270-3862-4599-b728-8c75f453593d","","checklist-sectioned","pass","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","230119-SC-028 ITP003 - Asphalt Production of Surface Mixes"
"abf106ef-90e1-458b-a3d6-308e94d72e0b","","checklist-sectioned","pass","1c11ccef7594880d54d52bb4def90f84bc8817e4ea08bd30442b810903ef20e1","checklist","FALSE","FALSE","Asphalt Production","230120-PB-029 ITP001 - Asphalt Production of Base Mixes"
"da4bff17-b01d-43e2-8f5c-b5f60d47cc14","","checklist-sectioned","fail","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","  230122-PB-030 ITP003 - Asphalt Production of Surface Mixes"
"81ed8fd0-beab-43b7-94c0-00d0c35f9a56","","checklist-sectioned","pass","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","230123-SC-031 ITP003 - Asphalt Production of Surface Mixes"
"95d0941d-7ddc-45a1-a959-e13f19371567","","checklist-sectioned","pass","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","230124-SC-032 ITP003 - Asphalt Production of Surface Mixes"
"b4cca38d-14d9-4447-97ce-6983b6cf4d08","","checklist-sectioned","pass","65f6c61d8e4c8067b37bb4f286962f7b70962e31285ce9820b250a4efad55a93","checklist","FALSE","FALSE","Asphalt Production","230129-SC-033 ITP003 - Asphalt Production of Surface Mixes"
"b7315770-245b-4a6b-84a5-6c19ad4970c4","","checklist-sectioned","fail","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230130-SC-034 ITP003 - Asphalt Production of Surface Mixes"
"518c121b-8a2e-4e41-8bcd-214188c73198","","checklist-sectioned","fail","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230131-SC-035 ITP003 - Asphalt Production of Surface Mixes"
"c42da305-bced-4320-ade4-33567c66120c","","checklist-sectioned","fail","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230201-PB-036 ITP003 - Asphalt Production of Surface Mixes"
"c3f8eaed-8d20-4968-82ca-4d40b1755c83","","checklist-sectioned","fail","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230202-PB-037 ITP003 - Asphalt Production of Surface Mixes"
"d4908302-04ec-4446-b4b7-59495d21954b","","checklist-sectioned","pass","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230205-PB-038 ITP003 - Asphalt Production of Surface Mixes"
"e1488ebf-24b7-44db-a37a-2dab17ecaed2","","checklist-sectioned","pass","1c11ccef7594880d54d52bb4def90f84bc8817e4ea08bd30442b810903ef20e1","checklist","FALSE","FALSE","Asphalt Production","230206-PB-039 ITP001 - Asphalt Production of Base Mixes"
"6c3ef768-8236-4ee0-b4af-21ff17fdbd5f","","checklist-sectioned","fail","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230207-SC-040 ITP003 - Asphalt Production of Surface Mixes"
"81ee1cbc-fb5c-425b-bac5-0f48b8a6144b","","checklist-sectioned","pass","5bef987d70b6ad2223afd54e3147d6a4192b98653319a98e9c60b0c40ff6b753","checklist","FALSE","FALSE","Asphalt Production","230208-SC-041 ITP003 - Asphalt Production of Surface Mixes"
"7f170134-0686-47ee-85c4-8d6b9e099cf9","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230209-SC-042 ITP003 - Asphalt Production of Surface Mixes"
"4f96b28e-99a9-4b42-9749-7838aa3c0588","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230212-SC-043 ITP003 - Asphalt Production of Surface Mixes"
"3da75179-29db-4242-8915-7a4074d4427f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230213-SC-044 ITP003 - Asphalt Production of Surface Mixes"
"77198652-f746-4d61-ad4e-e82bef518d98","","checklist-sectioned","fail","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230214-SC-045 ITP003 - Asphalt Production of Surface Mixes"
"40d8edc7-07f1-4b7d-8433-66a9907ef659","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230215-SC-046 ITP003 - Asphalt Production of Surface Mixes"
"80e3502f-17f5-4ab3-a3fa-9be0033cea4a","","checklist-sectioned","fail","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230216-SC-047 ITP003 - Asphalt Production of Surface Mixes"
"98c2559e-a643-40a2-bfc6-87e496067e9b","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230219-SC-048 ITP003 - Asphalt Production of Surface Mixes"
"e6a60db9-0c98-4638-a760-8886cf75f1f1","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230220-SC-049 ITP003 - Asphalt Production of Surface Mixes"
"1fb91582-db29-43db-bcdd-56d92afcb25d","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","210221-SC-050 ITP003 - Asphalt Production of Surface Mixes"
"5df93206-efb1-47ff-99b2-983953938107","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230222-SC-051 ITP003 - Asphalt Production of Surface Mixes"
"ae0efdb7-2dc0-4fd3-9a72-4d37bc2fb69f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230223-SC-052 ITP003 - Asphalt Production of Surface Mixes"
"90b46996-c33e-44a5-8650-c82f6b10c597","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230227-SC-053 ITP003 - Asphalt Production of Surface Mixes"
"8357aed0-5116-4e7e-bad1-4784b02af57a","","checklist-sectioned","fail","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230301-SC-054 ITP003 - Asphalt Production of Surface Mixes"
"6c111829-627d-45c9-a890-9b3d38dbfc6b","","checklist-sectioned","work-in-progress","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230302-SC-000 ITP003 - Asphalt Production of Surface Mixes"
"d0a3d92f-ae72-49e5-997f-882b50cd0e07","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230306-SC-055 ITP003 - Asphalt Production of Surface Mixes"
"ee8c68e5-7105-4ebe-a278-1d93a79fde39","","checklist-sectioned","work-in-progress","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230307-SC-000 ITP003 - Asphalt Production of Surface Mixes"
"d5f7fbef-2dac-4348-8481-d937e3c8464f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230308-SC-056 ITP003 - Asphalt Production of Surface Mixes"
"8bfc6fa8-836f-42bc-a7ca-caacb1cc2492","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230309-SC-057 ITP003 - Asphalt Production of Surface Mixes"
"22a05e0a-f2f3-4fb3-a642-321fe6d6ef9f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230314-SC-058 ITP003 - Asphalt Production of Surface Mixes"
"8106739b-7359-45c3-923d-7309557a712f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230315-SC-059 ITP003 - Asphalt Production of Surface Mixes"
"3dce086b-40be-43e9-b981-7a85419e99aa","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230316-SC-060 ITP003 - Asphalt Production of Surface Mixes"
"809863b3-0e0f-47ab-aaef-6f6bd297567d","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230317-SC-061 ITP003 - Asphalt Production of Surface Mixes"
"15f055ea-270c-49ab-9c19-0494dfa8f7dc","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230319-SC-062 ITP003 - Asphalt Production of Surface Mixes"
"8697b9ad-339e-409a-be0c-46edd185dbb9","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230320-SC-063 ITP003 - Asphalt Production of Surface Mixes"
"7d48a9ee-c9b8-4624-aa9e-8d45be47f3df","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230321-PB-064 ITP003 - Asphalt Production of Surface Mixes"
"cd7e955a-978d-4ffc-91b3-ed8e8c5c5592","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230322-SC-065 ITP003 - Asphalt Production of Surface Mixes"
"83e93d16-a4c8-4127-899f-dc3d96e0ab41","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230323-SC-066 ITP003 - Asphalt Production of Surface Mixes"
"9b61d026-12b6-433c-89ce-b5366271ac81","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230327-SC-068 ITP003 - Asphalt Production of Surface Mixes"
"f249b31e-818a-493d-8236-9d1ffc83e7b1","","checklist-sectioned","fail","1c11ccef7594880d54d52bb4def90f84bc8817e4ea08bd30442b810903ef20e1","checklist","FALSE","FALSE","Asphalt Production","230326-PB-067 ITP001 - Asphalt Production of Base Mixes"
"641a640b-3b1c-4fdf-8205-69cd753a6fe5","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230328-SC-069 ITP003 - Asphalt Production of Surface Mixes"
"0581c894-a7f4-4918-9e2f-404f22f04fa9","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230329-SC-070 ITP003 - Asphalt Production of Surface Mixes"
"472ee28f-fc7a-48e9-9e03-ab93b76d3985","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230330-SC-071 ITP003 - Asphalt Production of Surface Mixes"
"03dff937-b1f6-41ed-add6-6ce9e8cb370d","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230402-SC-072 ITP003 - Asphalt Production of Surface Mixes"
"20f378c8-2a28-403e-86fb-905c5a52f88a","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230403-SC-072a ITP003 - Asphalt Production of Surface Mixes"
"f178a50a-6ba4-44b4-834e-a65589d48d0f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230404-SC-073 ITP003 - Asphalt Production of Surface Mixes"
"c540c3eb-ba2c-41c9-91c4-986905cdd3df","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230405-SC-074 ITP003 - Asphalt Production of Surface Mixes"
"c674bdab-3acd-4b29-bd13-5650c5afee18","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230416-SC-075 ITP003 - Asphalt Production of Surface Mixes"
"00e50e87-aa34-44cf-810e-72d75b3a22dc","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230417-SC-076 ITP003 - Asphalt Production of Surface Mixes"
"f5172498-5cee-4a54-b9eb-1b1fdd90609f","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230419-SC-077 ITP003 - Asphalt Production of Surface Mixes"
"c18e6430-a438-4027-8ba9-93d247067f66","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230420-SC-078 ITP003 - Asphalt Production of Surface Mixes"
"6755f45f-0bed-44ef-8a61-f6fc317d9213","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230426-SC-079 ITP003 - Asphalt Production of Surface Mixes"
"56a187b7-a8e0-4fb5-b615-4f99d1df0396","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230427-SC-080 ITP003 - Asphalt Production of Surface Mixes"
"3c41a82f-9693-4e31-aba2-53c6f1cc12d7","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230428-SC-081 ITP003 - Asphalt Production of Surface Mixes"
"ee961056-9509-4d6d-afcf-4483ee1920d5","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230430-SC-082 ITP003 - Asphalt Production of Surface Mixes"
"9587915e-daa4-4bf1-94b7-b89e9847f734","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230501-SC-083 ITP003 - Asphalt Production of Surface Mixes"
"b6fd9c33-882d-4a7f-94d6-1da2a51d6c92","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230503-SC-084 ITP003 - Asphalt Production of Surface Mixes"
"e674ef86-0778-4717-be28-966cfe77f4aa","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230504-SC-085 ITP003 - Asphalt Production of Surface Mixes"
"bd969c02-57ce-4ff0-b254-509428925897","","checklist-sectioned","work-in-progress","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230507-SC-000 ITP003 - Asphalt Production of Surface Mixes"
"c06252de-61a9-4a5e-8659-05820eaf426e","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230508-SC-086 ITP003 - Asphalt Production of Surface Mixes"
"405e7cf6-aace-4571-8996-934ba3370ad1","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230509-SC-087 ITP003 - Asphalt Production of Surface Mixes"
"56cc186e-fdab-4c1d-b1d1-300356b6a584","","checklist-sectioned","work-in-progress","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230510-SC-087a ITP003 - Asphalt Production of Surface Mixes"
"f737447d-9f47-498a-8e66-83dc62894f7b","","checklist-sectioned","pass","d58f2e648e547cb3aca21bae20991bd27717795f6a1383712c543828814cf0c5","checklist","FALSE","FALSE","Asphalt Production","230511-SC-088 ITP003 - Asphalt Production of Surface Mixes"
"15fb48e9-6d2e-42a5-b1c8-dc30cd9d5bd7","","checklist-sectioned","work-in-progress","ITP003 - Asphalt Production of Surface Mixes","checklist","FALSE","FALSE","Asphalt Production","231023-SC-089 ITP003 - Asphalt Production of Surface Mixes"
