type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,Toolbox Meeting -,,,,,Yes,H&S - Toolbox Meeting Minutes,1a3c6728-2e86-4270-a71a-4f87769fbfd2
section,Details,,,,,,,
checkpoint,Details Complete (pass once all relevant details are inputted below),,,,,,,
textbox,Office location:,,,,,,,
note,Who is running this meeting,,,,,,,
textbox,Name:,,,,,,,
textbox,Company:,,,,,,,
textbox,Agenda items:,,,,,,,
textbox,Theme of the week (topic for focus):,,,,,,,
section,Health and safety issues,,,,,,,
checkpoint,Relevant Issues recorded with appropriate actions and date,,,,,,,
textbox,Issue raised from site safety inspection:,,,,,,,
textbox,Actions:,,,,,,,
textbox,By who and when:,,,,,,,
checkpoint,Issues outstanding from previous briefings recorded with appropriate actions and date,,,,,,,
textbox,Issues outstanding from previous briefings:,,,,,,,
textbox,Actions:,,,,,,,
textbox,By who and when:,,,,,,,
checkpoint,3. Employee-raised issues recorded with appropriate actions and date,,,,,,,
textbox,Employee-raised issues:,,,,,,,
textbox,Actions:,,,,,,,
textbox,By who and when:,,,,,,,
checkpoint,4. Positive safe-action observations recorded with appropriate actions and date,,,,,,,
textbox,Positive safe-action observations:,,,,,,,
textbox,Actions:,,,,,,,
textbox,By who and when:,,,,,,,
checkpoint,5. Incidents or injuries recorded with appropriate actions and date,,,,,,,
textbox,Incidents or injuries:,,,,,,,
textbox,Actions:,,,,,,,
textbox,By who and when:,,,,,,,
section,Job plans reviewed,,,,,,,
checkpoint,Job/Task plan(s) reviewed & Action(s) recorded below,,,,,,,
textbox,1,,,,,,,
textbox,2,,,,,,,
textbox,3,,,,,,,
textbox,4,,,,,,,
textbox,5,,,,,,,
textbox,6,,,,,,,
section,Operational issues,,,,,,,
checkpoint,Operational Item(s) & Action(s) recorded below,,,,,,,
textbox,1,,,,,,,
textbox,2,,,,,,,
textbox,3,,,,,,,
textbox,4,,,,,,,
textbox,5,,,,,,,
textbox,6,,,,,,,
section,Other business,,,,,,,
checkpoint,Other Business Item(s) & Action(s) recorded below,,,,,,,
textbox,1,,,,,,,
textbox,2,,,,,,,
textbox,3,,,,,,,
textbox,4,,,,,,,
section,Attendees,,,,,,,
checkpoint,Add name and Photo of attendees (pass once all attendees are recorded),,,,,,,
signoff,Send signoff request to all attendees,,,,,,,
section,Review by management,,,,,,,
checkpoint,Send to management to review?,,,,,,,
signoff,Reviewed and signed off by management,,,,,,,
,,,,,,,,
checklist,Accident & Incident Investigation Report,,,,,Yes,H&S - Accident & Incident Investigation,209a7709-c33e-402f-9ccc-d08276411ab7
section,Details,,,,,,,
checkpoint,Details Completed,,,,,,,
textbox,Name of Investigator:,,,,,,,
section,Particulars of Incident,,,,,,,
checkpoint,Particulars of Incident Details Completed,,,,,,,
dropdown,Day of Incident:,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,,,,,
textbox,Time:,,,,,,,
textbox,Project/Site:,,,,,,,
textbox,Date Reported:,,,,,,,
section,Injured Person Details,,,,,,,
checkpoint,Injured Person Details Completed,,,,,,,
textbox,Name:,,,,,,,
textbox,Age:,,,,,,,
textbox,Phone Number:,,,,,,,
textbox,Address:,,,,,,,
textbox,Reported date of incident:,,,,,,,
textbox,Length of employment:,,,,,,,
textbox,Time on job:,,,,,,,
checkpoint,Type Of Injury:,,,,,,,
tickbox,Strain/sprain,,,,,,,
tickbox,Fracture,,,,,,,
tickbox,Laceration/cut,,,,,,,
tickbox,Bruising,,,,,,,
tickbox,Scratch/abrasion,,,,,,,
tickbox,Amputation,,,,,,,
tickbox,Burn scald,,,,,,,
tickbox,Dislocation,,,,,,,
tickbox,Internal,,,,,,,
tickbox,Foreign body,,,,,,,
tickbox,Chemical reaction,,,,,,,
tickbox,Other,,,,,,,
textbox,If other please specify:,,,,,,,
textbox,Injured Part of Body:,,,,,,,
section,Damaged Property,,,,,,,
checkpoint,Damaged Property Details Completed,,,,,,,
textbox,Property/material damaged:,,,,,,,
textbox,Nature of damage:,,,,,,,
textbox,Object/substance inflicting damage:,,,,,,,
section,Incident,,,,,,,
checkpoint,Incident Details Complete,,,,,,,
textbox,Describe what happened (space overleaf for diagram – essential for all vehicle incidents):,,,,,,,
section,Analysis,,,,,,,
checkpoint,Analysis Details Completed,,,,,,,
textbox,What were the causes (root and contributing causes) of the incident?,,,,,,,
textbox,Root causes – safety system failures:,,,,,,,
textbox,Contributing causes – unsafe acts and conditions:,,,,,,,
section,Prevention,,,,,,,
checkpoint,Prevention Details Completed,,,,,,,
textbox,What action has or will be taken to prevent a recurrence? Tick items already actioned,,,,,,,
tickbox,Completed,,,,,,,
textbox,By Whom:,,,,,,,
textbox,When:,,,,,,,
section,Treatment and Investigation of Incident,,,,,,,
checkpoint,Treatment and Investigation of Incident Details Completed,,,,,,,
textbox,Treatment and Investigation of Incident :,,,,,,,
textbox,Name of person giving First Aid:,,,,,,,
textbox,Doctor/Hospital:,,,,,,,
textbox,Incident investigated by:,,,,,,,
textbox,Date:,,,,,,,
dropdown,Worksafe NZ advised,"Yes,No",,,,,,
textbox,Date:,,,,,,,
section,Signoff,,,,,,,
checkpoint,Required people sent signoff request,,,,,,,
signoff,Signoff,,,,,,,
,,,,,,,,
checklist,Site Inspection -,,,,,Yes,H&S - Site Inspection,24c0540c-58e3-43ce-8032-608fa08cf96c
section,Details,,,,,,,
checkpoint,Details Complete (pass once relevant details are recorded below),,,,,,,
textbox,Site/Location :,,,,,,,
textbox,Name of Inspector :,,,,,,,
