"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3dd0729b-7353-48e4-9dde-b4e92e2cde72","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"21d5d42b-34e6-48c7-b54f-ba9cefad1fd3","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"a4612ea1-509f-4329-b840-2a2283e7adc5","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"6f8ac445-a8ad-4dba-b3a0-70fc72b3e03e","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"50b6423c-9a20-42af-aba5-707e0dfe01e0","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"720116c5-0423-40a6-a2b2-9e0cccb1eaf3","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"b054e00d-9d3f-44c0-8bc6-4f3a6b1090b8","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"e11f6fa6-67ce-4050-afaa-2e17937d9f82","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors"
"2ef4b877-628b-4ff1-a119-1180db564237","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors"
"6e2f187e-ac85-4da0-a326-82c3b06c58da","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors","Confirm structure is in accordance to the details provided"
"024c85d5-1c7f-422a-a282-667028bd065c","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors","EMAIL PM"
"da9297cf-275f-403e-a44d-82199a09578a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors","Plinths/ bases/post installed in accordance with details provided"
"d11056a3-5f25-459e-9065-71b1c08152f1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors","Photos taken"
"1c07d0c4-b7a2-4b73-bbc6-1d929e85b29e","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 01"
"76fe23fe-60ba-401c-bd07-42f3842e563b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
