"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"30c58d4d-8531-4f3d-92be-4ed10501b81f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0353eaed-69a1-4c69-b6cd-3882e5b61015","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Calibration Records"
"272cb37f-c3b6-4d80-9d93-96aed73454ce","","checklist-sectioned","work-in-progress","54429307f7a7ba036cbfa92320980c5cdc5d6a16699a0cacee2a3201655c363e","checklist","FALSE","FALSE","Site QA","Roof ","Water Mist"
"acfa058a-6b1b-44bf-bda7-613953d19d48","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Roof ","Water Mist Pressure Test"
"c45edd59-a748-4b7a-9726-a45c6eb12636","","checklist-flat","pass","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Roof ","Water Mist Pressure Test","Generator AE Water Mist Pressure Test"
"3d179d12-366e-44e4-8d68-26052404d392","","checklist-flat","pass","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Roof ","Water Mist Pressure Test","Generator AG Water Mist Pressure Test"
"b556c89b-f76b-4634-b542-590878da5c9d","","checklist-flat","pass","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Roof ","Water Mist Pressure Test","Generator AH Water Mist Pressure Test"
"f98e5fb4-e414-44d7-9f9d-4eeb557f1d0e","","checklist-flat","pass","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Roof ","Water Mist Pressure Test","Water Mist Riser and Distribution Pipework"
"abd03bdf-19e7-4342-8d58-f83ab74334fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Cafe"
"1ac49ac4-89db-43f1-a2db-afedfa5d6cdd","","checklist-sectioned","work-in-progress","bf385a7d37126ce6bfc4c8208c32be769dcf37dc9f3fc4bce295ed33598a287d","checklist","FALSE","FALSE","Site QA","Cafe","Fire Detection"
"0cf9d44e-0531-4d24-b917-47513f05bfb9","","checklist-sectioned","work-in-progress","2014077d22878730f293fd4460459636941de5a962a0bea91e4254a3022d8ee9","checklist","FALSE","FALSE","Site QA","Cafe","Occupant Warning System"
"438d2df5-ae4c-4e06-bd62-ee469765c620","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Commissioning Procedures"
"d0ef8306-57da-412a-bfbf-902a6ca6468d","","checklist-flat","not-started","9.5.1 Pre Action Sprinkler Commission Procedure","checklist-flat","FALSE","FALSE","Level 3 Commissioning Procedures","9.5.1 Pre Action Sprinkler Commission Procedure"
"da1fdb84-6305-44e1-9a56-60dbc3c35fe2","","checklist-flat","not-started","9.5.2 Gas Suppression Commission Procedure","checklist-flat","FALSE","FALSE","Level 3 Commissioning Procedures","9.5.2 Gas Suppression Commission Procedure"
"f053df34-5933-4a5a-9364-59d50f5fb28a","","checklist-flat","not-started","9.5.3 Wet Mist System Commission Procedure","checklist-flat","FALSE","FALSE","Level 3 Commissioning Procedures","9.5.3 Wet Mist System Commission Procedure"
"ba2b8bfc-78bf-441c-8a8a-ad6b0c5b90e1","","checklist-flat","not-started","9.5.4 MASDS Commission Procedure","checklist-flat","FALSE","FALSE","Level 3 Commissioning Procedures","9.5.4 MASDS Commission Procedure"
"c06bfb74-38af-4c27-8171-abdcf30c4df1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4 ATP"
"1accf6d2-54a3-455f-a12a-281a938d811e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs"
"6395b2b5-17e0-4980-b2c2-b8bdb052b127","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","MASDS Sampling Air Flow"
"27a3a7b7-2b19-44b5-8d97-6e3b701525db","","checklist-flat","not-started","MASDS SAMPLING AIR FLOW RATE TEST v2 (16-06-22)","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","MASDS Sampling Air Flow","MASDS Sampling Air Flow Rate Test"
"45c6383e-f299-4113-851a-348b20dec021","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","MASDS Smoke Detection"
"3aed1f9e-2a13-430a-8e8c-b72df6b4e3f9","","checklist-sectioned","not-started","MASDS SMOKE DETECTION LEVELS TEST v2 (16-06-22)","checklist","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","MASDS Smoke Detection","MASDS Smoke Detection Levels Test"
"bfd9c651-8951-4adc-a72e-fc338ef085b1","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Occupant Warning Systems"
"a2249daf-b5ed-4a16-a92e-f1344cdfdde5","","checklist-flat","not-started","8c2f198628c5fb8039c4439d5f2b1652d9fe2209e8f0342fd66d883cffbe1e68","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Occupant Warning Systems","Occupant Warning Systems Sound Levels & Voice Clarity Test"
"99546bca-5d37-4c26-845c-ef95f13703ca","","folder-normal","pass","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Room Integrity"
"49d40dfe-314f-4ce7-87f4-0aabbaa752bc","","checklist-flat","pass","fba8d6ef9ce44a30650014b0c07fa3a1b13487555b8ab104ca09ed79af476652","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Room Integrity","Room Integrity Testing"
"a8519477-2553-40ed-a818-35662f4d3ee7","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Gas Discharge Simulation"
"0ef4fb4e-a32d-4dae-9ba7-1c1b1c672a45","","checklist-sectioned","not-started","Gas Discharge Simulation","checklist","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Gas Discharge Simulation","Gas Discharge Simulation"
"9d9a70e2-01bd-4441-8cc3-5f35ae1a57b2","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Fire Cause & Effect"
"fe94f4d3-1958-461d-bdf3-26d7b83346d8","","checklist-flat","not-started","dcc636c3b83e643ba0553960de584d8b2f48afdc59018e80e236394fc9ba2cb5","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Fire Cause & Effect","Fire Cause & Effect Test"
"85b1a595-1940-4da0-828e-b2eb7152e284","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Bushfire Mode "
"d4bc3fb1-d0d0-4c18-aa36-f489f48753c5","","checklist-flat","not-started","57c8ee4b739794fe08f071660052ec27cab9a1c92e2b1429e725d1975960cd48","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 1A ATPs","Bushfire Mode ","Bushfire Mode Test Sheet"
"1db2caa5-44b9-4b1b-be32-7af5ffc3b2de","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs"
"e37dcc77-004e-45a3-ab6b-1df42a9b97bf","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","MASDS Sampling Air Flow"
"1c766c37-e25b-4ac7-b286-612d8d145164","","checklist-flat","not-started","MASDS SAMPLING AIR FLOW RATE TEST v2 (16-06-22)","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","MASDS Sampling Air Flow","MASDS Sampling Air Flow Rate Test"
"fa3e7224-5da0-423a-b06d-6c38925f193a","","checklist-flat","not-started","MASDS Sampling Flow Rate ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","MASDS Sampling Air Flow","MASDS Sampling Flow Rate ATP"
"410d5bc6-3051-4767-bfa3-bd1706cdd761","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","MASDS Smoke Detection"
"1350d4d4-ddfd-4b8b-ba9c-e0fd28f5dd41","","checklist-sectioned","not-started","MASDS SMOKE DETECTION LEVELS TEST v2 (16-06-22)","checklist","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","MASDS Smoke Detection","MASDS Smoke Detection Levels Test"
"52b27fb3-57b5-4302-a2dc-aea3268534da","","checklist-flat","not-started","MASDS Smoke Detection Levels ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","MASDS Smoke Detection","MASDS Smoke Detection Levels ATP"
"55c843d8-20ee-4fe7-b035-97c94ef0ed81","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Detector Addressing Point to Point"
"14018115-ab13-4c5a-9345-a119fbfd0a9b","","checklist-flat","not-started","DETECTOR ADDRESSING AND POINT TO POINT TEST","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Detector Addressing Point to Point","Detector Addressing & Point to Point Test"
"8fef4b90-55d2-4901-b0c9-bd578f388f0d","","checklist-flat","not-started","Detector Addressing and Point to Point Testing ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Detector Addressing Point to Point","Detector Addressing & Point to Point ATP"
"0df0c475-34f2-407f-893d-d1e403abe232","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Occupant Warning Systems"
"85f35687-4e47-4a5e-b7ba-3750e192f562","","checklist-flat","not-started","8c2f198628c5fb8039c4439d5f2b1652d9fe2209e8f0342fd66d883cffbe1e68","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Occupant Warning Systems","Occupant Warning Systems Sound Levels & Voice Clarity Test"
"5688862e-241e-406f-996e-84b4ea2b4f3b","","checklist-flat","not-started","Occupant Warning System Sound Levels and Voice Clarity Testing ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Occupant Warning Systems","Occupant Warning Systems Sound Levels & Voice Clarity ATP"
"5426df12-1943-489f-9815-cf8eb59d6848","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Room Integrity"
"ea85396b-0b49-4801-baff-38915d76c923","","checklist-flat","not-started","fba8d6ef9ce44a30650014b0c07fa3a1b13487555b8ab104ca09ed79af476652","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Room Integrity","Room Integrity Testing"
"84951a42-3332-440c-8a67-d6993fab28ba","","checklist-flat","not-started","Room Integrity Testing ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Room Integrity","Room Integrity Testing ATP"
"8e4310ee-00b1-4ae8-a132-c6ec4edeaf19","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Gas Discharge Simulation"
"027f0ec1-5051-478d-8637-c84bbc4a44dd","","checklist-sectioned","not-started","Gas Discharge Simulation","checklist","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Gas Discharge Simulation","Gas Discharge Simulation"
"3b87b4d9-42ad-4436-92f1-127d777b75f3","","checklist-flat","not-started","Gas Discharge Simulation ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Gas Discharge Simulation","Gas Discharge Simulation ATP"
"4a827524-a96a-43ac-a4fe-c86337636aae","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Fire Cause & Effect"
"6227e50a-50af-4f01-9e67-cf5d26c0a6f6","","checklist-flat","not-started","dcc636c3b83e643ba0553960de584d8b2f48afdc59018e80e236394fc9ba2cb5","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Fire Cause & Effect","Fire Cause & Effect Test"
"a858094e-f291-4c2d-ad4a-cb499be9a3c2","","checklist-flat","not-started","Fire Cause and Effect ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Fire Cause & Effect","Fire Cause & Effect ATP"
"15bcc547-6d49-4429-ac66-d961a202794c","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Bushfire Mode "
"95bf0e0a-e5ef-4bd7-8e86-2f1b9b0a07eb","","checklist-flat","not-started","57c8ee4b739794fe08f071660052ec27cab9a1c92e2b1429e725d1975960cd48","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Bushfire Mode ","Bushfire Mode Test Sheet"
"3705842a-c9bf-4223-8dfd-038a2b20a6f0","","checklist-flat","not-started","Bushfire Mode ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Bushfire Mode ","Bushfire Mode ATP"
"69ad73a1-30df-43c9-9052-4d3b57237f37","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Hydrant Hose Reel"
"75dbe260-b03b-47d1-b63a-6aeeb02bbc76","","checklist-flat","not-started","Hydrant Hosereel Test Procedure Test Sheet","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Hydrant Hose Reel","Hydrant Hosereel Test Procedure"
"4d282bf6-73c1-45b9-8793-48d4a3fcd20d","","checklist-flat","not-started","Hydrant Hose Reel ATP","checklist-flat","FALSE","FALSE","Level 4 ATP","Data Hall 2A ATPs","Hydrant Hose Reel","Hydrant Hosereel ATP"
