Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Beca/ Architectus Inspections,,,,,,,,
,Scope,,,Beca/ Architectus Inspections,,,,
,Rows,,,,,,,
,,SP2 - EBH South & L2 Infill/ Fire Egress Stairs - Beca - Services,dynamic,Beca - Site Visit Reports - Services,SP2 - EBH South & L2 Infill/ Fire Egress Stairs,,,
,,SP2 - EBH South & L2 Infill/ Fire Egress Stairs - Beca - Structural,dynamic,Beca - Site Visit Reports - Structural,SP2 - EBH South & L2 Infill/ Fire Egress Stairs,,,
,,SP2 - EBH South & L2 Infill/ Fire Egress Stairs - Beca/ Architectus - Architectural,dynamic,Beca/ Architectus - Site Visit Reports - Architectural,SP2 - EBH South & L2 Infill/ Fire Egress Stairs,,,
,,SP2 - EBH South & L2 Infill/ Fire Egress Stairs - Beca - Geotech,dynamic,Beca - Site Visit Reports - Geotech,SP2 - EBH South & L2 Infill/ Fire Egress Stairs,,,
,,SP2 - EBH South & L2 Infill/ Fire Egress Stairs - WWLA - Asbestos,dynamic,WWLA - Asbestos,SP2 - EBH South & L2 Infill/ Fire Egress Stairs,,,
,,SP2 - EBH South & L2 Infill/ Fire Egress Stairs - WWLA - ESCP Inspections,dynamic,WWLA - ESCP Inspections,SP2 - EBH South & L2 Infill/ Fire Egress Stairs,,,
,,SP3 - PC69 - Beca - Services,dynamic,Beca - Site Visit Reports - Services,SP3 - PC69,,,
,,SP3 - PC69 - Beca - Structural,dynamic,Beca - Site Visit Reports - Structural,SP3 - PC69,,,
,,SP3 - PC69 - Beca/ Architectus - Architectural,dynamic,Beca/ Architectus - Site Visit Reports - Architectural,SP3 - PC69,,,
,,SP3 - PC69 - Beca - Geotech,dynamic,Beca - Site Visit Reports - Geotech,SP3 - PC69,,,
,,SP4 - EBH Stage 1 Infill - Beca - Services,dynamic,Beca - Site Visit Reports - Services,SP4 - EBH Stage 1 Infill,,,
,,SP4 - EBH Stage 1 Infill - Beca - Structural,dynamic,Beca - Site Visit Reports - Structural,SP4 - EBH Stage 1 Infill,,,
,,SP4 - EBH Stage 1 Infill - Beca/ Architectus - Architectural,dynamic,Beca/ Architectus - Site Visit Reports - Architectural,SP4 - EBH Stage 1 Infill,,,
,,SP5 - EBH Stage 2 Infill - Beca - Services,dynamic,Beca - Site Visit Reports - Services,SP5 - EBH Stage 2 Infill,,,
,,SP5 - EBH Stage 2 Infill - Beca - Structural,dynamic,Beca - Site Visit Reports - Structural,SP5 - EBH Stage 2 Infill,,,
,,SP5 - EBH Stage 2 Infill - Beca/ Architectus - Architectural,dynamic,Beca/ Architectus - Site Visit Reports - Architectural,SP5 - EBH Stage 2 Infill,,,
,,SP6 - Check-in Back of House - Beca - Services,dynamic,Beca - Site Visit Reports - Services,SP6 - Check-in Back of House,,,
,,SP6 - Check-in Back of House - Beca - Structural,dynamic,Beca - Site Visit Reports - Structural,SP6 - Check-in Back of House,,,
,,SP6 - Check-in Back of House - Beca/ Architectus - Architectural,dynamic,Beca/ Architectus - Site Visit Reports - Architectural,SP6 - Check-in Back of House,,,
,Columns,,,,,,,
,,Consultant - SVR received,,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Project name,Project name,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Purpose of visit,Purpose of visit,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Area of site visited,Area of site visited,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Date/Time of visit,Date/ Time of visit,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Consultant personnel attending,Consultant personnel attending,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Hawkins rep. accompanying,Hawkins representative accompanying consultant,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Comments made to/by contractor's rep,Comments made to/by contractor's representative,"Site Visit Report received, attached, reviewed and approved",Details,,,
,,Consultant - Any actions,,Any actions please list in the comments,Follow-up action/s required by Hawkins,,,
,,Hawkins Sign off,,Hawkins Sign off,Follow-up action/s required by Hawkins,,,
,,Beca Sign off,,Beca Sign off,Follow-up action/s required by Hawkins,,,
,,BECA - SVR Attached,,SVR Attached,Site Visit Report,,,
,,BECA - Follow-Up Action(s),,Follow-Up Action completed,,,,
,,BECA - SVR Closed-Out,,SVR Closed-Out,Close-Out,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
