"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","ITP 04 - Suspended Ceiling","",,,100,"Yes","Sus Ceiling ITP","066c5387-450c-4942-b100-660c9bc4c32d"
"checkpoint-status",,"","checkpoint","Frame ceilings"
"checkpoint-status",,"","checkpoint","Bulkhead framing"
"checkpoint-status",,"","checkpoint","Trim out access panels"
"checkpoint-status",,"","checkpoint","Insulation to ceilings"
"checkpoint-status",,"","checkpoint","Service Check for pre-installation of sheets"
"checkpoint-status",,"","checkpoint","Sheets to ceiling"
"checkpoint-status",,"","checkpoint","Stopping to ceilings"
"checkpoint-status",,"","checkpoint","Sanding to ceilings"
"checkpoint-status",,"","checkpoint","Fit access hatch frame"
"checkpoint-status",,"","checkpoint","Cut out for lights"
"checkpoint-status",,"","checkpoint","Clean up"
"checkpoint-status",,"","checkpoint","Check ceilings for patching"
"checkpoint-status",,"","checkpoint","Materials Receipt Inspection"

"checklist-flat",,"","checklist","ITP 03 - Partition walls","",,,100,"Yes","Partition Wall ITP","11803caa-be26-4453-a246-08580172d384"
"checkpoint-status",,"","checkpoint","Set out walls"
"checkpoint-status",,"","checkpoint","Furring channel to walls"
"checkpoint-status",,"","checkpoint","Metal stud wall frame"
"checkpoint-status",,"","checkpoint","Noggins"
"checkpoint-status",,"","checkpoint","Check no screws in deflection head"
"checkpoint-status",,"","checkpoint","Service Check for pre-installation of sheets"
"checkpoint-status",,"","checkpoint","Sheet all walls"
"checkpoint-status",,"","checkpoint","Caulking"
"checkpoint-status",,"","checkpoint","Check insulation in walls"
"checkpoint-status",,"","checkpoint","Stopping to walls"
"checkpoint-status",,"","checkpoint","Sanding to walls"
"checkpoint-status",,"","checkpoint","Clean up"
"checkpoint-status",,"","checkpoint","Check walls for patching"
"checkpoint-status",,"","checkpoint","Materials Receipt Inspection"

"checklist-flat",,"","checklist","ITP 05 - Incoming Goods","",,,0,"Yes","Incoming Goods ITP","3a000f47-e494-4b64-8bc1-6a207ffda0d5"
"checkpoint-status",,"","checkpoint","Check the items"
"checkpoint-status",,"","checkpoint","Check Quantity"
"checkpoint-status",,"","checkpoint","Check the label"
"checkpoint-status",,"","checkpoint","Material Receipt Inspection"

"checklist-flat",,"","checklist","ITP 01 - Rigid Board","",,,7,"Yes","Rigid Board ITP","55ddd3d9-4261-4f7e-96ef-e3490fae03d9"
"checkpoint-status",,"","checkpoint","Set out Rigid Board"
"checkpoint-status",,"","checkpoint","Install Rigid Board"
"checkpoint-status",,"","checkpoint","Tape & Seal"
"checkpoint-status",,"","checkpoint","Clean up"
"checkpoint-status",,"","checkpoint","Materials Receipt Inspection"

