"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"",,"checklist-flat","Completion Documents (V1)","","Completion Documents -",0,"e54f8cba-f439-4bbc-ab06-3ce846d68651"
"",,"checkpoint","All relevant Compliance Documentation completed and attached",,,,
"","1a116397-7626-4a07-8e54-438fc17a9719","button","LBP Memorandum/ Record of works filled out, signed and attached","YES, N/A",,,
"","28f10267-8dd6-468d-83b2-00c1ab5f638e","button","Any Additional Compliance Documentation - Completed and Attached","YES, N/A",,,
"","b7bf84a1-e8c1-4ba8-b1d1-9664ed5acd7a","note","Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,
"",,"signoff","Request Signoff",,,,

"",,"checklist-flat","CST - S - Completion Documents","","CST - S - Completion Documents",0,"3dfc340b-200d-4e51-8e32-321602576f64"
"",,"checkpoint","All relevant Compliance Documentation completed and attached above",,,,
"DataPoint is missing 'button' values","cf7019bc-ca87-5b24-82fe-66e9e638e817","button","LBP Memorandum/ Record of works filled out, signed and attached",,,,
"DataPoint is missing 'button' values","228ad976-395c-560d-a717-ba5032800283","button","Any Additional Compliance Documentation - Completed and Attached",,,,
"","928504b3-9088-5167-8e19-51844e9221db","note","Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,
"",,"signoff","Request Signoff",,,,

"",,"checklist-flat","POST - S - Carpet Installation","","POST - S - Carpet Installation",19,"1a2296d9-8044-4ea2-9153-ca124c497109"
"",,"checkpoint","Flooring prep/ levelling compound completed if required",,,,
"",,"checkpoint","Substrate/ Underlay installed to meet required specification",,,,
"",,"checkpoint","Carpet Installation work completed - specified level of finish achieved",,,,
"",,"checkpoint","Carpet protection layer installed",,,,

"",,"checklist-flat","QA - Carpet Install Checklist (V1)","","Carpet Install -",20,"cab1e571-54e0-4781-b406-96df92d1e014"
"",,"checkpoint","Area accessible, substrate acceptable & approval to start works (consider outlets & underfloor heating as applicable)",,,,
"",,"checkpoint","Latest consented drawings available, checked & referenced",,,,
"",,"checkpoint","All materials checked & aligning with consented design & specifications prior to install (photo taken)",,,,
"",,"checkpoint","Flooring prep/levelling compound completed if required",,,,
"",,"checkpoint","Substrate/Underlay installed to meet required specification",,,,
"",,"checkpoint","Flooring Install - General Photos and Observations",,,,
"",,"checkpoint","Carpet Installation work completed - specified level of finish achieved and area left clean and tidy",,,,
"","e09a41e3-7448-410a-b329-cd07cdccce69","note","""Pass"" only once this work has been reviewed by Main Contractor and any remedial work is completed",,,,
"",,"signoff","Request Signoff",,,,

