Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Stage 1 - Progress,,,,,,
,Scope,,,Stage 1 - B01,,
,Rows,,,,,
,,B01 - Level 2 - Area A,dynamic,Stage 1 - B01,B01 - Level 2,Area A
,,B01 - Level 2 - Area B,dynamic,Stage 1 - B01,B01 - Level 2,Area B
,,B01 - Level 2 - Area C,dynamic,Stage 1 - B01,B01 - Level 2,Area C
,,B01 - Level 2 - Area D,dynamic,Stage 1 - B01,B01 - Level 2,Area D
,,B01 - Level 2 - Area E1,dynamic,Stage 1 - B01,B01 - Level 2,Area E1
,,B01 - Level 2 - Area F,dynamic,Stage 1 - B01,B01 - Level 2,Area F
,,B01 - Level 1 - Area A,dynamic,Stage 1 - B01,B01 - Level 1,Area A
,,B01 - Level 1 - Area B,dynamic,Stage 1 - B01,B01 - Level 1,Area B
,,B01 - Level 1 - Area C,dynamic,Stage 1 - B01,B01 - Level 1,Area C
,,B01 - Level 1 - Area D,dynamic,Stage 1 - B01,B01 - Level 1,Area D
,,B01 - Level 1 - Area E1,dynamic,Stage 1 - B01,B01 - Level 1,Area E1
,,B01 - Level 1 - Area F,dynamic,Stage 1 - B01,B01 - Level 1,Area F
,,B01 - Level G - Area A,dynamic,Stage 1 - B01,B01 - Level G,Area A
,,B01 - Level G - Area B,dynamic,Stage 1 - B01,B01 - Level G,Area B
,,B01 - Level G - Area C,dynamic,Stage 1 - B01,B01 - Level G,Area C
,,B01 - Level G - Area D,dynamic,Stage 1 - B01,B01 - Level G,Area D
,,B01 - Level G - Area E1,dynamic,Stage 1 - B01,B01 - Level G,Area E1
,,B01 - Level G - Area E2,dynamic,Stage 1 - B01,B01 - Level G,Area E2
,,B01 - Level G - Area F,dynamic,Stage 1 - B01,B01 - Level G,Area F
,,B01 - Level B - Area A/B,dynamic,Stage 1 - B01,B01 - Level B,Area A/B
,Columns,,,,,
,,Substrate acceptable - free of dust & construction waste,,Substrate acceptable - free of dust and construction waste,,
,,Light grind completed,,Light grind completed,,
,,Specified vapour barrier shield applied,,Specified vapour barrier shield applied,,
,,Apply specified adhesive & lay flooring,,Apply specified adhesive and lay flooring,,
,,Vinyl skirting laps 150mm onto wall lining,,Vinyl skirting laps 150mm onto the wall lining,,
,,Minimum 10mm perimeter gap between flooring & wall,,Minimum 10mm perimeter gap between flooring and wall,,
,,Coving bead & capping installed to vinyl coving,,Coving bead and capping installed to vinyl coving,,
,,Trim bar finish applied to carpet to vinyl transition areas,,Trim bar finish applied to carpet to vinyl transition areas,,
,,Clean finished surface - Completed to spec.,,Clean finished surface - Completed to specification,,
,,Flooring prep/levelling compound completed if required,,Flooring prep/levelling compound completed if required,,
,,Substrate/Underlay installed to meet required spec.,,Substrate/Underlay installed to meet required specification,,
,,Carpet/Rubber Installation work completed - specified level of finish achieved,,Carpet/Rubber Installation work completed - specified level of finish achieved ,,
,,Carpet/Rubber protection layer installed ,,Carpet/Rubber protection layer installed ,,
,,Inspections completed & issued to Foreman,,Inspections completed and issued to Foreman,,
