type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Fencing (R201),,,,,,ITC 11 - R201 Fencing
checkpoint,1 - Material approvals and preparation works,,,,,,
label,REQUIREMENTS / REFERENCE: ,,,,,,
label,– WHSMP,,,,,,
label,– Design DWGs,,,,,,
label,– R201 Cl 3.11,,,,,,
label,ACCEPTANCE CRITERIA:,,,,,,
label,• Materials approved for use by the Client,,,,,,
label,• Locations of fence and fenceposts set out by surveyor and as per drawing,,,,,,
label,• HP: Submission of Certificate of Compliance for materials and components,,,,,,
text,INSPECTION:,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,2 - Pre-planning of works,,,,,,
label,REQUIREMENTS / REFERENCE: R201 Cl 4.1,,,,,,
label,ACCEPTANCE CRITERIA:,,,,,,
label,• HP: Submission of proposed connection arrangement of new fencing to existing fencing,,,,,,
text,INSPECTION:,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,3 - Construction works,,,,,,
label,REQUIREMENTS / REFERENCE: R201 Cl 4.4.2,,,,,,
label,ACCEPTANCE CRITERIA:,,,,,,
label,• HP: Removal of trees with trunk diameter exceeding 100mm (if required),,,,,,
label,"• Fenceposts, panels and connections installed as per drawings and as agreed on site",,,,,,
text,INSPECTION:,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,QA ENGINEER / SPE / PE SIGN OFF,,,,,,
text,Name:,,,,,,
text,Date:,,,,,,
label,Signature,,,,,,
