"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Above Ground Waterproofing Checklist",,,,6,"Yes","Above Ground Waterproofing Checklist","6407b1dc-9d75-4bcc-b4b7-aab6d8d0ff5e"
"checkpoint-status",,"","checkpoint","Substrate Acceptance"
"checkpoint-status",,"","checkpoint","Application of Tremco 171 Primer or 200EC Primer"
"checkpoint-status",,"","checkpoint","Application of Tremco 360NF to floor areas"
"checkpoint-status",,"","checkpoint","Application of Tremco 350NFR to all upstands"
"checkpoint-status",,"","checkpoint","Application of Tremco 951 top coat to entire area"
"checkpoint-status",,"","checkpoint","Final Signoff by Danlaid, Tremco & Watpac"

"checklist-sectioned",,"","checklist","QA - Pour Checklist",,,,6,"Yes","QA - Pour Checklist","a6393b26-010a-49da-b015-406d900869f1"
"checkpoint-group",,"","section","Substrate"
"checkpoint-status",,"","checkpoint","Inspection of Substrate"
"checkpoint-status",,"","checkpoint","Ensure Water ingress has been reduced/redirected such that the Paraseal membrane will not be damaged during application Ensure area is free from voids and sharp edges."
"checkpoint-status",,"","checkpoint","All voids and sharp edges exceeding 50mm wide/25mm deep are to be patched"
"checkpoint-status",,"","checkpoint","Ensure minimum concrete strength achieved (20mpa)"
"checkpoint-status",,"","checkpoint","Ensure Tremco inspect the substrate with Watpac"
"checkpoint-status",,"","checkpoint","Ensure all leaking anchors are patched by Delta Ensure Tremco Tremcrete is applied firmly in a 2:1 mix ratio to all patches and to all 90 degree junctions"
"checkpoint-status",,"","checkpoint","Ensure Tremco Tremcrete is applied firmly in a 2:1 mix ratio to all patches and to all 90 degree junctions"
"checkpoint-status",,"","checkpoint","Patch Defective Substrate Using Tremco Tremcrete"
"checkpoint-status",,"","checkpoint","Final Check and Acceptance of Substrate"
"checkpoint-group",,"","section","Application of Tremco Paraseal LG"
"checkpoint-status",,"","checkpoint","Secure all penetrations prior to detailing."
"checkpoint-status",,"","checkpoint","Ensure waterstop installed to construction joints with minimum 50mm cover of concrete"
"checkpoint-status",,"","checkpoint","Ensure minimum overlap of 200mm to Paraseal is achieved to both walls and floor"
"checkpoint-status",,"","checkpoint","Walls: Ensure adequate fixings are applied to wall to secure Paraseal"
"checkpoint-status",,"","checkpoint","For installation on walls, ensure Paraseal is applied HDPE side facing the wall and all horizontal seams facing upward"
"checkpoint-status",,"","checkpoint","Ensure nails are applied every 600mm"
"checkpoint-status",,"","checkpoint","Floor: For installation to floor, ensure Paraseal is applied HDPE side facing up"
"checkpoint-status",,"","checkpoint","Ensure installation of Paraseal is as per supplied details and approved drawings"
"checkpoint-status",,"","checkpoint","Ensure all seams are taped and using heat as required"
"checkpoint-status",,"","checkpoint","Ensure Tremco Paraseal is installed as per approved DAN-ST-100 series & DAN-ST-200 series details"
"checkpoint-status",,"","checkpoint","Ensure Paraterm is installed at each termination of membrane"
"checkpoint-group",,"","section","Complete Installers Check List"
"checkpoint-status",,"","checkpoint","Substrate has been prepared as per ITP"
"checkpoint-status",,"","checkpoint","Paraseal membrane has been applied HDPE facing up. Sheets lapping a minimum of 150 mm and all seams taped."
"checkpoint-status",,"","checkpoint","Paraseal installed Bentonite facing outward with pins every 600mm, Minimum laps of 150 mm and free of any voids."
"checkpoint-status",,"","checkpoint","Lower Sheets to lap Infront of the sheet above on walls"
"checkpoint-status",,"","checkpoint","Water stop has been installed each pour break and at the transition from floor to walls."
"checkpoint-status",,"","checkpoint","Paraseal lapped up the pile and fixed with permanent seam tape. Paraseal fixed in place using cable tie or steel clamp."
"checkpoint-status",,"","checkpoint","Ensure Paraterm bar is installed along the edge of completed works (pressure seal ribs facing down) and all exposed edges are taped."
"checkpoint-status",,"","checkpoint","Photos of completed works taken prior to commencing Paraseal application"
"checkpoint-status",,"","checkpoint","Small cuts and holes in the membrane have been repaired using Paraseal Paramastic or as prescribed by Tremco."
"checkpoint-status",,"","checkpoint","Damaged sheets have been repaired using additional tape, patched with Paraseal, or replaced per Tremco procedure."
"checkpoint-status",,"","checkpoint","Photos of works taken prior to commencing Paraseal application"
"checkpoint-group",,"","section","Complete Final Inspection and Sign Off with Tremco and Watpac"
"checkpoint-status",,"","checkpoint","Identify Defective Areas"
"checkpoint-status",,"","checkpoint","Mark out Defective Areas on Basement Waterproofing Defect Checklist"
"checkpoint-status",,"","checkpoint","Upload Photo to Each Repair Undertaken"
"checkpoint-status",,"","checkpoint","Danlaid, Tremco and Watpac to Sign Off as Area Completed"
"folder-normal",,"Not allowed as a child of checklist-sectioned.","folder-normal","Drawings"

"checklist-flat",,"","checklist","Product Checklist",,,,0,"Yes","Add Product Checklist","e866a2af-a418-4ee8-9879-39a960abbd48"
"checkpoint-status",,"","checkpoint","Product information"
"checkpoint-status",,"","checkpoint","Area of application"
