type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist,ITP - 0.5 FBS - Baldwin Rd - Pavement Renewals - Foam Stabilisation,itp,,,,,ITP - 0.5 FBS - Baldwin Rd - Pavement Renewals - Foam Stabilisation Rev 0.9A,,,,,,,,
section,1 - Preliminary and General,,,,,,,,,,,,,,
checkpoint,1.1 - Construction Programme Completion,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Confirmation,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Best Practice Contract Specific MMP,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Construction Completion will be the lesser of the completion date according to the pavement classificaiton risk profile (documented in the contract specific MMP) or the contract completion date,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals Manager,,,,,,,,,,,,,,
checkpoint,1.2 - Approved RQP,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Confirmation,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Contract Specification,,,,,,,,,,,,,,
label,FREQUENCY - At least 24hrs before establishment or work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Principal's Acceptance according to guidelines in Appendix 6.3,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point - No physical work is to be commenced on site until notification has been sent  no later than 24 hours before establishing on site.,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals Manager,,,,,,,,,,,,,,
label,RECORDS / REMARKS - NZTA to approve.,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,1.3 - Notification of Intention to Start Work,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Notification,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Letter drop to local residents,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point - No physical work is to be commenced on site until notification has been sent to residents - no later than 24 hours prior to  establishing on site.,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Construction Supervisor / Renewals Engineer,,,,,,,,,,,,,,
label,RECORDS / REMARKS - NZTA to approve letter drop before distribution to residents.,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,1.4 - Traffic Management - TMP,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - CoPTTM,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA - TMP checked and approved, Plans approved, Current EED (if applicable) Size of site area to be checked to allow machinery to operate safely",,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point -  No traffic management is to be set up until TMP has been checked and approved,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - STMS,,,,,,,,,,,,,,
label,RECORDS / REMARKS - ,,,,,,,,,,,,,,
textbox,○ CAR No.,,,,,,,,,,,,,,
textbox,○ TMP No.,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,1.5 - Design Report Approval,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Confirmation,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZTA NOC Rehab Catalogue Design & Treatment Approach,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Principal Acceptance's acceptance according to NZTA Catalogue Design Approach document,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
