Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Slab Edge,,,,,Yes,Slab Edges Waterproofing,b2f834c5-f4c9-47bc-95ea-39a45dac872f
checkpoint-status,,,checkpoint,"Area barricaded off to allow no access to balconies with signs posted/ visible to include date of application, ""No access waterproofing work in progress""",,,,,,,
label,4d51256e-1723-52f9-b0bf-cdbd78e02274,,note,Attach relevant photos,,,,,,,
boolean,605fe18f-a06d-58c1-9069-180fc6bea2f0,,tickbox,Membrane system & methodology checked off against Aland standard waterproofing details & MSDS,,,,,,,
boolean,2600a894-0251-5635-a790-8342723bb4a7,,tickbox,"Substrate clean, structurally sound & ready to receive membrane as per application guidelines of specified waterproofing system.",,,,,,,
boolean,4b38f4c8-857f-5272-92d7-32fdf0f1d035,,tickbox,Ensure no high points or crevices are in the substrate,,,,,,,
boolean,45d5f955-7ec1-52bf-96cc-cf323f9f622d,,tickbox,HOLDPOINT - Do not proceed if above has not been signed off,,,,,,,
checkpoint-status,,,checkpoint,Dampen the surface to ensure the highest level of adhesion as required,,,,,,,
label,22bcc6a1-7427-5b67-8529-dc73454c4ac2,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Apply 1st coat of Polybit Hydralastic Flex 2K - Apply selected membrane at a rate of 1.6kg/m2 for 1.0-2.0mm thickness as per datasheet & application guidelines & ensure WPM to be extended and terminated inside the drip groove.,,,,,,,
label,55fffd99-9f13-573b-9f85-3177cf1c4e68,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Apply 2nd coat of Polybit Hydralastic Flex 2K - Apply selected membrane at a rate of 1.6kg/m2 for 1.0-2.0mm thickness as per datasheet & application guidelines & ensure WPM to be extended and terminated inside the drip groove.,,,,,,,
label,4c3f7e94-1122-56c7-a615-3784e3be6354,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Carry out dry film thickness test using positector coating thickness inspection instruction. - Review result against datasheet & application guidelines,,,,,,,
label,5bfe02fb-3bc5-5e5a-9abd-9e8e11f9b09f,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,If required - Rectification of defective works for failure of flood test/thickness test & all works completed.,,,,,,,
label,4fd26684-ca87-5fb4-8a3c-1059df84ce5a,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Final sign off - All general waterproofing work completed as per the above ITP,,,,,,,
label,9db0d4d3-407c-52f6-ad7f-888a94f71783,,note,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Bathrooms,,,,,Yes,Internal wet areas,3196a87f-c390-4621-88d8-1041fd6cb0de
checkpoint-status,,,checkpoint,"Area barricaded off to allow no access to internal wet areas with signs posted/ visible to include date of application, ""No access waterproofing work in progress""",,,,,,,
label,60682af5-e3a9-56f0-9f8b-dc97a4a585b6,,note,Attach relevant photos,,,,,,,
boolean,1946f4f0-7ecd-5556-b643-af3190bfc56a,,tickbox,Membrane system & methodology checked off against Aland standard waterproofing details & MSDS,,,,,,,
boolean,09f8a295-23ba-5611-9d02-9878d72d9fde,,tickbox,"Substrate clean, structurally sound & ready to receive membrane as per application guidelines of specified waterproofing system.",,,,,,,
boolean,0c2ee4bc-a2ca-5395-a31f-0ea0c030031c,,tickbox,Ensure no high points or crevices are in the substrate,,,,,,,
boolean,de804c4f-0f28-5427-85b2-58eb158d4809,,tickbox,HOLDPOINT - Do not proceed if above has not been signed off,,,,,,,
checkpoint-status,,,checkpoint,Apply Polybit PVC primer to all PVC drains and pipes - Apply selected primer at a rate of 100ml/m2 as per datasheet & application guidelines,,,,,,,
label,d7d5a78d-8234-5d75-87c7-02b6efbf3fd5,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Primer substrate with Polybit Hydrapoxy/polyprime - Apply selected primer at a rate of 150-200 gr/m2 as per datasheet & application guidelines,,,,,,,
checkpoint-status,,,checkpoint,Install aluminium waterstops to door entries and showers as per builder's FFL.,,,,,,,
label,e113ae4c-41f3-5f76-8fe4-1e595e9b25f8,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,"Seal all joints, gaps, cracks and penetrations with Polybit HydraFlex polurethane sealant. - Apply selected sealant as per datasheet & application guidelines",,,,,,,
label,8c4a3488-532e-5d76-bbd5-da634ce55d3b,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Apply 1st coat of Polybit Hydraguard on floors - Apply selected membrane at a rate of 1.5kg/m2 as per datasheet & application guidelines,,,,,,,
label,95aa9d4b-83d1-58b1-ab22-5143306d29b8,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Apply 2nd coat of Polybit Hydraguard on floors - Apply selected membrane at a rate of 1.5kg/m2 as per datasheet & application guidelines,,,,,,,
label,ac6b6a82-241e-56b0-bc2d-0ceba15d13ee,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Dry day for second coat (if required).,,,,,,,
label,fc440fe2-5d6b-51e2-a637-50645ae49ae7,,note,Apply Polybit Hybrid 150 to walls where required as per data sheet and application guidelines.,,,,,,,
checkpoint-status,,,checkpoint,Flood test for a minimum of 24 hours.,,,,,,,
checkpoint-status,,,checkpoint,Carry out dry film thickness test using positector coating thickness inspection instruction. - Review result against datasheet & application guidelines,,,,,,,
label,76ede9e7-05c5-5a54-9cdb-0b00007d2751,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Final sign off - All general waterproofing work completed as per the above ITP,,,,,,,
label,238c1fe3-30d1-5265-b36b-8f55ab814241,,note,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Balcony,,,,,Yes,Balcony Waterproofing,27b96e5d-49f8-4651-a21f-3ac2a8b0c635
checkpoint-status,,,checkpoint,"Area barricaded off to allow no access to balconies with signs posted/ visible to include date of application, ""No access waterproofing work in progress""",,,,,,,
label,f2b2eb57-140c-53f7-ba6b-acc5758fa00a,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,WP details listed at architectural drawings for clarifications are followed.,,,,,,,
boolean,cb428952-c766-5693-be2c-549e4a637336,,tickbox,Membrane system & methodology checked off against Aland standard waterproofing details & MSDS,,,,,,,
boolean,48929575-e054-5966-a176-8cbd12ea5fb8,,tickbox,"Substrate clean, structurally sound & ready to receive membrane as per application guidelines of specified waterproofing system.",,,,,,,
boolean,dd31c057-b18b-5ffe-a6df-8f6cec80d946,,tickbox,Ensure no high points or crevices are in the substrate,,,,,,,
boolean,981f9c28-223e-5415-bf80-37244042afbf,,tickbox,HOLDPOINT - Do not proceed if above has not been signed off,,,,,,,
checkpoint-status,,,checkpoint,Apply Polybit PVC primer to all PVC drains and pipes - Apply selected primer at a rate of 100ml/m2 as per datasheet & application guidelines,,,,,,,
label,c4c8d504-a1b7-5147-ab96-356883e5d05f,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Prime substrate with Polybit Hydrapoxy or PU primer - Apply selected primer at a rate of 150-200 gr/m2 as per datasheet & application guidelines,,,,,,,
label,3d90beb4-8f7e-5772-8653-77b3994e8a1b,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,"Seal all corners, joints, gaps, cracks and penetrations with Polybit HydraFlex polurethane sealant - Apply selected sealant as per datasheet & application guidelines",,,,,,,
label,b9824ed1-1575-55f9-ac41-eac93fa29450,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Balustrade base i.e shoe base or angle base installed & grouted with structural grout (as required),,,,,,,
label,fde354a2-e5d1-5d83-b8a4-eb114094383c,,note,Joint between bottom of base & substrate to be no greater than 10mm with continuous bead of caulking,,,,,,,
checkpoint-status,,,checkpoint,Overflow at the ends of balustrades in place,,,,,,,
label,7e8fb74f-994c-539c-9b3d-30ab8f3af021,,note,Approximate width of over floor to be 50mm,,,,,,,
label,4259cc8e-9c87-516d-836e-13999ceeafb8,,note,Height of overflow must be lower than the bottom of subsill,,,,,,,
label,bf456553-40f6-5a89-acb5-c42bb93c065c,,note,Angle to be installed between end of base & wall with top of angle to be at FFL,,,,,,,
checkpoint-status,,,checkpoint,Apply 1st coat of Polybit Hydraguard PU on floors with a turnup of 100mm on walls - Apply selected membrane at a rate of 1.5kg/m2 as per datasheet & application guidelines,,,,,,,
checkpoint-status,,,checkpoint,"The WPM must be terminated at the specified height outlined in the wind classification report, also the WPM must be employ at the water stop angles for doors and window (if Applicable)",,,,,,,
label,b453922e-0476-5374-8afc-be5094a7d8ec,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Apply 2nd coat of Polybit Hydraguard PU on floors with a turnup of 100mm on walls - Apply selected membrane at a rate of 1.5kg/m2 as per datasheet & application guidelines,,,,,,,
checkpoint-status,,,checkpoint,"The WPM must be terminated at the specified height outlined in the wind classification report, also the WPM must be employ at the water stop angles for doors and window (if Applicable)",,,,,,,
label,04825787-cfd2-5cd8-88bf-866f782e9a11,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Dry day for second coat (if required).,,,,,,,
checkpoint-status,,,checkpoint,Carry out dry film thickness test using positector coating thickness inspection instruction. - Review result against datasheet & application guidelines,,,,,,,
label,83cd1086-ab7b-5ba5-aa2d-c432ac210352,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Attach photos for the drainage conduit.,,,,,,,
label,f9e088a0-adfe-51a2-b551-a81f830a520d,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,If required - Rectification of defective works for failure of flood test/thickness test & all works completed.,,,,,,,
label,35692a9c-46ff-59d8-a4c3-d4573dc88aaf,,note,Attach relevant photos,,,,,,,
checkpoint-status,,,checkpoint,Final sign off - All general waterproofing work completed as per the above ITP,,,,,,,
label,0c5c6f50-7323-5c87-8936-fb10f3230fab,,note,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,,
