Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Full Hight Screens Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,BUILDING A&B,grouping,BUILDING A&B,,,
,,Building A&B - GF,grouping,Building A&B - GF,,,
,,GF - Block A,,Block A,GF,Building A&B,
,,GF - Block B,,Block B,GF,Building A&B,
,,Building A&B - Level 01,grouping,Building A&B - Level 01,,,
,,Level 01 - Block A,,Full Hight Screens,Block A,Level 01,Building A&B
,,Level 01 - Block B,,Full Hight Screens,Block B,Level 01,Building A&B
,,Building A&B - Level 02,grouping,Building A&B - Level 02,,,
,,Level 02 - Block A,,Full Hight Screens,Block A,Level 02,Building A&B
,,Level 02 - Block B,,Full Hight Screens,Block B,Level 02,Building A&B
,,BUILDING B&C,grouping,BUILDING B&C,,,
,,Building B&C - GF,grouping,Building B&C - GF,,,
,,GF - Block C,,Block C,GF,Building B&C ,
,,GF - Block D,,Block D,GF,Building B&C ,
,,Building B&C - Level 01,grouping,Building B&C - Level 01,,,
,,Level 01 - Block C,,Full Hight Screens,Block C,Level 01,Building B&C 
,,Level 01 - Block D,,Full Hight Screens,Block D,Level 01,Building B&C 
,,Building B&C - Level 02,grouping,Building B&C - Level 02,,,
,,Level 02 - Block C,,Full Hight Screens,Block C,Level 02,Building B&C 
,,Level 02 - Block D,,Full Hight Screens,Block D,Level 02,Building B&C 
,Columns,,,,,,
,,Work area acceptable & approval to start work,,work area acceptable & approval to start work,,,
,,Fixing Details checked,,fixing details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,fixing details checked,,,
,,Setout as per CAD drawings,,setout as per cad drawings,,,
,,Position materials & mark drill points,,position materials and mark drill points,,,
,,Drill depth,Drill depth,position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,position materials and mark drill points,,,
,,Length of Rod/Coach Screw/Bolt Size,Length of Rod/Coach Screw/Bolt Size,position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,neoprene gasket installed as per ps1,,,
,,Confirm Plumb/level/Square final positions,,confirm plumb/level/square final positions,,,
,,Install Inner & Top Rail & Endcaps,,install inner and top rail and endcaps,,,
,,"All work completed, reviewed & approved",,"all work completed, reviewed and approved",,,
,,,,,,,
Framed Baluster Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,BUILDING A&B,grouping,BUILDING A&B,,,
,,Building A&B - Level 01,grouping,Building A&B - Level 01,,,
,,Level 01 - Block A,,Framed Baluster Checklist,Block A,Level 01,Building A&B
,,Level 01 - Block B,,Framed Baluster Checklist,Block B,Level 01,Building A&B
,,Building A&B - Level 02,grouping,Building A&B - Level 02,,,
,,Level 02 - Block A,,Framed Baluster Checklist,Block A,Level 02,Building A&B
,,Level 02 - Block B,,Framed Baluster Checklist,Block B,Level 02,Building A&B
,,Building A&B - Stairs,grouping,Building A&B - Stairs,,,
,,Stairs - Flight 1,,Flight 1,Stairs,Building A&B,
,,Stairs - Mid landing,,Mid landing,Stairs,Building A&B,
,,Stairs - Flight 2,,Flight 2,Stairs,Building A&B,
,,Stairs - Top Landing,,Top Landing,Stairs,Building A&B,
,,BUILDING B&C,grouping,BUILDING B&C,,,
,,Building B&C - Level 01,grouping,Building B&C - Level 01,,,
,,Level 01 - Block C,,Framed Baluster Checklist,Block C,Level 01,Building B&C 
,,Level 01 - Block D,,Framed Baluster Checklist,Block D,Level 01,Building B&C 
,,Building B&C - Level 02,grouping,Building B&C - Level 02,,,
,,Level 02 - Block C,,Framed Baluster Checklist,Block C,Level 02,Building B&C 
,,Level 02 - Block D,,Framed Baluster Checklist,Block D,Level 02,Building B&C 
,,Building B&C - Stairs,grouping,Building B&C - Stairs,,,
,,Stairs - Flight 1,,Flight 1,Stairs,Building B&C ,
,,Stairs - Mid landing,,Mid landing,Stairs,Building B&C ,
,,Stairs - Flight 2,,Flight 2,Stairs,Building B&C ,
,,Stairs - Top Landing,,Top Landing,Stairs,Building B&C ,
,Columns,,,,,,
,,Work area acceptable & approval to start work,,work area acceptable & approval to start work,,,
,,Fixing Details checked,,fixing details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,fixing details checked,,,
,,Setout as per CAD drawings,,setout as per cad drawings,,,
,,Position materials & mark drill points,,position materials and mark drill points,,,
,,Drill depth,Drill depth,position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,position materials and mark drill points,,,
,,Length of Rod/Coach Screw/Bolt Size,Length of Rod/Coach Screw/Bolt Size,position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,neoprene gasket installed as per ps1,,,
,,Install posts & Panels,,install posts and panels,,,
,,Confirm Plumb/level/Square final positions,,confirm plumb/level/square final positions,,,
,,Install Inner & Top Rail & Endcaps,,install inner and top rail and endcaps,,,
,,"All work completed, reviewed & approved",,"all work completed, reviewed and approved",,,
