type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Apartment Finishes ,itp,,,,,Apartment Finishes ITP,
section,Timber Floor ,,,,,,,
checkpoint,Measure Floor to Ceiling Height to ensure correct build up. ,,,,,,,
label,*Spot Check throughout apartment*,,,,,,,
checkpoint,Ensure Acoustic Underlay has been installed. ,,,,,,,
checkpoint,Ensure Correct Setout ,,,,,,,
checkpoint,Ensure boards being installed are the correct colour scheme.,,,,,,,
textbox,List colour scheme and board colour:,,,,,,,
checkpoint,Check any expantion joints have been installed in the correct loction. ,,,,,,,
checkpoint,Check any purchaser upgrades have been installed,,,,,,,
checkpoint,Ensure finished floor surface in within Mamimum deviation torerance.,,,,,,,
label,*3mm from a 3m staightedge laid in any direction*,,,,,,,
checkpoint,Ensure threshold Setout is correct at all door ways.,,,,,,,
checkpoint,Ensure even distribution of board colour tones throughout apartment.,,,,,,,
checkpoint,Ensure Angles have been installed as per plans ,,,,,,,
checkpoint,"Ensure correct caulking colour has been used, and confirm caulking has been installed in required locations.",,,,,,,
checkpoint,Record product batch/serial number for tracking of any future defects ,,,,,,,
textbox,Batch/Serial Numbers:,,,,,,,
checkpoint,Record photos of floor ,,,,,,,
section,Carpet ,,,,,,,
checkpoint,Ensure Acoustic Underlay has been installed. ,,,,,,,
checkpoint,Confirm correct carpet colour has been installed ,,,,,,,
checkpoint,Ensure carpet seams have been installed neatly and in corrrect locations as per plans. ,,,,,,,
checkpoint,Ensure Carpet levels at door thresholds.,,,,,,,
checkpoint,Check for any imperfections in the carpet ,,,,,,,
label,*Including any ruff spots in the under the carpet*,,,,,,,
checkpoint,Record Photos of Carpet,,,,,,,
section,Skirting ,,,,,,,
checkpoint,Confirm all Skirting is installed as per plans ,,,,,,,
checkpoint,Ensure all skirting intersection are neat ,,,,,,,
checkpoint,Ensure there are not visible joints in skirting ,,,,,,,
checkpoint,Ensure caulking under skirting is neat to the floor.,,,,,,,
checkpoint,Ensure skirting rebate is cleanly installed ,,,,,,,
checkpoint,Ensure there's no bowing in the skirting ,,,,,,,
checkpoint,Confirm skirting is installed with correct gap for expanation joint (2-3mm) - Only if expanition joint is required.,,,,,,,
checkpoint,Record photos of skirting ,,,,,,,
section,Paint ,,,,,,,
checkpoint,Ensure wall substrate is set and sanded correctly ,,,,,,,
checkpoint,Ensure paint colour is correct in each area ,,,,,,,
checkpoint,Ensure paint is the correct finish ,,,,,,,
checkpoint,Check that black paint has been appied to required areas. i.e behind bulkhead grills ,,,,,,,
checkpoint,Check to ensure 5 class wall were installed to area's exposed to direct sunlight.,,,,,,,
checkpoint,Ensure top's and bottoms of doors in wet areas have been painted.,,,,,,,
checkpoint,Confirm there is no paint on other elements ,,,,,,,
checkpoint,Ensure there are no divots in paint ,,,,,,,
checkpoint,Ensure there are no visible brush strokes ,,,,,,,
checkpoint,Confirm all required coats have been applied ,,,,,,,
checkpoint,Record Photos of Painted Walls ,,,,,,,
section,Fixtures and Fittings ,,,,,,,
checkpoint,"Laundry, Bathroom, Kitchen",,,,,,,
checkpoint,Ensure all Fittings and Fixtures are installed as per architectural Plans,,,,,,,
label,"* Refer to Architectural RCP, Bathroom/Kitchen Elevations.*",,,,,,,
bool,"Laundry, Bathroom, Kitchen,  Bedrooms, Dining/Living Room",,,,,,,
checkpoint,Confirm any functional Fixtures/ Fittings are in working order,,,,,,,
bool,"Laundry, Bathroom, Kitchen,  Bedrooms, Dining/Living Room",,,,,,,
checkpoint,Confirm correct quantities of all Fittings and Fixtures have been installed as per architectural RCP drawings ,,,,,,,
bool,"Laundry, Bathroom, Kitchen,  Bedrooms, Dining/Living Room",,,,,,,
checkpoint,Confirm all  fittings and Fixtures are the correct colour/ Finish.,,,,,,,
bool,"Laundry, Bathroom, Kitchen,  Bedrooms, Dining/Living Room",,,,,,,
section,Sign-off,,,,,,,
checkpoint,Subcontractor Signoff,,,,,,,
holdpoint,Subcontractor Sign-off,,,,,,,
checkpoint,SDC Signoff,,,,,,,
holdpoint,SDC Sign-off,,,,,,,
,,,,,,,,
checklist,Joinery & Stone,itp,,,,,Joinery & Stone - ITP,
section,Kitchen Butler’s Pantry,,,,,,,
checkpoint,Shop Drawing (overarching),,,,,,,
label,Attach latest revision of approved shop drawings,,,,,,,
checkpoint,Colour scheme,,,,,,,
button,Correct colour scheme installed,"Yes,No",,,,,,
checkpoint,Visual finish check,,,,,,,
button,"Free of damages, chips, or defects to veneers & panels","Yes,No",,,,,,
button,Even spacing observed in shadowlines ,"Yes,No,N/A",,,,,,
button,LED/reed switch installed in nominated locations on shop drawings,"Yes,No,N/A",,,,,,
label,Ensure correct anxiliary fittings are installed,,,,,,,
bool,Cutlery drawer,,,,,,,
bool,Bins,,,,,,,
button,Correct spec of handles are installed,"Yes,No,N/A",,,,,,
checkpoint,Doors/drawers/compartments,,,,,,,
button,Arrangement as per approved shop drawing,"Yes,No",,,,,,
button,Dimensions of doors/drawers/compartments as per shop drawings,"Yes,No",,,,,,
button,Internal colour as per approved shop drawing,"Yes,No",,,,,,
button,Correctly aligned and square ,"Yes,No",,,,,,
