type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ITPS-013 Electric Fire Pumpset Installation and Commissioning,itp,,,,,ITPS-013 Electric Fire Pumpset Installation and Commissioning
section,Details,,,,,,
checkpoint,"1 - Check location of pumpset - in a position that is protected from falling debris, and vehicular and mechanical damage",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 Installation,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,"2 - Check clearence of pumpset - For ongoing inspection and testing, a clearance of not less than 1.0 m shall be provided around the perimeter of a complete pump assembly;",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 Installation,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,"3 - Check clearence of pumpset - for multiple pumpset installations, a clearance of not less than 600 mm between each of the installed pumps shall be provided",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 Installation,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,"4 - Check elevations - Multiple pumpsets shall be installed with the centre-line of all suction pipes at the same elevation. If the pumps are to be installed at different elevations, the elevated pump shall be installed on a properly constructed mezzanine floor with head clearance of minimum 2.1 m to the underside on both levels",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 Installation,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,"5 - Check Plinth - Pumpset baseplates shall be mounted on concrete plinths with a height not less than 150 mm above the floor. For fixing purposes, the concrete plinth shall extend 150 mm past the edge of the baseplate on all four sides.",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 Installation,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
section,Electric Pumpsets,,,,,,
checkpoint,6a - Check the coupling alignment to ensure that the unit is aligned within the manufacturer’s specified tolerance.,,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 and 12,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,6b - Check the direction of rotation,,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 and 12,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,6c - Ensure that the delivery from the pump under test is the only supply to the measuring device and that all flow from the pump passes through the device.,,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 and 12,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
checkpoint,"6d - Ensure that the pump is primed and that lines are clear, valves correctly set (open, closed or adjusted to required pressure), and that water is available.",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 and 12,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,Hold Point Required:,Yes,,,,,
radio,W5.4 System Filling and Venting,Pass,,,,,
radio,W5.4.1 Pressure Testing,Pass,,,,,
label,QUALITY CONTROL - I,,,,,,
textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,
date,DATE:,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,"6e - Isolate all other water supplies to the fire protection systems, such as the automatic pressure maintenance pump and compression-ignition engine driven pumps",,,,,,
label,ACCEPTANCE CRITERIA SPECIFIED - AS2941.1-2013 – Section 11 Installation,,,,,,
label,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION - ,,,,,,
radio,W5.2 State of the System,Pass,,,,,
