Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,CHECK-002 Site Inspection,,,,,Yes,CHECK-002 Site Inspection,2f813446-4b4d-4034-8d01-092638082845
checkpoint-group,,,section,"1. Administrative, training and risk management requirements",,,,,,,
checkpoint-status,,,checkpoint,"1.1 - So far as reasonably practicable, all workers carrying out construction work on the project have been made aware of the content of the WHS management plan, including any updates, and their right to inspect the plan.",,,,,,,
checkpoint-status,,,checkpoint,1.1 - All workers carrying out construction work have received the general construction induction training.,,,,,,,
checkpoint-status,,,checkpoint,1.2 - Workers have been informed of the site-specific health and safety rules.,,,,,,,
checkpoint-status,,,checkpoint,"1.3 - Suitable and adequate information, training, and instruction has been provided to workers in relation to work they are carrying out.",,,,,,,
checkpoint-status,,,checkpoint,1.5 - Personal protective equipment (PPE) is being worn in accordance with the projects requirements.,,,,,,,
checkpoint-group,,,section,2. Safe work method statements,,,,,,,
checkpoint-status,,,checkpoint,2.1 - A safe work method statement (SWMS) has been prepared for each high risk construction work activity that is underway or about to commence.,,,,,,,
checkpoint-status,,,checkpoint,2.2 - Workers have reviewed and signed off on the relevant SWMS,,,,,,,
checkpoint-status,,,checkpoint,2.3 - High risk construction work activities are being carried out in accordance with the relevant SWMS.,,,,,,,
checkpoint-group,,,section,3. The work environment,,,,,,,
checkpoint-status,,,checkpoint,3.1 - The work environment has been maintained such that it is clean and in a safe condition.,,,,,,,
checkpoint-status,,,checkpoint,3.2 - Work areas are clearly identified and separated as necessary so that work can be undertaken safely.,,,,,,,
checkpoint-status,,,checkpoint,3.3 - Lighting at the workplace is sufficient to allow:,,,,,,,
label,,,note,○ Each worker to carry out work without risk to health and safety.,,,,,,,
label,,,note,○ People to move within the workplace without risk to health and safety.,,,,,,,
label,,,note,○ Safe evacuation in an emergency.,,,,,,,
checkpoint-status,,,checkpoint,3.4 - The workplace has sufficient ventilation to enable workers to carry out work without risk to health and safety.,,,,,,,
checkpoint-status,,,checkpoint,"3.5 - The entries, exits, and access ways in the workplace are kept clean and clear of materials and waste.",,,,,,,
checkpoint-status,,,checkpoint,"3.6 - A safe system has been implemented for the collection, storage, and disposal of excess or waste materials.",,,,,,,
checkpoint-status,,,checkpoint,3.7 - Sufficient area has been allocated to safely store materials or plant for the construction work.,,,,,,,
checkpoint-status,,,checkpoint,"3.8 - Protruding objects that are a hazard have been made safe (e.g. exposed nails, vertical reinforcing steel).",,,,,,,
checkpoint-status,,,checkpoint,"3.9 - Adequate facilities have been provided for workers, including toilets, drinking water, washing facilities, and eating facilities.",,,,,,,
checkpoint-status,,,checkpoint,3.10 - First aid equipment has been provided for the workplace and is accessible to each worker.,,,,,,,
checkpoint-group,,,section,4. Confined spaces,,,,,,,
checkpoint-status,,,checkpoint,"4.1 - For each hazard associated with a confined space, a competent person completed GMFORM 011A Confined Spaces Risk Assessment.",,,,,,,
checkpoint-status,,,checkpoint,"Prior to commencing the works, GMFORM 011B Confined Spaces Entry Permit has been completed and approved.",,,,,,,
checkpoint-status,,,checkpoint,4.2 - Appropriate signage has been erected for all confined spaces.,,,,,,,
checkpoint-status,,,checkpoint,4.3 - First aid procedures and rescue procedures to be followed in accordance with GMFORM 011C Confined Spaces Rescue Plan in the event of an emergency in a confined space have been developed and practiced to ensure they are efficient and effective.,,,,,,,
checkpoint-status,,,checkpoint,"4.4 - Workers required to work in or around a confined space have been provided with information, instruction, and training in relation to the:",,,,,,,
label,,,note,○ Nature of all hazards relating to a confined space,,,,,,,
label,,,note,"○ Need for, and the appropriate use of, control measures associated with those hazards",,,,,,,
label,,,note,"○ Selection, fit, use, wearing, testing, storage, and maintenance of any personal protective equipment",,,,,,,
label,,,note,○ Contents of any confined space entry permits that may be issued,,,,,,,
label,,,note,○ Emergency procedures.,,,,,,,
checkpoint-group,,,section,5. Working at heights,,,,,,,
checkpoint-status,,,checkpoint,5.1 - A SWMS is available for all high risk construction work that involves a risk of a person falling more than 2m that has commenced or is about to commence.,,,,,,,
checkpoint-status,,,checkpoint,5.2 - Where a risk of fall of less than 2m exists:,,,,,,,
label,,,note,○ Each hazard that may result in a fall or cause death or injury if a person were to fall has been identified,,,,,,,
label,,,note,○ The risk of death or injury that may result because of the hazard has been assessed,,,,,,,
label,,,note,"○ Any control measures necessary to prevent, or minimise the level of, exposure to the risk is used.",,,,,,,
checkpoint-status,,,checkpoint,"5.3 - Where a risk of fall of at least 2m exists, control measures have been used which:",,,,,,,
label,,,note,○ Prevent a person falling any distance,,,,,,,
label,,,note,○ If prevention is not practicable:,,,,,,,
label,,,note,– arrest a person’s fall,,,,,,,
