Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITPS-003 Fire Alarm and EWIS Installation,itp,,,,Yes,ITPS-003 Fire Alarm and EWIS Installation,240de470-1e53-449f-802a-3a16674f79fd
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,1 - CABLE TYPE & SIZE TO DESIGN CRITERIA,,,,,,,
label,f8dac3cf-7f89-5d37-ac5a-830eb299096b,,note,ACCEPTANCE CRITERIA SPECIFIED - AS1670.1-2018 Have a cross sectional area of no less than 0.75mm2 AS3000,,,,,,,
label,d4373d7f-af63-53f4-a979-fa61ca335e8d,,note,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION -,,,,,,,
radio,d4b4332c-6f0e-571c-9fe1-31055d8a0cee,,radio,C5.4.0 Wiring,Pass,,,,,,
text,42d19c37-5762-5c0f-ac35-42965e6d2d50,,textbox,DRAWING REFERENCE NUMBER - Drawing Number:,,,,,,,
label,7916330e-e656-59e0-bd79-b9fcac35e5e4,,note,QUALITY CONTROL - I,,,,,,,
text,7c92011c-d24c-5d68-a321-a023538921c7,,textbox,PERFORMED AND/OR WITNESSED BY:,,,GM / PC / CS / CL,,,,
date,b8127666-6248-580a-b95a-b98f692a958b,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,2 - CABLE HEIGHTS & LOCATION ADEQUATE FOR FIT OFF,,,,,,,
label,37dce47c-0b52-5092-8408-687735baf2d8,,note,ACCEPTANCE CRITERIA SPECIFIED - AS1670.1-2018: internal domestic and office situations where cabling is mounted on walls at heights above 1.5m AS3000,,,,,,,
label,0510b6fb-4554-5e2b-bb12-8eec866e7aaf,,note,COMMISSIONNIG CODES AND REQUIRED DOCUMENTATION -,,,,,,,
radio,2d798dde-f905-5fca-9501-b4488b2c1ea1,,radio,C5.2.5 Control Loops,Pass,,,,,,
radio,8de9f9f4-e686-5972-9525-dc9a28e69a6e,,radio,C5.4.0 Wiring,Pass,,,,,,
text,f694ba28-9d02-5c3d-93cd-c0339d6a2315,,textbox,DRAWING REFERENCE NUMBER - Drawing Number:,,,,,,,
