type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP - Korimako SW,itp,,,,,,
section,Contract,,,,,,,
checkpoint,1 - D1.3,,,,,,,
label,"Inspection / Test Point - Site Management Plan (QEHS, SSST, KSA)",,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,
label,Activity by - WCL,,,,,,,
label,"Conformance Criteria (What's Required) - Ensure Quality, Environment, Health & Safety Management Systems Plan",,,,,,,
label,○ Site Specific Safety Plan and Key Step Analysis are approved.,,,,,,,
label,"○ Living document to be adjusted and updated as required. A copy of QEHS plan, SSSP and KSA to be on site at all times.",,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,
label,Inspection / Test Method - Submission (NTE),,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, LN-01, FM-83, FM-69",,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2 - D1.18,,,,,,,
label,Inspection / Test Point - TMP,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,
label,Activity by - WCL,,,,,,,
label,Conformance Criteria (What's Required) - traffic management plan to be submitted and approved by Road Controlling Authority,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,
label,Inspection / Test Method - Sumission (NTE),,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, TMP",,,,,,,
label,Standard - Code of practice for temporary traffic management (CoPTTM),,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,3 - D1.4,,,,,,,
label,Inspection / Test Point - Works Access Permit,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,
label,Activity by - WCL,,,,,,,
label,Conformance Criteria (What's Required) - TMP and Corridor Access Request to be sumbitted on myWorksites,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,
label,Inspection / Test Method - Document,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, WAP",,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,4 - D1.14,,,,,,,
label,Inspection / Test Point - Client start-up meeting,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,
label,"Activity by - ICC, WCL",,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,
label,Inspection / Test Method - Document,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, MoM",,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,Production,,,,,,,
checkpoint,5 - D2.4.2,,,,,,,
label,Inspection / Test Point - Bedding material,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,
label,Activity by - Lab,,,,,,,
label,Conformance Criteria (What's Required) - Material to comply with contract specification,,,,,,,
label,Quantity - 280 m3,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,
label,Inspection / Test Method - Lab report,,,,,,,
label,"Records / evidence, WCL form - Grading Results",,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS G3 of AS/NZS 2566.2,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,
checkpoint,6 - D1.29.3,,,,,,,
label,Inspection / Test Point - Sub Base Aggregate AP65,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,
label,Activity by - Lab,,,,,,,
label,Conformance Criteria (What's Required) - Materials to comply with contract specification,,,,,,,
label,Quantity - 90 m3,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,
label,Inspection / Test Method - Lab report,,,,,,,
label,"Records / evidence, WCL form - MDD and Grading Results",,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,
