Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Commodore Plumbing - In Ground Stormwater Checklist,,,,,,,,,
,Scope,,,Commodore Plumbing  - Stockland Epping,,,,,
,Rows,,,,,,,,
,,Basement 2 - Pour 1,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 1,,
,,Basement 2 - Pour 2,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 2,,
,,Basement 2 - Pour 3,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 3,,
,,Basement 2 - Pour 4,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 4,,
,,Basement 2 - Pour 5,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 5,,
,,Basement 2 - Pour 6,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 6,,
,,Basement 2 - Pour 7,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 7,,
,,Basement 2 - Pour 8,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 8,,
,,Basement 2 - Pour 9,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 9,,
,,Basement 2 - Pour 10,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 10,,
,,Basement 2 - Pour 11,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 11,,
,,Basement 2 - Pour 12,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 12,,
,,Basement 2 - Pour 13,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 13,,
,,Basement 2 - Pour 6B,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,Pour 6B,In Ground Stormwater Checklist,
,,Basement 2 - 6A,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Basement 2,6A,In Ground Stormwater Checklist,
,,School,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,School,,,
,,Parish Hall Level 1,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Parish Hall Level 1,,,
,,Parish Hall Lower Ground ,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Parish Hall Lower Ground ,,,
,,Parish Civil,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,Parish Civil,In Ground Stormwater Checklist,,
,,School Grids 14-15,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,School Grids 14-15,In Ground Stormwater Checklist,,
,,School Lower Ground,,Commodore Plumbing  - Stockland Epping,In Ground Stormwater,School Lower Ground,In Ground Stormwater Checklist,,
,Columns,,,,,,,,
,,The correct drawing has been used,,the correct drawing has been used. is it issued for construction and which issue is it,,,,,
,,All workers inducted & read appropriate SWMS for tasks,,all workers been inducted and read appropriate swms for tasks and prestart signed,,,,,
,,Appropriate materials used for application/sizing is correct,,"appropriate materials have been used for application, also sizing is correct",,,,,
,,Invert levels checked/pipework correct fall as per drawing,,"invert levels been checked, pipework has correct fall as per drawing",,,,,
,,Pipework is secured properly/penetrations through pits are correct,,"pipework is secured properly, penetrations through pits are correct (pits by others)",,,,,
,,Q/A done to ensure all pipework is in place & in correct position,,q/a been done to ensure all pipework is in place and in correct position (plan attached),,,,,
,,Pipework has been tested & are all open ends capped/taped off,,pipework has been tested and are all open ends capped/taped off,,,,,
,,,,,,,,,
Commodore Plumbing - In Ground Sewer Checklist,,,,,,,,,
,Scope,,,Commodore Plumbing  - Stockland Epping,,,,,
,Rows,,,,,,,,
,,Basement 2 - Pour 1,,Site QA,In Ground Sewer,Basement 2,Pour 1,,
,,Basement 2 - Pour 2,,Site QA,In Ground Sewer,Basement 2,Pour 2,,
,,Basement 2 - Pour 4,,Site QA,In Ground Sewer,Basement 2,Pour 4,,
,,Basement 2 - Pour 5,,Site QA,In Ground Sewer,Basement 2,Pour 5,,
,,Basement 2 - Pour 6,,Site QA,In Ground Sewer,Basement 2,Pour 6,,
,,Basement 2 - Pour 7,,Site QA,In Ground Sewer,Basement 2,Pour 7,,
,,Basement 2 - Pour 8,,Site QA,In Ground Sewer,Basement 2,Pour 8,,
,,Basement 2 - Pour 9,,Site QA,In Ground Sewer,Basement 2,Pour 9,,
,,Basement 2 - Pour 10,,Site QA,In Ground Sewer,Basement 2,Pour 10,,
