Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Townhouse Block 1 - Timber Progress,,,,,,
,Scope,,,Townhouse Block 1,,
,Rows,,,,,
,,Townhouse Block 1,grouping,Townhouse Block 1,,
,,TH B1 - Unit 431,,TH B1 - Unit 431,Townhouse Block 1,Project QA
,,TH B1 - Unit 432,,TH B1 - Unit 432,Townhouse Block 1,Project QA
,,TH B1 - Unit 433,,TH B1 - Unit 433,Townhouse Block 1,Project QA
,,TH B1 - Unit 434,,TH B1 - Unit 434,Townhouse Block 1,Project QA
,,TH B1 - Unit 435,,TH B1 - Unit 435,Townhouse Block 1,Project QA
,,TH B1 - Unit 436,,TH B1 - Unit 436,Townhouse Block 1,Project QA
,,TH B1 - Unit 437,,TH B1 - Unit 437,Townhouse Block 1,Project QA
,,TH B1 - Unit 438,,TH B1 - Unit 438,Townhouse Block 1,Project QA
,,TH B1 - Unit 439,,TH B1 - Unit 439,Townhouse Block 1,Project QA
,,TH B1 - Unit 440,,TH B1 - Unit 440,Townhouse Block 1,Project QA
,,TH B1 - Unit 441,,TH B1 - Unit 441,Townhouse Block 1,Project QA
,,TH B1 - Unit 442,,TH B1 - Unit 442,Townhouse Block 1,Project QA
,Columns,,,,,
,,Safety & Environmental Inspection Details,,Safety & Environmental Inspection Details,Timber Installation,
,,Installer Involved,Installer Involved,Safety & Environmental Inspection Details,Timber Installation,
,,Other (if applicable):,Other (if applicable):,Safety & Environmental Inspection Details,Timber Installation,
,,Name of Inspector,Name of Inspector,Safety & Environmental Inspection Details,Timber Installation,
,,Completion Date,Completion Date,Safety & Environmental Inspection Details,Timber Installation,
,,Inspection Date,Inspection Date,Safety & Environmental Inspection Details,Timber Installation,
,,1.0 Correct type & colour of timber installed as per spec,,1.0 Correct type and colour of timber is installed as per specification.,Timber Installation,
,,2.0 Correct underlay installed as per spec,,2.0 Correct underlay is installed as per specification.,Timber Installation,
,,3.0 Timber direction is correct,,3.0 Timber direction is correct.,Timber Installation,
,,4.0 Timber is damage & defect free,,4.0 Timber is damage and defect free.,Timber Installation,
,,5.0 Floor stable & within acceptable degree of movement,,5.0 Floor is stable and within acceptable degree of movement.,Timber Installation,
,,6.0 All transition trims fitted,,6.0 All transition trims are fitted.,Timber Installation,
,,7.0 Areas fully complete,,7.0 Areas are fully complete.,Timber Installation,
,,8.0 Floor ready to receive protection,,8.0 Floor is ready to receive protection.,Timber Installation,
,,9.0 Protection installed,,9.0 Protection installed.,Timber Installation,
,,10.0 All rubbish is removed & put in bins,,10.0 All rubbish is removed and put in bins.,Timber Installation,
,,11.0 All excess timber & underlay moved to the next relevant area/unit,,11.0 All excess timber and underlay moved to the next relevant area/unit and Jared has been informed.,Timber Installation,
,,12.0 No damage to skirting or surrounding surfaces,,12.0 No damage to skirting or surrounding surfaces (provide photos and comment if there is any damage).,Timber Installation,
,,13.0 No change in scope of works,,13.0 No change in scope of works (from Site Manager or others).,Timber Installation,
,,14.0 Comments,14.0 Comments,14.0 Comments,Timber Installation,
,,,,,,
Townhouse Block 2 - Timber Progress,,,,,,
,Scope,,,Townhouse Block 2,,
,Rows,,,,,
,,Townhouse Block 2,dynamic,Townhouse Block 2,Project QA,
,Columns,,,,,
,,Safety & Environmental Inspection Details,,Safety & Environmental Inspection Details,Timber Installation,
,,Installer Involved,Installer Involved,Safety & Environmental Inspection Details,Timber Installation,
,,Other (if applicable):,Other (if applicable):,Safety & Environmental Inspection Details,Timber Installation,
,,Name of Inspector,Name of Inspector,Safety & Environmental Inspection Details,Timber Installation,
,,Completion Date,Completion Date,Safety & Environmental Inspection Details,Timber Installation,
,,Inspection Date,Inspection Date,Safety & Environmental Inspection Details,Timber Installation,
,,1.0 Correct type & colour of timber installed as per spec,,1.0 Correct type and colour of timber is installed as per specification.,Timber Installation,
,,2.0 Correct underlay installed as per spec,,2.0 Correct underlay is installed as per specification.,Timber Installation,
,,3.0 Timber direction is correct,,3.0 Timber direction is correct.,Timber Installation,
,,4.0 Timber is damage & defect free,,4.0 Timber is damage and defect free.,Timber Installation,
,,5.0 Floor stable & within acceptable degree of movement,,5.0 Floor is stable and within acceptable degree of movement.,Timber Installation,
,,6.0 All transition trims fitted,,6.0 All transition trims are fitted.,Timber Installation,
,,7.0 Areas fully complete,,7.0 Areas are fully complete.,Timber Installation,
,,8.0 Floor ready to receive protection,,8.0 Floor is ready to receive protection.,Timber Installation,
,,9.0 Protection installed,,9.0 Protection installed.,Timber Installation,
,,10.0 All rubbish is removed & put in bins,,10.0 All rubbish is removed and put in bins.,Timber Installation,
,,11.0 All excess timber & underlay moved to the next relevant area/unit,,11.0 All excess timber and underlay moved to the next relevant area/unit and Jared has been informed.,Timber Installation,
,,12.0 No damage to skirting or surrounding surfaces,,12.0 No damage to skirting or surrounding surfaces (provide photos and comment if there is any damage).,Timber Installation,
,,13.0 No change in scope of works,,13.0 No change in scope of works (from Site Manager or others).,Timber Installation,
,,14.0 Comments,14.0 Comments,14.0 Comments,Timber Installation,
,,,,,,
Townhouse Block 1 - Carpet Progress,,,,,,
,Scope,,,Townhouse Block 1,,
,Rows,,,,,
,,Townhouse Block 1,dynamic,Townhouse Block 1,Project QA,
,Columns,,,,,
,,Safety & Environmental Inspection Details,,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Installer Involved,Installer Involved,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Other (if applicable):,Other (if applicable):,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Name of Inspector,Name of Inspector,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Completion Date,Completion Date,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Inspection Date,Inspection Date,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,1.0 Correct type & colour of carpet/vinyl is installed as per spec,,1.0 Correct type and colour of carpet/vinyl is installed as per specification.,Carpet & Vinyl Installation,
,,2.0 Correct underlay is installed as per spec,,2.0 Correct underlay is installed as per specification.,Carpet & Vinyl Installation,
,,3.0 Carpet/vinyl direction is correct,,3.0 Carpet/vinyl direction is correct.,Carpet & Vinyl Installation,
,,4.0 Carpet/vinyl is damage & defect free,,4.0 Carpet/vinyl is damage and defect free.,Carpet & Vinyl Installation,
,,5.0 Carpet installed by Powerstretcher & perimeter secured,,5.0 Carpet installed by Powerstretcher and perimeter secured properly.,Carpet & Vinyl Installation,
,,6.0 All transition trims are fitted & welding complete,,6.0 All transition trims are fitted and welding complete.,Carpet & Vinyl Installation,
,,7.0 Areas are fully complete,,7.0 Areas are fully complete.,Carpet & Vinyl Installation,
,,8.0 Floor ready to receive protection,,8.0 Floor is ready to receive protection.,Carpet & Vinyl Installation,
,,9.0 Protection installed,,9.0 Protection installed.,Carpet & Vinyl Installation,
,,10.0 All rubbish is removed & put in bins,,10.0 All rubbish is removed and put in bins.,Carpet & Vinyl Installation,
,,11.0 All allocated offcuts moved/stored to correct room/back measured,,11.0 All allocated offcuts moved and stored to correct room and back measured and Jared has been informed.,Carpet & Vinyl Installation,
,,12.0 No damage to skirting or surrounding surfaces,,12.0 No damage to skirting or surrounding surfaces (provide photos and comment if there is any damage).,Carpet & Vinyl Installation,
,,13.0 No change in scope of works,,13.0 No change in scope of works (from Site Manager or others).,Carpet & Vinyl Installation,
,,14.0 Comments,14.0 Comments,14.0 Comments,Carpet & Vinyl Installation,
,,,,,,
Townhouse Block 2 - Carpet Progress,,,,,,
,Scope,,,Townhouse Block 2,,
,Rows,,,,,
,,Townhouse Block 2,dynamic,Townhouse Block 2,Project QA,
,Columns,,,,,
,,Safety & Environmental Inspection Details,,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Installer Involved,Installer Involved,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Other (if applicable):,Other (if applicable):,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Name of Inspector,Name of Inspector,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Completion Date,Completion Date,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,Inspection Date,Inspection Date,Safety & Environmental Inspection Details,Carpet & Vinyl Installation,
,,1.0 Correct type & colour of carpet/vinyl is installed as per spec,,1.0 Correct type and colour of carpet/vinyl is installed as per specification.,Carpet & Vinyl Installation,
,,2.0 Correct underlay is installed as per spec,,2.0 Correct underlay is installed as per specification.,Carpet & Vinyl Installation,
,,3.0 Carpet/vinyl direction is correct,,3.0 Carpet/vinyl direction is correct.,Carpet & Vinyl Installation,
,,4.0 Carpet/vinyl is damage & defect free,,4.0 Carpet/vinyl is damage and defect free.,Carpet & Vinyl Installation,
,,5.0 Carpet installed by Powerstretcher & perimeter secured,,5.0 Carpet installed by Powerstretcher and perimeter secured properly.,Carpet & Vinyl Installation,
,,6.0 All transition trims are fitted & welding complete,,6.0 All transition trims are fitted and welding complete.,Carpet & Vinyl Installation,
,,7.0 Areas are fully complete,,7.0 Areas are fully complete.,Carpet & Vinyl Installation,
,,8.0 Floor ready to receive protection,,8.0 Floor is ready to receive protection.,Carpet & Vinyl Installation,
,,9.0 Protection installed,,9.0 Protection installed.,Carpet & Vinyl Installation,
,,10.0 All rubbish is removed & put in bins,,10.0 All rubbish is removed and put in bins.,Carpet & Vinyl Installation,
,,11.0 All allocated offcuts moved/stored to correct room/back measured,,11.0 All allocated offcuts moved and stored to correct room and back measured and Jared has been informed.,Carpet & Vinyl Installation,
,,12.0 No damage to skirting or surrounding surfaces,,12.0 No damage to skirting or surrounding surfaces (provide photos and comment if there is any damage).,Carpet & Vinyl Installation,
,,13.0 No change in scope of works,,13.0 No change in scope of works (from Site Manager or others).,Carpet & Vinyl Installation,
,,14.0 Comments,14.0 Comments,14.0 Comments,Carpet & Vinyl Installation,
,,,,,,
Townhouse Block 1 - Floor Prep Progress,,,,,,
,Scope,,,Townhouse Block 1,,
,Rows,,,,,
,,Townhouse Block 1,dynamic,Townhouse Block 1,Project QA,
,Columns,,,,,
,,Safety & Environmental Inspection Details,,Safety & Environmental Inspection Details,Floor Preparation,
,,Installer Involved,Installer Involved,Safety & Environmental Inspection Details,Floor Preparation,
,,Other (if applicable):,Other (if applicable):,Safety & Environmental Inspection Details,Floor Preparation,
,,Name of Inspector,Name of Inspector,Safety & Environmental Inspection Details,Floor Preparation,
,,Completion Date,Completion Date,Safety & Environmental Inspection Details,Floor Preparation,
,,Inspection Date,Inspection Date,Safety & Environmental Inspection Details,Floor Preparation,
,,1.0 Moisture barrier installed as per spec,,1.0 Moisture barrier installed as per specification.,Floor Preparation,
,,2.0 Primer installed as per spec,,2.0 Primer installed as per specification.,Floor Preparation,
,,3.0 Levelling compound installed as per spec,,3.0 Levelling compound installed as per specification.,Floor Preparation,
,,4.0 Floor within tolerance to receive carpet/vinyl flooring,,4.0 Floor is within tolerance to receive carpet/vinyl flooring.,Floor Preparation,
,,5.0 Transition heights checked & are within tolerance,,5.0 Transition heights checked and are within tolerance.,Floor Preparation,
,,6.0 All edges are scraped,,6.0 All edges are scraped.,Floor Preparation,
,,7.0 All debris/rubbish is removed & put in bins,,7.0 All debris/rubbish is removed and put in bins.,Floor Preparation,
,,"8.0 Areas left smooth, dust free, vacuumed",,"8.0 Areas left smooth, dust free, vacuumed.",Floor Preparation,
,,9.0 No damage to skirting or surrounding surfaces,,9.0 No damage to skirting or surrounding surfaces (provide photos and comment if there is any damage).,Floor Preparation,
,,10.0 No change in scope of works,,10.0 No change in scope of works (from Site Manager or others).,Floor Preparation,
,,11.0 Comments,11.0 Comments,11.0 Comments,Floor Preparation,
,,,,,,
Townhouse Block 2 - Floor Prep Progress,,,,,,
,Scope,,,Townhouse Block 2,,
,Rows,,,,,
,,Townhouse Block 2,dynamic,Townhouse Block 2,Project QA,
,Columns,,,,,
,,Safety & Environmental Inspection Details,,Safety & Environmental Inspection Details,Floor Preparation,
,,Installer Involved,Installer Involved,Safety & Environmental Inspection Details,Floor Preparation,
,,Other (if applicable):,Other (if applicable):,Safety & Environmental Inspection Details,Floor Preparation,
,,Name of Inspector,Name of Inspector,Safety & Environmental Inspection Details,Floor Preparation,
,,Completion Date,Completion Date,Safety & Environmental Inspection Details,Floor Preparation,
,,Inspection Date,Inspection Date,Safety & Environmental Inspection Details,Floor Preparation,
,,1.0 Moisture barrier installed as per spec,,1.0 Moisture barrier installed as per specification.,Floor Preparation,
,,2.0 Primer installed as per spec,,2.0 Primer installed as per specification.,Floor Preparation,
,,3.0 Levelling compound installed as per spec,,3.0 Levelling compound installed as per specification.,Floor Preparation,
,,4.0 Floor within tolerance to receive carpet/vinyl flooring,,4.0 Floor is within tolerance to receive carpet/vinyl flooring.,Floor Preparation,
,,5.0 Transition heights checked & are within tolerance,,5.0 Transition heights checked and are within tolerance.,Floor Preparation,
,,6.0 All edges are scraped,,6.0 All edges are scraped.,Floor Preparation,
,,7.0 All debris/rubbish is removed & put in bins,,7.0 All debris/rubbish is removed and put in bins.,Floor Preparation,
,,"8.0 Areas left smooth, dust free, vacuumed",,"8.0 Areas left smooth, dust free, vacuumed.",Floor Preparation,
,,9.0 No damage to skirting or surrounding surfaces,,9.0 No damage to skirting or surrounding surfaces (provide photos and comment if there is any damage).,Floor Preparation,
,,10.0 No change in scope of works,,10.0 No change in scope of works (from Site Manager or others).,Floor Preparation,
,,11.0 Comments,11.0 Comments,11.0 Comments,Floor Preparation,
