type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checklist,ITP-261-RAIL-PSD-Aluminothermic Welding and Stressing,itp,,,,,ITP-261-RAIL-PSD-Aluminothermic Welding and Stressing Rev 1,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-261-RAIL-PSD-Aluminothermic Welding and Stressing,,,,,,,,,,,,,,
label,ITP Description: Aluminothermic Welding and Stressing,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): RAIL,,,,,,,,,,,,,,
label,Revision Number: 1,,,,,,,,,,,,,,
label,Revision Date: 8/05/2025,,,,,,,,,,,,,,
label,ITP created by: Jake Argentaro,,,,,,,,,,,,,,
label,ITP approved for use by: Romualdo Magpantay,,,,,,,,,,,,,,
label,1.1 Drawing Pack - Rail Track and Civil,,,,,,,,,,,,,,
label,Reference: MRP-DPK-091-00-CPW-0063 Rail Track & Civil Drawings - Progress Street,,,,,,,,,,,,,,
label,1.2 Railway Track Materials – Part 1: Steel Rails,,,,,,,,,,,,,,
label,Reference: AS 1085.1,,,,,,,,,,,,,,
label,1.3 Welding Rail Steels,,,,,,,,,,,,,,
label,Reference: AS 1085.2,,,,,,,,,,,,,,
label,1.4 Flash Butt Welding Specification ,,,,,,,,,,,,,,
label,Reference: A1340,,,,,,,,,,,,,,
label,1.5 Hot Works Procedure,,,,,,,,,,,,,,
label,Reference: A1606,,,,,,,,,,,,,,
label,1.6 Welded Track Management Manual Chapter 7 - Requirements For Welding Track Procedure,,,,,,,,,,,,,,
label,Reference: A4597,,,,,,,,,,,,,,
label,1.7 Welded Track Management Chapter 9 Stress Control for Continuous Welded Rail Procedure ,,,,,,,,,,,,,,
label,Reference: A4589,,,,,,,,,,,,,,
label,1.8 Welded Track Management Metro Track - Chapter 10 - Closure Rails Procedure ,,,,,,,,,,,,,,
label,Reference: A4598,,,,,,,,,,,,,,
label,1.9 PTDT Form B - Track Certifier Booking Form ,,,,,,,,,,,,,,
label,Reference: A4263,,,,,,,,,,,,,,
label,1.10 Welded Track Management - Chapter 13 - Monitoring of Welded Track Procedure ,,,,,,,,,,,,,,
label,Reference: A4588,,,,,,,,,,,,,,
label,1.11 Non-Destructive Hand Testing Of Rail - Track Procedure ,,,,,,,,,,,,,,
label,Reference: A4550,,,,,,,,,,,,,,
label,1.12 Track Construction - ITP,,,,,,,,,,,,,,
label,Reference: ITP-262-RAIL-PSD-Track Construction,,,,,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,,,,,
checkpoint,2.1 Supply of Weld Kits,,,,,,,,,,,,,,
label,REFERENCE: AS1085.20 Railway Track Material Part 1: Steel Rails,,,,,,,,,,,,,,
label,○ A4588 Welded Track Management - Chapter 13 - Monitoring of Welded Track Procedure,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Weld kits supplied are within expiry period and conform to the requirements of applicable standards.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,"METHOD: Visual Measure, Document Review",,,,,,,,,,,,,,
label,FREQUENCY: Upon Delivery,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Nominated authority,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: Material approval in TeamBinder, This ITP Signed Off",,,,,,,,,,,,,,
label,○ Attach: Delivery Dockets/Site Photos,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,
checkpoint,3.1 Primary Documentations,,,,,,,,,,,,,,
label,REFERENCE: A4263 PTDT Form B - Track Certifier Booking Form,,,,,,,,,,,,,,
label,○ A1606 Hot Works Procedure,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: MRP-DPK-091-00-CPW-0063 Rail Track & Civil Drawings - Progress Street,,,,,,,,,,,,,,
label,METHOD: Document review and approval,,,,,,,,,,,,,,
label,FREQUENCY: Prior to works commencing,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach: Approved PTDT,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.2 Pre-Commencement of Work,,,,,,,,,,,,,,
label,"REFERENCE: ITP, Quality Checklist, SWMS,",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All approved by relevant representative.,,,,,,,,,,,,,,
label,METHOD: Document review and approval,,,,,,,,,,,,,,
label,FREQUENCY: Once (Prior to Works),,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach: Approved templates,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.3 Welding Procedures & Quality Documentation,,,,,,,,,,,,,,
label,REFERENCE: AS1085.20 Railway Track Material Part 1: Steel Rails,,,,,,,,,,,,,,
label,○ A4588 Welded Track Management - Chapter 13 - Monitoring of Welded Track Procedure,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: WPS (Welding Procedure Specifications), WPQR (Welding Procedure Qualification Records), WQR (Welder Qualification Register)",,,,,,,,,,,,,,
label,METHOD: Document review and approval,,,,,,,,,,,,,,
label,FREQUENCY: Once (Prior to Works),,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Pre-Construction Activities,,,,,,,,,,,,,,
checkpoint,4.1 Approval of IFC drawings,,,,,,,,,,,,,,
label,REFERENCE: MRP-DPK-091-00-CPW-0063 Rail Track & Civil Drawings - Progress Street,,,,,,,,,,,,,,
