Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
TSG - Footings / Lift Cores / Stairs Progress,,,,,,,,
,Scope,,,TSG - Levande Epping,,,,
,Rows,,,,,,,
,,Footings,grouping,Footings,,,,
,,Pour 1,,Pour 1,Footings,Site QA,,
,,Pour 2,,Pour 2,Footings,Site QA,,
,,Pour 3,,Pour 3,Footings,Site QA,,
,,Pour 4,,Pour 4,Footings,Site QA,,
,,Pour 5,,Pour 5,Footings,Site QA,,
,,Pour 6,,Pour 6,Footings,Site QA,,
,,Pour 7,,Pour 7,Footings,Site QA,,
,,Pour 8,,Pour 8,Footings,Site QA,,
,,Pour 9,,Pour 9,Footings,Site QA,,
,,Pour 10,,Pour 10,Footings,Site QA,,
,,Pour 11,,Pour 11,Footings,Site QA,,
,,Pour 12,,Pour 12,Footings,Site QA,,
,,Pour 13,,Pour 13,Footings,Site QA,,
,,Lift Cores - Tower,grouping,Lift Cores - Tower,,,,
,,Basement 3,,Basement 3,Tower,Lift Cores,Site QA,
,,Basement 2,,Basement 2,Tower,Lift Cores,Site QA,
,,Basement 1,,Basement 1,Tower,Lift Cores,Site QA,
,,Lower Ground,,Lower Ground,Tower,Lift Cores,Site QA,
,,Upper Ground,,Upper Ground,Tower,Lift Cores,Site QA,
,,Level 1,,Level 1,Tower,Lift Cores,Site QA,
,,Level 2,,Level 2,Tower,Lift Cores,Site QA,
,,Level 3,,Level 3,Tower,Lift Cores,Site QA,
,,Level 4,,Level 4,Tower,Lift Cores,Site QA,
,,Level 5,,Level 5,Tower,Lift Cores,Site QA,
,,Level 6,,Level 6,Tower,Lift Cores,Site QA,
,,Level 7,,Level 7,Tower,Lift Cores,Site QA,
,,Level 8,,Level 8,Tower,Lift Cores,Site QA,
,,Level 9,,Level 9,Tower,Lift Cores,Site QA,
,,Level 10,,Level 10,Tower,Lift Cores,Site QA,
,,Level 11,,Level 11,Tower,Lift Cores,Site QA,
,,Level 12,,Level 12,Tower,Lift Cores,Site QA,
,,Level 13,,Level 13,Tower,Lift Cores,Site QA,
,,Level 14,,Level 14,Tower,Lift Cores,Site QA,
,,Level 15,,Level 15,Tower,Lift Cores,Site QA,
,,Level 16,,Level 16,Tower,Lift Cores,Site QA,
,,Level 17,,Level 17,Tower,Lift Cores,Site QA,
,,Level 18,,Level 18,Tower,Lift Cores,Site QA,
,,Level 19,,Level 19,Tower,Lift Cores,Site QA,
,,Level 20,,Level 20,Tower,Lift Cores,Site QA,
,,Level 21,,Level 21,Tower,Lift Cores,Site QA,
,,Level 22,,Level 22,Tower,Lift Cores,Site QA,
,,Level 23,,Level 23,Tower,Lift Cores,Site QA,
,,Level 24,,Level 24,Tower,Lift Cores,Site QA,
,,Level 25,,Level 25,Tower,Lift Cores,Site QA,
,,Level 26,,Level 26,Tower,Lift Cores,Site QA,
,,Level 27,,Level 27,Tower,Lift Cores,Site QA,
,,Level 28,,Level 28,Tower,Lift Cores,Site QA,
,,Level 29,,Level 29,Tower,Lift Cores,Site QA,
,,Roof Level,,Roof Level,Tower,Lift Cores,Site QA,
,,Lift Cores - School,grouping,Lift Cores - School,,,,
,,Lower Ground,,Lower Ground,School,Lift Cores,Site QA,
,,Upper Ground,,Upper Ground,School,Lift Cores,Site QA,
,,Level 1,,Level 1,School,Lift Cores,Site QA,
,,Level 2,,Level 2,School,Lift Cores,Site QA,
,,Level 3,,Level 3,School,Lift Cores,Site QA,
,,Level 4,,Level 4,School,Lift Cores,Site QA,
,,Lift Cores - Parish,grouping,Lift Cores - Parish,,,,
,,Lower Ground,,Lower Ground,Parish,Lift Cores,Site QA,
,,Upper Ground,,Upper Ground,Parish,Lift Cores,Site QA,
,,Level 1,,Level 1,Parish,Lift Cores,Site QA,
,,Level 2,,Level 2,Parish,Lift Cores,Site QA,
,,Level 3,,Level 3,Parish,Lift Cores,Site QA,
,,Stairs - Stair Core (Tower),grouping,Stairs - Stair Core (Tower),,,,
,,Basement 2,,Basement 2,Stair Core (Tower),Stairs,Site QA,
,,Basement 1,,Basement 1,Stair Core (Tower),Stairs,Site QA,
,,Lower Ground,,Lower Ground,Stair Core (Tower),Stairs,Site QA,
,,Upper Ground,,Upper Ground,Stair Core (Tower),Stairs,Site QA,
,,Level 1,,Level 1,Stair Core (Tower),Stairs,Site QA,
,,Level 2,,Level 2,Stair Core (Tower),Stairs,Site QA,
,,Level 3,,Level 3,Stair Core (Tower),Stairs,Site QA,
,,Level 4,,Level 4,Stair Core (Tower),Stairs,Site QA,
,,Level 5,,Level 5,Stair Core (Tower),Stairs,Site QA,
,,Level 6,,Level 6,Stair Core (Tower),Stairs,Site QA,
,,Level 7,,Level 7,Stair Core (Tower),Stairs,Site QA,
,,Level 8,,Level 8,Stair Core (Tower),Stairs,Site QA,
,,Level 9,,Level 9,Stair Core (Tower),Stairs,Site QA,
,,Level 10,,Level 10,Stair Core (Tower),Stairs,Site QA,
,,Level 11,,Level 11,Stair Core (Tower),Stairs,Site QA,
,,Level 12,,Level 12,Stair Core (Tower),Stairs,Site QA,
,,Level 13,,Level 13,Stair Core (Tower),Stairs,Site QA,
,,Level 14,,Level 14,Stair Core (Tower),Stairs,Site QA,
,,Level 15,,Level 15,Stair Core (Tower),Stairs,Site QA,
,,Level 16,,Level 16,Stair Core (Tower),Stairs,Site QA,
,,Level 17,,Level 17,Stair Core (Tower),Stairs,Site QA,
,,Level 18,,Level 18,Stair Core (Tower),Stairs,Site QA,
,,Level 19,,Level 19,Stair Core (Tower),Stairs,Site QA,
,,Level 20,,Level 20,Stair Core (Tower),Stairs,Site QA,
,,Level 21,,Level 21,Stair Core (Tower),Stairs,Site QA,
,,Level 22,,Level 22,Stair Core (Tower),Stairs,Site QA,
,,Level 23,,Level 23,Stair Core (Tower),Stairs,Site QA,
,,Level 24,,Level 24,Stair Core (Tower),Stairs,Site QA,
,,Level 25,,Level 25,Stair Core (Tower),Stairs,Site QA,
,,Level 26,,Level 26,Stair Core (Tower),Stairs,Site QA,
,,Level 27,,Level 27,Stair Core (Tower),Stairs,Site QA,
,,Level 28,,Level 28,Stair Core (Tower),Stairs,Site QA,
,Columns,,,,,,,
,,Structural Element,,TSG - Levande Epping,Structural Element,,,
,,Anti-burst tied to top steel reinforcement,,TSG - Levande Epping,"Anti-burst tied to top steel reinforcement, with enough cover for concrete",,,
,,Quality Check - As per structural eng. plans,,TSG - Levande Epping,"Quality Check - As per structural engineering plans Reinforcement size correct, spacing does not exceed maximum allowed, position within tolerance - As per structural engineering plans",,,
,,Starter bars correctly set out & secured,,TSG - Levande Epping,Starter bars correctly set out and adequately secured,,,
,,Lap length & location acceptable,,TSG - Levande Epping,Lap length and location acceptable - As per structural engineering plans,,,
,,Concrete cover within tolerance,,TSG - Levande Epping,Concrete cover within tolerance - As per structural engineering plans,,,
,,Reo not cut or bent for ease of installation,,TSG - Levande Epping,Reo not cut or bent for ease of installation,,,
,,All openings trimmed/re-entry bars installed,,TSG - Levande Epping,"All openings sufficiently trimmed, re-entry bars installed (to avoid cracking) - As per structural engineering plans",,,
,,Reo bars sufficiently tied & supported,,TSG - Levande Epping,Reo bars sufficiently tied and supported (minimal deflection / does not come apart when stood on),,,
,,Reo bars clean/free from rust & salt,,TSG - Levande Epping,"Reo bars clean, free from rust and salt etc.",,,
,,Reinforcement tied as per structural eng. drawings,,TSG - Levande Epping,Reinforcement tied as per structural engineer drawings,,,
,,Visual inspection by TSG employee completed,,TSG - Levande Epping,Visual inspection by TSG employee completed,,,
,,Engineer Inspection - all rectifications made,,TSG - Levande Epping,Engineer Inspection – all rectifications made as per engineer mark-up prior concrete pour,,,
,,Loose tie wire & trimmings removed,,TSG - Levande Epping,Loose tie wire and trimmings have been removed from formwork deck prior to pour.,,,
,,All production tags fully removed prior to pour,,TSG - Levande Epping,All production tags have been fully removed prior to pour.,,,
,,All bar caps installed where required,,TSG - Levande Epping,All bar caps installed where required.,,,
,,Starter bars/Ripboxes/Couplers set out & secured,,TSG - Levande Epping,"Starter bars, Ripboxes, Couplers and the like correctly set out and adequately secured",,,
,,Comments (Re Engineer Inspection Report),,TSG - Levande Epping,Comments (Re Engineer Inspection Report),,,
