Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITP - C3001 - Mangaturanga Bridge Repair - Bridge Deck Repair,itp,,,,Yes,ITP - C3001 - Mangaturanga Bridge Repair - Bridge Deck Repair,603ba293-9bd7-4ac8-9b04-134dbc4a3749
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Project Site reps.,,,,,,,
text,7182dd8a-0886-5d49-ade2-c008734e248b,,textbox,CPS Eng.,,,,,,,
text,1dd6ece5-4abc-5d36-b67e-897c724ca1f4,,textbox,Site Engineer,,,,,,,
text,65e9486a-f8f2-55ba-bda7-27c74468d785,,textbox,Quality Eng.,,,,,,,
checkpoint-status,,,checkpoint,1 - Dimensions and Setting Out,,,,,,,
label,ec54b638-347f-5941-a439-649f21a09400,,note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
label,e0e4d00d-be6f-5446-a318-064e7b1ef53d,,note,Detail - Dimensions of concrete breakout on bridge deck must be agreed with the CPS Engineer,,,,,,,
label,11282eed-a28a-5690-836d-425cbd0f117c,,note,Frequency - Prior to commencement,,,,,,,
label,035aa413-3bb8-5fd0-a9e6-da0ec47833de,,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Visual Inspection",,,,,,,
label,7e34a8b1-79fb-5dc9-9225-cb4892fde711,,note,Conformance Criteria - Dimensions at top deck and deck soffit agreed upon,,,,,,,
label,aa8f5481-34d6-5636-927f-728d9bf6bafb,,note,Records - Photos,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,,,checkpoint,2 - Materials,,,,,,,
label,600ba5aa-7417-5f43-bd2a-6d71102a16c6,,note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
label,f865baa3-4ae2-5459-908e-7fc59d2aa9bc,,note,Detail - Contractor must provide a list of all proposed repair construction materials with any technical data sheets available for each material for CPS Engineer approval.,,,,,,,
label,ebfd6d25-5f51-593a-9ddb-ecb65e7830de,,note,Frequency - Prior to commencement,,,,,,,
label,6dc78a3f-465d-5118-964c-785b295cdab0,,note,"Inspection / Test Method submission, visual inspection, testing, measure, review - Submission",,,,,,,
label,04dc720a-9022-5cb8-a66f-611a117143d1,,note,Conformance Criteria - List of all materials and technical data sheets,,,,,,,
label,fd3a4412-cac4-5852-a92a-93561152ba23,,note,"Records - Materials list, Data sheets",,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,,,checkpoint,3 - Concrete break out,,,,,,,
