type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,ITP - CONOC NETWORK - Guard Rail W Type Install Rail and NUCOR Steel Posts,itp,,,,,ITP - CONOC NETWORK - Guard Rail W Type Install Rail and NUCOR Steel Posts
checkpoint,1 - Prepare the Site,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP137",,,,,,
label,Records Required - NO,,,,,,
label,ENGINEER - R,,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,2 - Place Post,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP137",,,,,,
label,Records Required - NO,,,,,,
label,ENGINEER - R,,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,3 - Erect Guardrail,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP137",,,,,,
label,Records Required - NO,,,,,,
label,ENGINEER - W(10%),,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,4 - Attach Terminal End,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP137",,,,,,
label,Records Required - NO,,,,,,
label,ENGINEER - W(10%),,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,5 - Finishing,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP137",,,,,,
label,Records Required - NO,,,,,,
label,ENGINEER - W(10%),,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,6 - Test and Check,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP137",,,,,,
label,Records Required - YES,,,,,,
label,ENGINEER - W(10%),,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
,,,,,,,
checklist-flat,ITP - CONOC NETWORK - Guard Rail W Type Install Rail and Wooden Posts,itp,,,,,ITP - CONOC NETWORK - Guard Rail W Type Install Rail and Wooden Posts
checkpoint,1 - Prepare the Site,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
label,"Spec. Ref, Procedure Or Method Statement - DN-GD-GP138",,,,,,
label,Records Required - NO,,,,,,
label,ENGINEER - R,,,,,,
label,SUPERVISOR - R,,,,,,
label,Downer/ SUB-CON - H,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
checkpoint,2 - Place Posts,,,,,,
label,Controlled By : (Position) - Sub Sup/Downer Eng,,,,,,
label,Accept / Reject Criteria - As per Specification,,,,,,
label,Frequency Of Inspection Or Test - In-process,,,,,,
