type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-126-CIV-RSS Wire Facing Wall Main,itp,,,,,ITP-126-CIV-RSS Wire Facing Wall Main Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-126-CIV-CPD-Wire Facing Wall Main,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: CPD-Wire Facing Wall Main,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 01/12/2023,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Matthew Dib,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 682 November 2018,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 204 December 2015,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC drawings,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries-Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Select fill,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 682 ,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Select fill shall comply with the requirements of the RSS designer:,,,,,,,,,,,,,,,,,,,,,,
label,○ UNIT WEIGHT (Max): ≤ 16 kN/m³ ,,,,,,,,,,,,,,,,,,,,,,
label,○ COHESION (Min): ≥ 0 kPa ,,,,,,,,,,,,,,,,,,,,,,
label,○ INTERNAL FRICTION ANGLE (Min): ≥ 36°,,,,,,,,,,,,,,,,,,,,,,
label,Gradation:,,,,,,,,,,,,,,,,,,,,,,
label,○ 150mm : 100% PASSING,,,,,,,,,,,,,,,,,,,,,,
label,○ 37.5mm : 60 TO 100% PASSING,,,,,,,,,,,,,,,,,,,,,,
label,○ 9.5mm : 25 TO 100% PASSING,,,,,,,,,,,,,,,,,,,,,,
label,○ 2.36mm : 15 TO 100% PASSING,,,,,,,,,,,,,,,,,,,,,,
label,○ 0.6mm : 10 TO 100% PASSING,,,,,,,,,,,,,,,,,,,,,,
label,○ 0.075mm : 0 TO 15% PASSING,,,,,,,,,,,,,,,,,,,,,,
label,Electrochemical Properties:,,,,,,,,,,,,,,,,,,,,,,
label,○ pH: 5 - 10,,,,,,,,,,,,,,,,,,,,,,
label,○ RESISTIVITY >1000 Ω-cm,,,,,,,,,,,,,,,,,,,,,,
label,○ CHLORIDES <200 mg/kg,,,,,,,,,,,,,,,,,,,,,,
label,○ SULPHATES <200 mg/kg,,,,,,,,,,,,,,,,,,,,,,
label,○ ORGANIC CONTENT 0%,,,,,,,,,,,,,,,,,,,,,,
label,Structural Properties:,,,,,,,,,,,,,,,,,,,,,,
label,○ LIQUID LIMIT ≤ 30%,,,,,,,,,,,,,,,,,,,,,,
label,○ PLASTICITY INDEX ≤ 12,,,,,,,,,,,,,,,,,,,,,,
label,The select backfill must meet the minimum requirements of Vicroads Type A filling,,,,,,,,,,,,,,,,,,,,,,
label,Reference: Material approval in Teambinder,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each material specification,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material approval,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - General fill,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 204,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Backfill behind the reinforced block shall be Vicroads Type B or better in accordance with Vicroads standard specification 204:,,,,,,,,,,,,,,,,,,,,,,
label,Select General fill shall comply with the requirements of the RSS designer:,,,,,,,,,,,,,,,,,,,,,,
label,○ UNIT WEIGHT: ≤ 19 kN/m³ ,,,,,,,,,,,,,,,,,,,,,,
label,○ COHESION (MIN): ≤ 2 kPa,,,,,,,,,,,,,,,,,,,,,,
label,○ INTERNAL FRICTION ANGLE (Min): ≥ 30° ,,,,,,,,,,,,,,,,,,,,,,
label,Reference: Material approval in Teambinder,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each material specification,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material approval,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Cobble stone backfill,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 801, VR 715",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Cobble stone backfill shall have a minimum dimension of 100mm, and maximum dimension of 150mm.",,,,,,,,,,,,,,,,,,,,,,
label,○ Cobble shall comply with the material requirements of 'sound' rock as specified in VR section 801:,,,,,,,,,,,,,,,,,,,,,,
label,○ Cobble shall comply with the Los Angeles Value (LAV) for requirements for Gabion Fill.,,,,,,,,,,,,,,,,,,,,,,
label,Reference: Material approval in Teambinder,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each material specification,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material approval,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries-Documents,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Wire Facing Units,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC drawings,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Supplier is required to provide the following Quality Assurance documentation, typically this consists of:",,,,,,,,,,,,,,,,,,,,,,
label,i. Inspection & Test Plans,,,,,,,,,,,,,,,,,,,,,,
label,ii. Manufacturer Accreditations ,,,,,,,,,,,,,,,,,,,,,,
label,iii. Material Certificates & Test Reports,,,,,,,,,,,,,,,,,,,,,,
label,iv. Welding Records,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE,,,,,,,,,,,,,,,,,,,,,,
