"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Rough In","",,,0,"Yes","Rough In","015120eb-ed5d-4483-ae06-d17780bcaedb"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"checkpoint-status",,"","checkpoint","Install Window Reveals"

"checklist-flat",,"","checklist","Rough In (Cavity Pockets & PMJ)","",,,27,"Yes","Rough In (Cavity Pockets & PMJ)","0de2fc2d-2a9c-4b51-9a4c-483351c078b3"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Add pressed metal jamb"

"checklist-flat",,"","checklist","Rough In (Cavity Pockets Only)","",,,19,"Yes","Rough In (Cavity Pockets Only)","400ca255-c6eb-475e-9c6f-3df43583f90d"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"

"checklist-flat",,"","checklist","Fit Off","",,,129,"Yes","Fit Off","6460b8f0-a2bf-4e64-a9ea-747b4705aa98"
"checkpoint-status",,"","checkpoint","Installation of door hardware and door closes sufficiently"
"checkpoint-status",,"","checkpoint","Bathroom and toilet vanity installed"
"checkpoint-status",,"","checkpoint","Handrails, toilet rolls and towel rails installed"
"checkpoint-status",,"","checkpoint","Entry door hardware installed and closes sufficiently"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Shower trays installed"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Rough In (Cavity Pockets & PMJ)","",,,110,"Yes","B03/B04 - Rough In (Cavity Pockets & PMJ)","753c9255-575d-493e-b6df-dc6e570f890a"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Install pressed metal jamb"

"checklist-flat",,"","checklist","Rough In - Apartments","",,,58,"Yes","B03/B04 - Rough In - Apartments","a5391898-dcd7-4e01-a1ae-195bb2fb6602"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Install laundry stackers"
"checkpoint-status",,"","checkpoint","Add bathroom noggins"
"checkpoint-status",,"","checkpoint","Add window noggins"

"checklist-flat",,"","checklist","Common Area Checklist","",,,0,"Yes","Common Area Checklist","bbd81f08-140a-40e2-971b-1377bc300f03"
"checkpoint-status",,"","checkpoint","Installation of skirting"
"checkpoint-status",,"","checkpoint","Installation of architraves"
"checkpoint-status",,"","checkpoint","Installation of dado rail"
"checkpoint-status",,"","checkpoint","Installation of arcade joinery (where required)"
"checkpoint-status",,"","checkpoint","Installation of fire doors"
"checkpoint-status",,"","checkpoint","Installation of all door hardware & door closes sufficiently"
"checkpoint-status",,"","checkpoint","Finish floor height: +/- 10mm (attach photo)"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Common Area Checklist","",,,3,"Yes","B02 - Common Area Checklist","be0fd10a-c1a7-4334-9e35-6ef4839b54c0"
"checkpoint-status",,"","checkpoint","Installation of door hardware"
"checkpoint-status",,"","checkpoint","Installation of skirting"
"checkpoint-status",,"","checkpoint","Installation of architraves"
"checkpoint-status",,"","checkpoint","Installation of dado rail"
"checkpoint-status",,"","checkpoint","Installation of arcade joinery (where required)"
"checkpoint-status",,"","checkpoint","Installation of smoke doors"
"checkpoint-status",,"","checkpoint","Installation of fire doors"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Handover","",,,71,"Yes","Handover","caf59254-f9c4-45a8-93a9-774727955b0e"
"checkpoint-status",,"","checkpoint","All aspects of works completed and inspected by Ryman Foreman"
"checkpoint-status",,"","checkpoint","Any rectification works have been carried out if required"
"checkpoint-status",,"","checkpoint","Site left clean and tidy - All excess spoil and materials removed"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"holdpoint",,"","signoff","ENSURE ALL CHECKPOINTS ARE SATISFACTORILY COMPLETED"

"checklist-flat",,"","checklist","Rough In (PMJ Only)","",,,25,"Yes","Rough In (PMJ Only)","d170e62b-1f48-4623-88ac-48f2998cca0c"
"checkpoint-status",,"","checkpoint","Add pressed metal jamb"

"checklist-flat",,"","checklist","Care/ALS Fit Off Checklist","",,,0,"Yes","Care/ALS Fit Off Checklist","d8f42fe3-58c3-45f5-ad89-0660de212459"
"checkpoint-status",,"","checkpoint","Installation of door hardware and door closes sufficiently"
"checkpoint-status",,"","checkpoint","Bathroom and toilet vanity installed"
"checkpoint-status",,"","checkpoint","Handrails, toilet rolls and towel rails installed"
"checkpoint-status",,"","checkpoint","Entry door hardware installed and closes sufficiently"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Shower trays installed"
"checkpoint-status",,"","checkpoint","Install TV Brackets, Tablet Mounts"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Installation","",,,0,"Yes","Installation","fd185a2a-b6e3-483a-9395-65c555d2404e"
"checkpoint-status",,"","checkpoint","Internal doors hung"
"checkpoint-status",,"","checkpoint","Skirting installed"
"checkpoint-status",,"","checkpoint","Cavity doors installed"
"checkpoint-status",,"","checkpoint","Window architraves installed"
"checkpoint-status",,"","checkpoint","Wardrobe jamb installed"
"checkpoint-status",,"","checkpoint","Entry door hung"
"checkpoint-status",,"","checkpoint","Finish floor height: +/- 10mm (attach photo)"
"checkpoint-status",,"","checkpoint","All install work 100% completed to required specifications"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"

"checklist-flat",,"","checklist","","",,,129,"No",,"7c5dcfbb84cc8ee6e533f46417beb5d2658ec46dd133f664d5d96c2bdd736d4b"
"checkpoint-status",,"","checkpoint","Internal doors hung"
"checkpoint-status",,"","checkpoint","Skirting installed"
"checkpoint-status",,"","checkpoint","Cavity doors installed"
"checkpoint-status",,"","checkpoint","Window architraves installed"
"checkpoint-status",,"","checkpoint","Wardrobe jamb installed"
"checkpoint-status",,"","checkpoint","Entry door hung"
"checkpoint-status",,"","checkpoint","All install work 100% completed to required specifications"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"

"checklist-flat",,"","checklist","","",,,110,"No",,"3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880"
"checkpoint-status",,"","checkpoint","Installation of skirting"
"checkpoint-status",,"","checkpoint","Installation of architraves"
"checkpoint-status",,"","checkpoint","Installation of dado rail"
"checkpoint-status",,"","checkpoint","Installation of arcade joinery (where required)"
"checkpoint-status",,"","checkpoint","Installation of fire doors"
"checkpoint-status",,"","checkpoint","Installation of all door hardware & door closes sufficiently"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

