type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-CIV-CAMMS-Subgrade Preparation-Road-Rev 0,itp,,,,,ITP-CIV-CAMMS-Subgrade Preparation-Road-Rev 0,
section,1 - Referenced Documentation,,,,,,,
checkpoint,Referenced Documentation,,,,,,,
note,Document Title: ITP-CIV-CAMMS-Subgrade Preparation - Road,,,,,,,
note,ITP Description: CAMMS-Subgrade Preparation - Road,,,,,,,
note,Discipline (e.g. CIV/STR/RAIL: CIV,,,,,,,
note,Revision Number: 0,,,,,,,
note,Revision Date: 18/08/22,,,,,,,
note,ITP created by: Victor Mira,,,,,,,
note,ITP approved for use by: Aldrin Guinchoma,,,,,,,
checkpoint,1.1 - Non Dependent,,,,,,,
note,Reference - VicRoads Section 204,,,,,,,
checkpoint,1.2 - Non Dependent,,,,,,,
note,Reference - VicRoads Section 173,,,,,,,
section,2 - Preliminaries-Materials,,,,,,,
checkpoint,2.1 - Non Dependent,,,,,,,
section,3 - Preliminaries-Documentations,,,,,,,
checkpoint,3.1 - Non Dependent,,,,,,,
section,4 - Pre-construction / Pre-installation Activities,,,,,,,
checkpoint,4.1 - Survey Set-Out,,,,,,,
note,Reference - IFC Drawings,,,,,,,
note,Acceptance Criteria - Area has been set out in accordance with the drawings,,,,,,,
note,ATTACH: LOT MARKED UP LOCATION ON THE IFC DRAWING (LOT MAP):,,,,,,,
note,Method - Verify,,,,,,,
note,Frequency - Prior to commencement of excavation,,,,,,,
note,Category - IP,,,,,,,
note,Responsibility - SE/Surveyor,,,,,,,
note,Verifying Documents - This ITP,,,,,,,
textbox,Date Completed:,,,,,,,
section,5 - Construction / Installation Activities,,,,,,,
checkpoint,5.1 - Inspection of Subgrade Material-Subgrade Material Properties,,,,,,,
note,Reference - Section 204.06 ( c) Section 204.06 ( e) IFC Drawings,,,,,,,
note,"Acceptance Criteria - Prior to commencing excavation in any area and during excavation work, the Nominated Authority and the Contractor shall inspect each type of material encountered and subject to verification by appropriate laboratory testing, agree on the category of the material in accordance with Clause 204.04",,,,,,,
note,In situ material within 400mm of cut floor level to be consistent with IFC Drawings,,,,,,,
note,Assigned CBR ≥ 2.5%,,,,,,,
note,"If parameters are met, rip and recompact to a depth of 150mm.",,,,,,,
note,"If assumed design parameters not met, remove 400mm of material and replace with conforming Type A fill.",,,,,,,
note,"If existing material needs to be removed and replaced with Type A Fill, ITP-CIV Type A Fill - Road is to be utilised.",,,,,,,
note,Attach: Laboratory testing Verification:,,,,,,,
textbox,Enter: Type A fill Lot Number:,,,,,,,
note,Method - Verify-Document Review,,,,,,,
note,Frequency - Each lot,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - PE/Nominated Authority,,,,,,,
note,Verifying Documents - This ITP/Test Report/Referenced Lot number,,,,,,,
textbox,Date Completed:,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.2 - Material classified as silt,,,,,,,
note,Reference - Section 204.04 b),,,,,,,
note,"Acceptance Criteria - Material classified as silt, either before or after compaction, is not acceptable as Type A material without stabilization to the satisfaction of the Nominated Authority",,,,,,,
note,Method - Document Review,,,,,,,
note,Frequency - Prior to commencing,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - SE/Nominated Authority,,,,,,,
note,Verifying Documents - Superintendent satisfied with Stabilisation,,,,,,,
note,Signed ITP/ records,,,,,,,
textbox,Date Completed:,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.3 - Acceptance of Rock Subgrade (where applicable),,,,,,,
note,Reference - Section 204.06 f),,,,,,,
note,"Acceptance Criteria - Prior to construction of the regulating layer, the areas of rock subgrade shall be presented to the Superintendent for acceptance.",,,,,,,
note,Any necessary amendments to the subsurface drainage design including transverse subsurface drainage at the interfaces shall be presented to Superintendent for review.,,,,,,,
note,Method - Site Inspection/ Document Review,,,,,,,
note,Frequency - Prior construction of the regulating layer,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - SE/Nominated Authority,,,,,,,
note,Verifying Documents - This ITP,,,,,,,
textbox,Date Completed:,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.4 - Unsuitable Material,,,,,,,
note,Reference - Section 204.07 d),,,,,,,
note,"Acceptance Criteria - Where Unsuitable material is encountered, proposed in-situ treatment must be submitted to the Nominated Authority for review.",,,,,,,
note,Method - Visual inspection,,,,,,,
note,Frequency - Each lot,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - SE/Nominated Authority,,,,,,,
note,Verifying Documents - This ITP,,,,,,,
textbox,Date Completed:,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.5 - Groundwater,,,,,,,
note,Reference - Section 204.06 h),,,,,,,
note,Acceptance Criteria - Where groundwater is encountered the contractor shall notify the superintendent and submit proposed action for review.,,,,,,,
note,The Contractor shall submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.,,,,,,,
note,Method - Visual inspection,,,,,,,
note,Frequency - Each lot,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - SE/Nominated Authority,,,,,,,
note,Verifying Documents - This ITP,,,,,,,
textbox,Date Completed:,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.6 - Cut to Fill Zones,,,,,,,
note,Reference - Section 204.06 g),,,,,,,
note,"Acceptance Criteria - All pavement and verge areas at cut to fill zones shall be excavated to a minimum depth of 600mm below the cut floor level or top of the type A material, for a distance of not less than 15m into the cut and 30m under the fill from the cut-fill line at the upper surface of the Type A material.",,,,,,,
note,Method - Site Inspection,,,,,,,
note,Frequency - Each lot,,,,,,,
note,Category - IP,,,,,,,
note,Responsibility - SE/Site Supervisor,,,,,,,
note,Verifying Documents - Sign ITP,,,,,,,
textbox,Date Completed:,,,,,,,
checkpoint,5.7 - Proof Roll,,,,,,,
note,Reference - Section 173,,,,,,,
note,Acceptance Criteria - Proof rolls to be conducted in accordance with Section 173 of the VicRoads Standard Specification,,,,,,,
note,Method - Visual inspection,,,,,,,
note,Frequency - Each lot,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - Site Engineer/Superintendent,,,,,,,
note,Verifying Documents - This ITP,,,,,,,
textbox,Date Completed:,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.8 - Compaction Testing,,,,,,,
note,Reference - Table 204.131,,,,,,,
note,"Acceptance Criteria - All Type A Material, Type B Material placed within 400 mm of top of Type B Material and Ripped and re-compacted material below Cut Floor Level",,,,,,,
note,Scale A: Characteristic Density Ratio 99%.,,,,,,,
note,Scale B: Characteristic Density Ratio 98%.,,,,,,,
note,Scale C: Mean Value of Density Ratio: 100%,,,,,,,
note,Attach: Compaction Test Result:,,,,,,,
note,Method - Document Review,,,,,,,
note,Frequency - Each lot,,,,,,,
note,Category - IP,,,,,,,
note,Responsibility - PE/SE,,,,,,,
note,Verifying Documents - Test Records,,,,,,,
note,Lot Register,,,,,,,
