"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Greensborough Stage 1 - ITP-008 - Stormwater Drainage - Greensborough Stg 1"
,"Scope",,,"greensborough stage 1","itp - 008 stormwater drainage - greensborough stg 1"
,"Rows"
,,"Greensborough Stage 1 - ITP-008 Stormwater Drainage - Greensborough Stg 1","dynamic","greensborough stage 1","itp - 008 stormwater drainage - greensborough stg 1"
,"Columns"
,,"Preliminary Works",,"preliminary works"
,,"1.1 Check for correct documentation",,"1.1 check for correct documentation"
,,"1.2 Implementation of all measures and controls",,"1.2 implementation of all measures and controls"
,,"1.3 Precast Materials acceptance",,"1.3 precast materials acceptance"
,,"1.4 Precast Pipe & Culvert Compliance",,"1.4 precast pipe & culvert compliance"
,,"1.5 Precast Drainage Pit Compliance",,"1.5 precast drainage pit compliance"
,,"1.6 Bedding material classification",,"1.6 bedding material classification"
,,"1.7 Backfill material Classification",,"1.7 backfill material classification"
,,"1.8 Mortar material classification",,"1.8 mortar material classification"
,,"Construction Works",,"construction works"
,,"2.1 Excavation Permit",,"2.1 excavation permit"
,,"2.2 Set out drainage",,"2.2 set out drainage"
,,"2.3 Excacation (pipes)",,"2.3 excacation (pipes)"
,,"2.4 Excacation (pits)",,"2.4 excacation (pits)"
,,"2.5 Compact base of trench",,"2.5 compact base of trench"
,,"2.6 Place bedding material & compact",,"2.6 place bedding material & compact"
,,"2.7 Place pipes & precast pits",,"2.7 place pipes & precast pits"
,,"2.8 Jointing pipe sections",,"2.8 jointing pipe sections"
,,"2.9 Sealing - for joining culvert sections and pipe penetrations in pits",,"2.9 sealing - for joining culvert sections and pipe penetrations in pits"
,,"2.10 Survey of laid pipe or pit",,"2.10 survey of laid pipe or pit"
,,"2.11 Haunching & compaction of bedding material",,"2.11 haunching & compaction of bedding material"
,,"2.12 Place & compact backfill material over pipes",,"2.12 place & compact backfill material over pipes"
,,"2.13 Place & compact backfill material around pits",,"2.13 place & compact backfill material around pits"
,,"2.14 Backfilling with cement stabilised sand",,"2.14 backfilling with cement stabilised sand"
,,"2.15 Install step irons",,"2.15 install step irons"
,,"2.16 Pit base shaped with concrete to match pipe invert",,"2.16 pit base shaped with concrete to match pipe invert"
,,"2.17 Place pit covers",,"2.17 place pit covers"
,,"2.18 Repairs to damaged pipes and box culverts",,"2.18 repairs to damaged pipes and box culverts"
,,"Testing & Completion",,"testing & completion"
,,"3.1 Compaction and moisture content of backfill & bedding material",,"3.1 compaction and moisture content of backfill & bedding material"
,,"3.2 CCTV inspection",,"3.2 cctv inspection"
,,"3.3 Cleaning of pipes",,"3.3 cleaning of pipes"
,,"Final Inspection",,"final inspection"

"Greensborough Stage 1 - ITP-012 - Hot Mix Asphalt - Greensborough"
,"Scope",,,"greensborough stage 1","itp-012 - hot mix asphalt - greensborough"
,"Rows"
,,"Greensborough Stage 1 - ITP-012 - Hot Mix Asphalt - Greensborough","dynamic","greensborough stage 1","itp-012 - hot mix asphalt - greensborough"
,"Columns"
,,"Construction Works",,"construction works"
,,"1.1 Submission of Mix Design",,"1.1 submission of mix design"
,,"1.2 Implementation of all measures and controls",,"1.2 implementation of all measures and controls"
,,"1.3 Site Inspection and Base Condition",,"1.3 site inspection and base condition"
,,"1.4 Ambient Conditions for Placing",,"1.4 ambient conditions for placing"
,,"1.5 Planning of Joints",,"1.5 planning of joints"
,,"1.6 Longitudinal Joints with existing Pavement",,"1.6 longitudinal joints with existing pavement"
,,"1.7 Lot Size",,"1.7 lot size"
,,"Asphalt Placement works",,"asphalt placement works"
,,"2.1 Tack Coat",,"2.1 tack coat"
,,"2.2 Commencement of Placing",,"2.2 commencement of placing"
,,"2.3 Mix Design Confirmation",,"2.3 mix design confirmation"
,,"2.4 Delivery of Mix",,"2.4 delivery of mix"
,,"2.5 Traceability",,"2.5 traceability"
,,"2.6 Layer Thickness and Level Control",,"2.6 layer thickness and level control"
,,"2.7 Paver Stoppages",,"2.7 paver stoppages"
,,"2.8 Surface Finish of Wearing Course",,"2.8 surface finish of wearing course"
,,"2.9 Height Relative Kerb and Channel",,"2.9 height relative kerb and channel"
,,"2.10 Alignment of layers not placed against concrete edge",,"2.10 alignment of layers not placed against concrete edge"
,,"2.11 Width of layers not placed against concrete edge",,"2.11 width of layers not placed against concrete edge"
,,"Testing",,"testing"
,,"3.1 Compaction",,"3.1 compaction"
,,"3.2 Level Conformance",,"3.2 level conformance"
,,"Final Inspection",,"final inspection"

"Greensborough Stage 1 - ITP-015 - Kerb and Channel - Greensborough"
,"Scope",,,"greensborough stage 1","itp-015 - kerb and channel - greensborough"
,"Rows"
,,"Greensborough Stage 1 - ITP-015 - Kerb and Channel - Greensborough","dynamic","itp-015 - kerb and channel - greensborough","greensborough stage 1"
,"Columns"
,,"Preliminary Works",,"preliminary works"
,,"1.1 Check for correct documentation",,"1.1 check for correct documentation"
,,"1.2 Implementation of all measures and controls",,"1.2 implementation of all measures and controls"
,,"Construction Works",,"construction works"
,,"2.1 Setting Out",,"2.1 setting out"
,,"2.2 Temporary Drainage Provisions",,"2.2 temporary drainage provisions"
,,"2.3 Bedding",,"2.3 bedding"
,,"2.4 Pre-concrete check",,"2.4 pre-concrete check"
,,"2.5 Concrete Placement",,"2.5 concrete placement"
,,"2.6 Finish Surfaces",,"2.6 finish surfaces"
,,"2.7 Tolerances",,"2.7 tolerances"
,,"2.8 Joints",,"2.8 joints"
,,"2.9 Backfilling",,"2.9 backfilling"
,,"Completion",,"completion"
,,"3.1 Survey data captured for as-built purposes",,"3.1 survey data captured for as-built purposes"
,,"Final Inspection",,"final inspection"

"Greensborough Stage 1 - ITP-025 - Structural Concrete Construction - Greensborough"
,"Scope",,,"greensborough stage 1","itp-025 - structural concrete construction - greensborough"
,"Rows"
,,"Greensborough Stage 1 - ITP-025 - Structural Concrete Construction - Greensborough","dynamic","itp-025 - structural concrete construction - greensborough","greensborough stage 1"
,"Columns"
,,"Design and Submissions",,"design and submissions"
,,"1.1 Check for correct documentation",,"1.1 check for correct documentation"
,,"1.2 Implementation of all measures and controls",,"1.2 implementation of all measures and controls"
,,"1.3 Approval of mix design",,"1.3 approval of mix design"
,,"1.4 Reinforcement schedule",,"1.4 reinforcement schedule"
,,"Construction/Erection of Formwork",,"construction/erection of formwork"
,,"2.1 Excavation",,"2.1 excavation"
,,"2.2 Construction Methodology",,"2.2 construction methodology"
,,"Pre-Pour Planning and Inspection",,"pre-pour planning and inspection"
,,"3.1 Excavation/Foundation – Blinding, sealing or foundation concrete",,"3.1 excavation/foundation – blinding, sealing or foundation concrete"
,,"3.2 Formwork levels and position",,"3.2 formwork levels and position"
,,"3.3 Location of splices",,"3.3 location of splices"
,,"3.4 Cleaning formwork",,"3.4 cleaning formwork"
,,"3.5 Correct forms, reinforcements, rag bolt assembly and embedments",,"3.5 correct forms, reinforcements, rag bolt assembly and embedments"
,,"3.6 Reinforcement assembly of piles",,"3.6 reinforcement assembly of piles"
,,"3.7 Monitoring weather",,"3.7 monitoring weather"
,,"Placing and Finishing Concrete",,"placing and finishing concrete"
,,"4.1 Carry out sampling of concrete",,"4.1 carry out sampling of concrete"
,,"4.2 Discharge time",,"4.2 discharge time"
,,"4.3 Methodology of placement (structural)",,"4.3 methodology of placement (structural)"
,,"Post-Pour Details and Inspection",,"post-pour details and inspection"
,,"5.1 Curing",,"5.1 curing"
,,"5.2 Formwork removal",,"5.2 formwork removal"
,,"5.3 Positional tolerance and dimensions of concrete members and piles",,"5.3 positional tolerance and dimensions of concrete members and piles"
,,"5.4 Concrete Sampling and Testing",,"5.4 concrete sampling and testing"
,,"5.5 As Built Drawings",,"5.5 as built drawings"
,,"Final Inspection",,"final inspection"

"Greensborough Stage 2 - ITP-008 - Stormwater Drainage - Greensborough"
,"Scope",,,"greensborough stage 2","itp-008 - stormwater drainage - greensborough"
,"Rows"
,,"Greensborough Stage 2 - ITP-008 - Stormwater Drainage - Greensborough","dynamic","itp-008 - stormwater drainage - greensborough","greensborough stage 2"
,"Columns"
,,"Preliminary Works",,"preliminary works"
