Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Project Overview,,,,,
,Scope,,,,
,Rows,,,,
,,FHC-ITP-001 - Clearing & Grubbing,dynamic,FHC-ITP-001 - Clearing & Grubbing,
,,FHC-ITP-002 - Stripping Topsoil & Topsoil Placement,dynamic,FHC-ITP-002 - Stripping Topsoil & Topsoil Placement,
,,FHC-ITP-003 - Subgrade Preparation,dynamic,FHC-ITP-003 - Subgrade Preparation,
,,FHC-ITP-004 - Type A Fill placement,dynamic,FHC-ITP-004 - Type A Fill placement,
,,FHC-ITP-005 - Class 2 Crushed Rock,dynamic,FHC-ITP-005 - Class 2 Crushed Rock,
,,FHC-ITP-006 - Class 3 Crushed Rock,dynamic,FHC-ITP-006 - Class 3 Crushed Rock,
,,FHC-ITP-008 - Stormwater Drainage,dynamic,FHC-ITP-008 - Stormwater Drainage,
,,FHC-ITP-012 - Hot Mix Asphalt,dynamic,FHC-ITP-012 - Hot Mix Asphalt,
,,FHC-ITP-013 - General Concrete Paving,dynamic,FHC-ITP-013 - General Concrete Paving,
,,FHC-ITP-014 - Subsurface Drainage,dynamic,FHC-ITP-014 - Subsurface Drainage,
,,FHC-ITP-015 - Kerb and Channel,dynamic,FHC-ITP-015 - Kerb and Channel,
,,FHC-ITP-016 - Sign Installation ,dynamic,FHC-ITP-016 - Sign Installation ,
,,FHC-ITP-017 - Basin Construction,dynamic,FHC-ITP-017 - Basin Construction,
,,FHC-ITP-018 - Landscaping,dynamic,FHC-ITP-018 - Landscaping,
,,FHC-ITP-019 - Linemarking,dynamic,FHC-ITP-019 - Linemarking,
,,FHC-ITP-021 - Type B Placement,dynamic,FHC-ITP-021 - Type B Placement,
,,"FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)",dynamic,"FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)",
,,FHC-ITP-027 - Pile Footing Construction,dynamic,FHC-ITP-027 - Pile Footing Construction,
,,FHC-ITP-028 - Chainwire Fence Installation,dynamic,FHC-ITP-028 - Chainwire Fence Installation,
,,FHC-ITP-029 - Farm Fence Installation,dynamic,FHC-ITP-029 - Farm Fence Installation,
,,FHC-ITP-030 - Energy Absorbing Bollard ,dynamic,FHC-ITP-030 - Energy Absorbing Bollard ,
,,Wombat Crossing Works,dynamic,Wombat Crossing Works,
,Columns,,,,
,,1.1 Check for correct documentation,,1.1 Check for correct documentation,
,,Date,DATE:,1.1 Check for correct documentation,
,,1.1 - The current revision drawings/documents are being used including subcontractors copy.,,1.1 - The current revision drawings/documents are being used including subcontractors copy.,
,,1.1 The current revision drawings/documents are being used including subcontractors copy.,,1.1 The current revision drawings/documents are being used including subcontractors copy.,
,,Date,DATE:,1.1 The current revision drawings/documents are being used including subcontractors copy.,
,,1.1 - Check for correct documentation,,1.1 - Check for correct documentation,
,,Date,Date Completed:,1.1 - Check for correct documentation,
,,1.1 Submission of Mix Design,,1.1 Submission of Mix Design,
,,Date,DATE:,1.1 Submission of Mix Design,
,,1.1 Check for Correct Documentation ,,1.1 Check for Correct Documentation ,
,,Date,Date Completed:,1.1 Check for Correct Documentation ,
,,Final Inspection,,Final Inspection,
,,Print Name:,Print Name:,Final Inspection,
,,Position:,Position:,Final Inspection,
,,Date,Date:,Final Inspection,
