"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"ITP-001 - Subgrade Preparation"
,"Scope",,,"itp-001 - subgrade preparation"
,"Rows"
,,"A1 - PA","dynamic","a1 - pa"
,,"A2 - PF","dynamic","a2 - pf"
,,"A3 - SY","dynamic","a3 - sy"
,,"A4 - RV","dynamic","a4 - rv"
,,"A5 - BU","dynamic","a5 - bu"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"Date Completed:","Date Completed:","1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Selection and approval of Disposal Site",,"1.3 - selection and approval of disposal site"
,,"2.1 - Excavation",,"2.1 - excavation"
,,"2.2 - Reinstatement of bonds",,"2.2 - reinstatement of bonds"
,,"2.3 - Inspection of Subgrade Material",,"2.3 - inspection of subgrade material"
,,"2.4 - Width and Level conformity",,"2.4 - width and level conformity"
,,"Final Inspection",,"final inspection"
,,"Print Name:","Print Name:","final inspection"
,,"Position:","Position:","final inspection"
,,"Date:","Date:","final inspection"

"ITP-002 - Feeder conduits and pits"
,"Scope",,,"itp-002 - feeder conduits and pits"
,"Rows"
,,"A1 - PA","dynamic","a1 - pa"
,,"A2 - PF","dynamic","a2 - pf"
,,"A3 - SY","dynamic","a3 - sy"
,,"A4 - RV","dynamic","a4 - rv"
,,"A5 - BU","dynamic","a5 - bu"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"Date Completed:","Date Completed:","1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Materials",,"1.3 - materials"
,,"2.1 - Survey set-out",,"2.1 - survey set-out"
,,"2.2 - Excavation and Trenching",,"2.2 - excavation and trenching"
,,"2.3 - Installation of Conduits and pits",,"2.3 - installation of conduits and pits"
,,"2.4 - Inspection of conduit installation",,"2.4 - inspection of conduit installation"
,,"2.5 - Backfill of Trenches",,"2.5 - backfill of trenches"
,,"2.6 - Installation of Draw Cords",,"2.6 - installation of draw cords"
,,"2.7 - Compaction",,"2.7 - compaction"
,,"2.8 - Feeder Pits & Pit Lids",,"2.8 - feeder pits & pit lids"
,,"Final Inspection",,"final inspection"
,,"Print Name:","Print Name:","final inspection"
,,"Position:","Position:","final inspection"
,,"Date:","Date:","final inspection"

"ITP-003 - Electrical and Communication Conduit"
,"Scope",,,"itp-003 - electrical and communication conduit"
,"Rows"
,,"A1 - PA","dynamic","a1 - pa"
,,"A2 - PF","dynamic","a2 - pf"
,,"A3 - SY","dynamic","a3 - sy"
,,"A4 - RV","dynamic","a4 - rv"
,,"A5 - BU","dynamic","a5 - bu"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"Date Completed:","Date Completed:","1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Materials",,"1.3 - materials"
,,"2.1 - Survey set-out",,"2.1 - survey set-out"
,,"2.2 - Excavation and Trenching",,"2.2 - excavation and trenching"
,,"2.3 - Installation of Conduits and pits",,"2.3 - installation of conduits and pits"
,,"2.4 - Inspection of conduit installation",,"2.4 - inspection of conduit installation"
,,"2.5 - Backfill of Trenches",,"2.5 - backfill of trenches"
,,"2.6 - Installation of Draw Cords",,"2.6 - installation of draw cords"
,,"2.7 - Compaction",,"2.7 - compaction"
,,"Final Inspection",,"final inspection"
,,"Print Name:","Print Name:","final inspection"
,,"Position:","Position:","final inspection"
,,"Date:","Date:","final inspection"

"ITP-004a - Class 2 Base Course Placement"
,"Scope",,,"itp-004a - class 2 base course placement"
,"Rows"
,,"A1 - PA","dynamic","a1 - pa"
,,"A2 - PF","dynamic","a2 - pf"
,,"A3 - SY","dynamic","a3 - sy"
,,"A4 - RV","dynamic","a4 - rv"
,,"A5 - BU","dynamic","a5 - bu"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"Date Completed:","Date Completed:","1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Material Compliance",,"1.3 - material compliance"
,,"2.1 - Sub Base",,"2.1 - sub base"
,,"2.2 - Spreading material",,"2.2 - spreading material"
,,"2.3 - Compaction",,"2.3 - compaction"
,,"2.4 - Level Checking and Conformance",,"2.4 - level checking and conformance"
,,"2.5 - Finished surface",,"2.5 - finished surface"
,,"Final Inspection",,"final inspection"
,,"Print Name:","Print Name:","final inspection"
,,"Position:","Position:","final inspection"
,,"Date:","Date:","final inspection"

"ITP-004b - Cement Treated Crush Rock Sub Base"
,"Scope",,,"itp-004b - cement treated crush rock sub base"
,"Rows"
,,"A1 - PA","dynamic","a1 - pa"
,,"A2 - PF","dynamic","a2 - pf"
,,"A3 - SY","dynamic","a3 - sy"
,,"A4 - RV","dynamic","a4 - rv"
,,"A5 - BU","dynamic","a5 - bu"
,"Columns"
,,"1.1 - Check for correct documentation",,"1.1 - check for correct documentation"
,,"Date Completed:","Date Completed:","1.1 - check for correct documentation"
,,"1.2 - Implementation of all measures and controls",,"1.2 - implementation of all measures and controls"
,,"1.3 - Confirm CTCR is Appropriate Mix",,"1.3 - confirm ctcr is appropriate mix"
,,"2.1 - Sub Base",,"2.1 - sub base"
,,"2.2 - Moisture Content",,"2.2 - moisture content"
,,"2.3 - Jointing",,"2.3 - jointing"
,,"2.4 - Conformity with Drawings",,"2.4 - conformity with drawings"
,,"2.5 - Curing",,"2.5 - curing"
,,"2.6 - Compaction Testing",,"2.6 - compaction testing"
,,"Final Inspection",,"final inspection"
,,"Print Name:","Print Name:","final inspection"
,,"Position:","Position:","final inspection"
,,"Date:","Date:","final inspection"

"ITP-005 -Track Drains"
,"Scope",,,"itp-005 -track drains"
,"Rows"
,,"A1 - PA","dynamic","a1 - pa"
,,"A2 - PF","dynamic","a2 - pf"
,,"A3 - SY","dynamic","a3 - sy"
,,"A4 - RV","dynamic","a4 - rv"
,,"A5 - BU","dynamic","a5 - bu"
,"Columns"
,,"1.1 Check for correct documentation",,"1.1 check for correct documentation"
,,"Date Completed:","Date Completed:","1.1 check for correct documentation"
,,"1.3 Materials Check",,"1.3 materials check"
,,"1.4 Bedding Sand",,"1.4 bedding sand"
