type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,General Waterproofing,,,,,,General Waterproofing
checkpoint,Membrane system & methodology checked off Against Aland standard,,,,,,
checkpoint,Surface preparation as per application guide,,,,,,
checkpoint,"Substrate clean, dry & free from dust",,,,,,
checkpoint,"Ensure all floor wastes & pipes have been primed in accordance with manufacturer's recommendations 
",,,,,,
checkpoint,Carry out dry film thickness test using positector coating thickness inspection instrument,,,,,,
checkpoint,Final sign off - All general waterproofing work completed as per the above ITP,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist,External Facade,,,,,,External Facade
section,Hebel Work,,,,,,
checkpoint,Ensure hebel installed plumb & level with adjoining surfaces,,,,,,
checkpoint,Ensure gap between hebel & concrete 10‐15mm (max) & consistent,,,,,,
checkpoint,Ensure hebel panels are in full & not cracked,,,,,,
checkpoint,Final sign off - All hebel work completed as per the above ITP,,,,,,
section,Render Work,,,,,,
checkpoint,Ensure to use right dulux product & system as per specification & scope of works,,,,,,
checkpoint,Expansion cuts are consistent up & down & to substrate & also same cut thickness,,,,,,
checkpoint,Ensure surfaces flat & level & free of imperfections,,,,,,
checkpoint,Once render applied ‐ render allowed to sufficiently dry before primer coat,,,,,,
checkpoint,Primer Coat ‐ even consistent coverage on render,,,,,,
checkpoint,"Membrane Texture Coat ‐ consistent coverage & texture, no roller marks, consistent sheen level",,,,,,
checkpoint,Paint thickness test to be carried out & report to be crossed checked DGain Alands external render & paint specification schedule,,,,,,
checkpoint,Final sign off - All render work completed as per the above ITP,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist,Formwork & Reinforcing,,,,,,Formwork & Reinforcing
section,Formwork,,,,,,
checkpoint,"Confirm Class of formwork to all faces, as per the latest specifications",,,,,,
checkpoint,Confirm RL's of soffit & beams,,,,,,
checkpoint,Confirm any penetration sizing for any hoist/crane penetrations,,,,,,
checkpoint,"Ensure formwork frames installed to enable clear & labelled access under deck for other personnel & for inspections
",,,,,,
checkpoint,"Ensure all formwork surfaces are cleaned & no rubbish remains on any soffits,sides,base of work
",,,,,,
checkpoint,Ensure bases of all columns/walls are cleaned out prior to pouring,,,,,,
checkpoint,Check formwork is completed as per specified Class,,,,,,
checkpoint,Ensure no rubbish or excess water is present prior to concrete pour,,,,,,
section,Reinforcing,,,,,,
checkpoint,Size and type correct to specification,,,,,,
checkpoint,Reinforcing spacing and location correct,,,,,,
checkpoint,Specified covers checked/correct,,,,,,
checkpoint,Reinforcing installed correctly to specification and ready for concrete to be placed,,,,,,
section,Post concrete pour,,,,,,
checkpoint,Formwork stripped in a safe manner,,,,,,
checkpoint,All timbers de - nailed,,,,,,
checkpoint,Final sign off - All formwork & reinforcement completed as per the above ITP,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Floor Wastes,,,,,,Floor Wastes
checkpoint,"Plumber checks all pipes for any cracks, or imperfections",,,,,,
button,Plumber completes stack work,"Yes, No",,,,,
button,Plumber cuts waste flush with concrete and puts sponge inside,"Yes, No",,,,,
button,Plumber caps off all other pipes,"Yes, No",,,,,
checkpoint,Waterproofer pushes sponge down 100mm and finishes his membrane & flood test,,,,,,
checkpoint,Waterproofer removes sponge and releases water and puts the sponge back in ensuring there are no debris left in the pipe,,,,,,
checkpoint,Tiler accepts that the waste is clean and has a sponge in it,,,,,,
checkpoint,Tiler completes his works (ie sand cement & tile),,,,,,
checkpoint,Aland cleans and removes the sponge,,,,,,
checkpoint,Final sign off - All floor wastes completed as per the above ITP,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Stairs,,,,,,Stairs
checkpoint,Land stringers & backdrops secured,,,,,,
checkpoint,Datum RL supplied by surveyor pour height marked,,,,,,
checkpoint,Couplers & rebate boards installed,,,,,,
checkpoint,Riser heights confirmed,,,,,,
checkpoint,Going lengths confirmed,,,,,,
checkpoint,Correct Class of Finish,,,,,,
checkpoint,Couplers & rebate boards installed,,,,,,
checkpoint,Riser heights confirmed,,,,,,
checkpoint,Going lengths confirmed,,,,,,
checkpoint,Ensure lighting has been installed in stairwells as per plans,,,,,,
checkpoint,Final sign off - All stairs completed as per the above ITP,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Basement Fire System,,,,,,Basement Fire System
checkpoint,Confirm any pipework and cabling penetrating partition walls are sealed through penetration with Intumescent fire mastic,,,,,,
checkpoint,Sprinkler rough in complete,,,,,,
checkpoint,Sprinkler droppers / heads installed,,,,,,
checkpoint,Sprinkler floor isolation valve assembly installed,,,,,,
checkpoint,Sprinkler valves installed,,,,,,
checkpoint,Sprinkler tested to min 1200 kpa,,,,,,
checkpoint,Feed hydrant installed,,,,,,
checkpoint,Feed hydrant commissioned,,,,,,
checkpoint,All hoses installed as per plan,,,,,,
checkpoint,All hoses installed as per manufacturer's instructions,,,,,,
checkpoint,Pipework tested - Test results attached below,,,,,,
checkpoint,EWIS speakers installed as per manufacturers instructions,,,,,,
checkpoint,Magnetic door holder fitted and functioning correctly on all fire exits,,,,,,
checkpoint,Final sign off - Fire system installed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Bike Rack,,,,,,Bike Rack
checkpoint,Bike rack installed to manufacturers instructions & standards - Attach photos below,,,,,,
label,Ensure adequate fixings have been used & are tight,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Garbage Room (V90421),,,,,,Garbage Room (V90421)
checkpoint,Coving perimeter of the floor,,,,,,
checkpoint,Epoxy floor and wall up to 15m high,,,,,,
checkpoint,Hot & Cold water taps installed,,,,,,
checkpoint,Check for need of hot water tank,,,,,,
checkpoint,All PVC piping to be fire checked,,,,,,
checkpoint,Garbage room exhaust fan installed correctly,,,,,,
checkpoint,Garbage room overhead lighting installed,,,,,,
checkpoint,Signage is clearly installed,,,,,,
checkpoint,Magnetic door holder fitted and functioning correctly on all entry / exit doors,,,,,,
checkpoint,Final sign off - All garbage room work completed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Carpark & Line Markings,,,,,,Carpark & Line Markings
checkpoint,Ensure all emergency lighting in car park has been installed as per plan,,,,,,
checkpoint,Check that all boom gates have been installed & tested,,,,,,
checkpoint,Check that all security systems within car park have been installed & tested,,,,,,
checkpoint,Check that all garage doors in car park have been installed & tested,,,,,,
checkpoint,Ensure all safety bollards in car park has been installed as per plan,,,,,,
checkpoint,Ensure all signage in car park has been installed as per plan,,,,,,
checkpoint,All line markings are completed in correct colour/Area according to specifications,,,,,,
checkpoint,All Numbering completed in correct colour/Area according to specifications,,,,,,
checkpoint,Final sign off - All line markings completed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Storage Lockers,,,,,,Storage Lockers
checkpoint,Confirm area of work is accessible & acceptable to commence (If not comment below),,,,,,
checkpoint,Setout & alignment as per drawing (include revision below),,,,,,
text,Drawing & revision number(s),,,,,,
checkpoint,Storage lockers installed to manufacturers instructions & standards,,,,,,
checkpoint,Final sign off - All storage lockers installed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Car Wash Bay,,,,,,Car Wash Bay
checkpoint,Confirm area of work is accessible & acceptable to commence (If not comment below),,,,,,
checkpoint,Setout & alignment as per drawing (include revision below),,,,,,
text,Drawing & revision number(s),,,,,,
checkpoint,Car wash bay installed as per manufacturer's instructions & standards,,,,,,
checkpoint,Car wash bay tested as per manufacturer's instructions & standards,,,,,,
checkpoint,Car wash bay commissioned as per manufacturer's instructions & standards,,,,,,
checkpoint,Final sign off - Car wash bay installed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Caretaker Toilet,,,,,,Caretaker Toilet
checkpoint,Floor wastes checked - Any issues comment/photo below,,,,,,
checkpoint,All rough-in pipework is colour coded to ensure no cross connections,,,,,,
checkpoint,All poly pipes located in framing to ensure no screw fixings will penetrate them,,,,,,
label,Any pipe running through a wall must be at 90 degrees,,,,,,
checkpoint,All Water & Gas risers are complete,,,,,,
checkpoint,All stacks are level/plumb,,,,,,
checkpoint,Ensure all services that go through fire rated walls to be treated with collars/fire rated sealant,,,,,,
checkpoint,Ensure rough in has been done as per specs,,,,,,
checkpoint,Final sign off - All plumbing work completed as per the above ITP - Add general photos/comments below,,,,,,
label,HOLDPOINT - Once all above items have been signed off work may proceed,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Fire Pump Room (V90421),,,,,,Fire Pump Room (V90421)
checkpoint,Fire pump isolation valves installed on all pumps,,,,,,
checkpoint,All pipe work tested to min 1200 kpa,,,,,,
checkpoint,Pour concrete plinth for each fire pump,,,,,,
label,Check height and dimensions as per drawings/specifications,,,,,,
checkpoint,Switchboards in place using suitable fixings to match mounting service No damage to external board has occurred during installation,,,,,,
button,Ensure adequate pathways exist within board to accommodate all circuits and allow for future expansion,"Yes, No",,,,,
