Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
"Stage 9 (TH 1-10, 81, 82) Progress",,,,,
,Scope,,,"stage 9 (th 1-10, 81, 82)",
,Rows,,,,
,,"Stage 9 (TH 1-10, 81, 82)",grouping,"stage 9 (th 1-10, 81, 82)",
,,"TH01 (TH03, 04, 05, 06)",expanded,"th01 (th03, 04, 05, 06)","stage 9 (th 1-10, 81, 82)"
,,"TH02 (TH01,02)",expanded,"th02 (th01,02)","stage 9 (th 1-10, 81, 82)"
,,"TH03 (TH 81, 82)",expanded,"th03 (th 81, 82)","stage 9 (th 1-10, 81, 82)"
,,"TH07 (07, 08, 09, 10)",expanded,"stage 9 (th 1-10, 81, 82)","th07 (07, 08, 09, 10)"
,Columns,,,,
,,Roof structure - Timber Trusses,,roof structure - timber trusses,
,,Timber Framing,,Timber Framing,
,,RAB / Ecoply,,RAB / Ecoply,
,,External Enveloping,,external enveloping,
,,Soffits,,soffits,
,,Eyebrow - Canopy,,eyebrow - canopy,
,,"Windows, Sliders & Sealants",,"windows, sliders and sealants",
,,Nogs,,nogs,
,,Skirting/Architraves & Trims,,skirting/architraves & trims,
,,Internal Door Installation,,internal door installation,
